TIMESTAMP,TUP_OPEN_PRICE_USD,TUP_HIGH_PRICE_USD,TUP_LOW_PRICE_USD,TUP_CLOSE_PRICE_USD,TUP_VOLUME_USD,TUP_DIVIDENDS_USD,TUP_STOCK_SPLITS_USD
2020-11-16 00:00:00+00:00,0.012746999971568584,0.012746999971568584,0.012241999618709087,0.012595999985933304,56,0.0,0.0
2020-11-17 00:00:00+00:00,0.012575999833643436,0.012616000138223171,0.008559999987483025,0.008646000176668167,435,0.0,0.0
2020-11-18 00:00:00+00:00,0.008646000176668167,0.013182999566197395,0.008572000078856945,0.013158000074326992,16,0.0,0.0
2020-11-19 00:00:00+00:00,0.013159999623894691,0.013326000422239304,0.008685000240802765,0.008729999884963036,123,0.0,0.0
2020-11-20 00:00:00+00:00,0.008729999884963036,0.009198999963700771,0.002222999930381775,0.0022380000445991755,0,0.0,0.0
2020-11-21 00:00:00+00:00,0.0022380000445991755,0.013747000135481358,0.0022380000445991755,0.013683999888598919,299,0.0,0.0
2020-11-22 00:00:00+00:00,0.013683999888598919,0.28288400173187256,0.013182999566197395,0.26312801241874695,0,0.0,0.0
2020-11-23 00:00:00+00:00,0.26312899589538574,0.30928900837898254,0.00901500042527914,0.013097000308334827,68,0.0,0.0
2020-11-24 00:00:00+00:00,0.01310800015926361,0.01310800015926361,0.004809000063687563,0.00481100007891655,2,0.0,0.0
2020-11-25 00:00:00+00:00,0.004815999884158373,0.400285005569458,0.004666000138968229,0.008332000114023685,908,0.0,0.0
2020-11-26 00:00:00+00:00,0.008321000263094902,0.010332999750971794,0.004755000118166208,0.010273999534547329,290,0.0,0.0
2020-11-27 00:00:00+00:00,0.010286999866366386,0.010311000049114227,0.007691000122576952,0.008895999751985073,237,0.0,0.0
2020-11-28 00:00:00+00:00,0.008895999751985073,0.009283999912440777,0.008794000372290611,0.009212999604642391,91,0.0,0.0
2020-11-29 00:00:00+00:00,0.009212999604642391,0.009457999840378761,0.005109000019729137,0.008156999945640564,199,0.0,0.0
2020-11-30 00:00:00+00:00,0.008156999945640564,0.01165200024843216,0.008156999945640564,0.011134999804198742,1,0.0,0.0
2020-12-01 00:00:00+00:00,0.011133000254631042,0.01153200026601553,0.008921000175178051,0.01117399986833334,2,0.0,0.0
2020-12-02 00:00:00+00:00,0.011172999627888203,0.011269000358879566,0.007197999861091375,0.010339000262320042,399,0.0,0.0
2020-12-03 00:00:00+00:00,0.010336999781429768,0.01231400016695261,0.007278000004589558,0.012002999894320965,149,0.0,0.0
