TIMESTAMP,WIZARD36312_OPEN_PRICE_USD,WIZARD36312_HIGH_PRICE_USD,WIZARD36312_LOW_PRICE_USD,WIZARD36312_CLOSE_PRICE_USD,WIZARD36312_VOLUME_USD,WIZARD36312_DIVIDENDS_USD,WIZARD36312_STOCK_SPLITS_USD
2025-04-22 00:00:00+00:00,0.004261999856680632,0.005181000102311373,0.00344299990683794,0.004782999865710735,16767514,0.0,0.0
2025-04-23 00:00:00+00:00,0.004772000014781952,0.008105999790132046,0.0037010000087320805,0.0048420000821352005,15033793,0.0,0.0
2025-04-24 00:00:00+00:00,0.00484299985691905,0.0054720002226531506,0.002877000020816922,0.003361999988555908,8329376,0.0,0.0
2025-04-25 00:00:00+00:00,0.003361999988555908,0.004019000101834536,0.0025029999669641256,0.00253800000064075,8259218,0.0,0.0
2025-04-26 00:00:00+00:00,0.00253800000064075,0.004362999927252531,0.0025049999821931124,0.0038920000661164522,9471466,0.0,0.0
2025-04-27 00:00:00+00:00,0.0038850000128149986,0.005282000172883272,0.003659999929368496,0.004046999849379063,8128544,0.0,0.0
2025-04-28 00:00:00+00:00,0.004036999773234129,0.006068000104278326,0.0033499998971819878,0.005688999779522419,10687296,0.0,0.0
2025-04-29 00:00:00+00:00,0.005690000019967556,0.005890999920666218,0.004209000151604414,0.004865999799221754,8257100,0.0,0.0
2025-04-30 00:00:00+00:00,0.004865999799221754,0.004945999942719936,0.003034000052139163,0.003501000115647912,6246932,0.0,0.0
2025-05-01 00:00:00+00:00,0.0034489999525249004,0.003920999821275473,0.0026809999253600836,0.0030429998878389597,5869614,0.0,0.0
2025-05-02 00:00:00+00:00,0.0030429998878389597,0.00380200007930398,0.0028349999338388443,0.0034260000102221966,4747461,0.0,0.0
2025-05-03 00:00:00+00:00,0.003435000078752637,0.003745000110939145,0.0028230000752955675,0.0031330001074820757,4028522,0.0,0.0
2025-05-04 00:00:00+00:00,0.0031320000998675823,0.004238999914377928,0.002891999902203679,0.003611000021919608,5025939,0.0,0.0
2025-05-05 00:00:00+00:00,0.0035989999305456877,0.004600000102072954,0.003470999887213111,0.0037140001077204943,5151311,0.0,0.0
2025-05-06 00:00:00+00:00,0.0037140001077204943,0.003731000004336238,0.002305000089108944,0.002309999894350767,3762759,0.0,0.0
2025-05-07 00:00:00+00:00,0.002309999894350767,0.0024999999441206455,0.0015579999890178442,0.0015660000499337912,4273216,0.0,0.0
2025-05-08 00:00:00+00:00,0.0016060000052675605,0.0019990000873804092,0.00133500003721565,0.0018110000528395176,7467846,0.0,0.0
