TIMESTAMP,NUUM_OPEN_PRICE_USD,NUUM_HIGH_PRICE_USD,NUUM_LOW_PRICE_USD,NUUM_CLOSE_PRICE_USD,NUUM_VOLUME_USD,NUUM_DIVIDENDS_USD,NUUM_STOCK_SPLITS_USD
2024-03-12 00:00:00+00:00,0.5886880159378052,0.6045969724655151,0.5305629968643188,0.5364570021629333,1687892,0.0,0.0
2024-03-13 00:00:00+00:00,0.5364680290222168,0.538565993309021,0.47338300943374634,0.4855920076370239,1518023,0.0,0.0
2024-03-14 00:00:00+00:00,0.48559001088142395,0.48807400465011597,0.4103600084781647,0.4168510138988495,1964145,0.0,0.0
2024-03-15 00:00:00+00:00,0.4168510138988495,0.42421600222587585,0.33133000135421753,0.3332340121269226,1183606,0.0,0.0
2024-03-16 00:00:00+00:00,0.3329409956932068,0.3407819867134094,0.29057300090789795,0.3050200045108795,1292548,0.0,0.0
2024-03-17 00:00:00+00:00,0.3050230145454407,0.32190799713134766,0.2899329960346222,0.30216899514198303,1709952,0.0,0.0
2024-03-18 00:00:00+00:00,0.30597999691963196,0.31710299849510193,0.2381500005722046,0.2441670000553131,1187409,0.0,0.0
2024-03-19 00:00:00+00:00,0.2440910041332245,0.2443999946117401,0.1858759969472885,0.19590400159358978,420987,0.0,0.0
2024-03-20 00:00:00+00:00,0.19590400159358978,0.2053450047969818,0.1914689987897873,0.20297899842262268,956587,0.0,0.0
2024-03-21 00:00:00+00:00,0.2030639946460724,0.47467198967933655,0.20006200671195984,0.4745970070362091,1616001,0.0,0.0
2024-03-22 00:00:00+00:00,0.4745970070362091,0.48234298825263977,0.2729479968547821,0.2773439884185791,1700915,0.0,0.0
2024-03-23 00:00:00+00:00,0.27708899974823,0.39333200454711914,0.27069899439811707,0.344990998506546,1104020,0.0,0.0
2024-03-24 00:00:00+00:00,0.34517401456832886,0.3474380075931549,0.2738249897956848,0.2929750084877014,1790777,0.0,0.0
2024-03-25 00:00:00+00:00,0.2929750084877014,0.2940030097961426,0.24774199724197388,0.2563669979572296,891546,0.0,0.0
2024-03-26 00:00:00+00:00,0.25627899169921875,0.2778550088405609,0.23466099798679352,0.2392289936542511,583146,0.0,0.0
2024-03-27 00:00:00+00:00,0.2392919957637787,0.2402389943599701,0.21004700660705566,0.22043099999427795,589197,0.0,0.0
2024-03-28 00:00:00+00:00,0.2208150029182434,0.23273099958896637,0.20027099549770355,0.20562900602817535,1948325,0.0,0.0
2024-03-29 00:00:00+00:00,0.20583100616931915,0.20584799349308014,0.0641070008277893,0.08354300260543823,5615730,0.0,0.0
