TIMESTAMP,LTC_TWEET_VOLUME_FULL_NAME_HASHTAG
2014-04-09,502.0
2014-04-10,961.0
2014-04-11,954.0
2014-04-12,454.0
2014-04-13,815.0
2014-04-14,961.0
2014-04-15,887.0
2014-04-16,1022.0
2014-04-17,823.0
2014-04-18,881.0
2014-04-19,813.0
2014-04-20,884.0
2014-04-21,835.0
2014-04-22,990.0
2014-04-23,938.0
2014-04-24,994.0
2014-04-25,847.0
2014-04-26,779.0
2014-04-27,682.0
2014-04-28,952.0
2014-04-29,872.0
2014-04-30,909.0
2014-05-01,972.0
2014-05-02,771.0
2014-05-03,801.0
2014-05-04,825.0
2014-05-05,1018.0
2014-05-06,970.0
2014-05-07,903.0
2014-05-08,809.0
2014-05-09,1092.0
2014-05-10,1764.0
2014-05-11,714.0
2014-05-12,890.0
2014-05-13,930.0
2014-05-14,2369.0
2014-05-15,2402.0
2014-05-16,1039.0
2014-05-17,1099.0
2014-05-18,1159.0
2014-05-19,826.0
2014-05-20,1689.0
2014-05-21,1213.0
2014-05-22,1343.0
2014-05-23,1294.0
2014-05-24,1269.0
2014-05-25,972.0
2014-05-26,1341.0
2014-05-27,1133.0
2014-05-28,1197.0
2014-05-29,1179.0
2014-05-30,983.0
2014-05-31,1074.0
2014-06-01,771.0
2014-06-02,807.0
2014-06-03,1765.0
2014-06-04,2057.0
2014-06-05,818.0
2014-06-06,1189.0
2014-06-07,560.0
2014-06-08,664.0
2014-06-09,906.0
2014-06-10,906.0
2014-06-11,1145.0
2014-06-12,657.0
2014-06-13,604.0
2014-06-14,930.0
2014-06-15,899.0
2014-06-16,799.0
2014-06-17,701.0
2014-06-18,549.0
2014-06-19,640.0
2014-06-20,620.0
2014-06-21,684.0
2014-06-22,542.0
2014-06-23,629.0
2014-06-24,680.0
2014-06-25,621.0
2014-06-26,583.0
2014-06-27,616.0
2014-06-28,486.0
2014-06-29,482.0
2014-06-30,673.0
2014-07-01,672.0
2014-07-02,843.0
2014-07-03,692.0
2014-07-04,564.0
2014-07-05,600.0
2014-07-06,581.0
2014-07-07,923.0
2014-07-08,604.0
2014-07-09,651.0
2014-07-10,617.0
2014-07-11,530.0
2014-07-12,518.0
2014-07-13,863.0
2014-07-14,1075.0
2014-07-15,840.0
2014-07-16,2226.0
2014-07-17,1756.0
2014-07-18,692.0
2014-07-19,482.0
2014-07-20,507.0
2014-07-21,1267.0
2014-07-22,693.0
2014-07-23,569.0
2014-07-24,584.0
2014-07-25,826.0
2014-07-26,449.0
2014-07-27,410.0
2014-07-28,550.0
2014-07-29,551.0
2014-07-30,543.0
2014-07-31,509.0
2014-08-01,439.0
2014-08-02,384.0
2014-08-03,418.0
2014-08-04,565.0
2014-08-05,533.0
2014-08-06,554.0
2014-08-07,635.0
2014-08-08,682.0
2014-08-09,477.0
2014-08-10,438.0
2014-08-11,478.0
2014-08-12,777.0
2014-08-13,787.0
2014-08-14,886.0
2014-08-15,6955.0
2014-08-16,619.0
2014-08-17,514.0
2014-08-18,698.0
2014-08-19,793.0
2014-08-20,737.0
2014-08-21,728.0
2014-08-22,588.0
2014-08-23,464.0
2014-08-24,477.0
2014-08-25,520.0
2014-08-26,607.0
2014-08-27,592.0
2014-08-28,834.0
2014-08-29,959.0
2014-08-30,481.0
2014-08-31,760.0
2014-09-01,603.0
2014-09-02,536.0
2014-09-03,575.0
2014-09-04,815.0
2014-09-05,645.0
2014-09-06,531.0
2014-09-07,507.0
2014-09-08,463.0
2014-09-09,297.0
2014-09-10,338.0
2014-09-11,815.0
2014-09-12,758.0
2014-09-13,676.0
2014-09-14,643.0
2014-09-15,797.0
2014-09-16,635.0
2014-09-17,650.0
2014-09-18,560.0
2014-09-19,572.0
2014-09-20,546.0
2014-09-21,616.0
2014-09-22,454.0
2014-09-23,658.0
2014-09-24,724.0
2014-09-25,708.0
2014-09-26,731.0
2014-09-27,721.0
2014-09-28,520.0
2014-09-29,614.0
2014-09-30,676.0
2014-10-01,524.0
2014-10-02,518.0
2014-10-03,474.0
2014-10-04,474.0
2014-10-05,538.0
2014-10-06,563.0
2014-10-07,517.0
2014-10-08,548.0
2014-10-09,531.0
2014-10-10,536.0
2014-10-11,840.0
2014-10-12,449.0
2014-10-13,805.0
2014-10-14,801.0
2014-10-15,626.0
2014-10-16,1842.0
2014-10-17,897.0
2014-10-18,885.0
2014-10-19,629.0
2014-10-20,727.0
2014-10-21,980.0
2014-10-22,674.0
2014-10-23,761.0
2014-10-24,609.0
2014-10-25,1043.0
2014-10-26,949.0
2014-10-27,939.0
2014-10-28,981.0
2014-10-29,742.0
2014-10-30,1291.0
2014-10-31,690.0
2014-11-01,607.0
2014-11-02,1349.0
2014-11-03,728.0
2014-11-04,776.0
2014-11-05,612.0
2014-11-06,970.0
2014-11-07,802.0
2014-11-08,730.0
2014-11-09,884.0
2014-11-10,555.0
2014-11-11,627.0
2014-11-12,1409.0
2014-11-13,671.0
2014-11-14,733.0
2014-11-15,671.0
2014-11-16,805.0
2014-11-17,845.0
2014-11-18,800.0
2014-11-19,861.0
2014-11-20,830.0
2014-11-21,756.0
2014-11-22,677.0
2014-11-23,578.0
2014-11-24,743.0
2014-11-25,594.0
2014-11-26,491.0
2014-11-27,543.0
2014-11-28,552.0
2014-11-29,535.0
2014-11-30,395.0
2014-12-01,771.0
2014-12-02,670.0
2014-12-03,575.0
2014-12-04,554.0
2014-12-05,549.0
2014-12-06,447.0
2014-12-07,611.0
2014-12-08,541.0
