,BTC
ETH,0.7713023893822591
LTC,0.7324595215666068
ETC,0.6684862632161425
QTUM,0.6666259593778925
DASH,0.6598332113354841
GNO,0.6507606906441656
XRP,0.648447012308774
DOGE,0.6440949319801534
DGB,0.6401695312980873
XLM,0.6377697091286711
MIOTA,0.6295900264977945
XMR,0.6255589591311538
ZEC,0.6107762204815623
XEM,0.6094512378811437
BAT,0.5920358776771238
SC,0.5893071174984856
BTS,0.5732428479141615
LSK,0.5665882230785318
DCR,0.5648927710039051
STEEM,0.5605843842676129
SYS,0.5600563162481325
PIVX,0.5593323698041206
FIRO,0.5592471353140903
ZEN,0.5519934747046586
GAS,0.544997609961581
RLC,0.5322831049407711
LUNC,0.5181381781036187
WAVES,0.5094846876805625
ARK,0.5072296710988364
KMD,0.5051594195887246
ANT,0.5035297845796266
