,BTC
ETH,0.7813795882679361
LTC,0.7466984784272844
GNO,0.7089151215744417
ETC,0.6979483883136544
QTUM,0.6963612875124929
XRP,0.6784205722156001
DOGE,0.6778646276634498
DASH,0.6744393767989229
XLM,0.6648285723143371
DGB,0.6632277570904636
MIOTA,0.6613954281568603
XMR,0.6587794813536877
XEM,0.6440326617414069
ZEC,0.6367173739701183
SC,0.6312240738371261
SYS,0.6300353132074066
BAT,0.6272155165947332
FIRO,0.617714619388225
LSK,0.6151035906115062
DCR,0.612621821878576
BTS,0.610454518148514
STEEM,0.6097254766261354
GAS,0.5987788906606369
PIVX,0.5855628976529295
ZEN,0.5758537752190652
LUNC,0.5694503461465109
RLC,0.561937246984775
WAVES,0.5509064699267214
KMD,0.5325544145285114
ARK,0.5309323861647053
ANT,0.529424338061554
