,BTC
ETH,0.7812784322381191
LTC,0.7477147816781551
GNO,0.710975185341466
ETC,0.6973575889361686
QTUM,0.6957784493595085
XRP,0.6790888374346516
DOGE,0.6776755642922285
DASH,0.6747291048531076
XLM,0.6646972187295931
DGB,0.663112107478164
MIOTA,0.6610372379864484
XMR,0.6588767207144169
XEM,0.6434115402054811
ZEC,0.6360045243249999
SC,0.6309417143549
SYS,0.6296062843861698
BAT,0.6269636270207256
FIRO,0.6199585723648028
LSK,0.6152290706031394
DCR,0.6124101860672281
BTS,0.6094330589815856
STEEM,0.608923197197104
GAS,0.6030628128234892
PIVX,0.5817725662906122
ZEN,0.5753989668204543
LUNC,0.5746410717812526
RLC,0.5610570851585426
WAVES,0.5504680728735214
KMD,0.5319068031538929
ANT,0.5310951086900373
ARK,0.5305615745087442
