,BTC
ETH,0.7945470751212771
LTC,0.7595072343364153
DASH,0.7186522888578643
DGB,0.716122628832271
QTUM,0.7122256792489294
DOGE,0.7013353739967504
ETC,0.700309463068264
XRP,0.6991894889321758
XEM,0.6966643615182386
GNO,0.6852380111971661
XLM,0.6851617575204729
MIOTA,0.6797691944184049
SC,0.6640032971018118
BTS,0.6631864068829543
STEEM,0.6610615064749962
XMR,0.6604356537765462
LSK,0.6574670694442221
BAT,0.6469005402614723
ZEC,0.645146827892478
FIRO,0.6418128398832168
PIVX,0.639873407875883
DCR,0.6352927717196664
GAS,0.6311905377412589
SYS,0.6235489301173319
ZEN,0.6225407584710172
KMD,0.6177492847141993
RLC,0.6107013933712355
ARK,0.5952979137249228
ANT,0.5865351249666304
LUNC,0.5805293498249882
WAVES,0.5699923518275861
