,BTC
ETH,0.7280044619017042
LTC,0.675917591824572
ETC,0.5783296125464827
DASH,0.5715120748320418
QTUM,0.5621384213906393
XRP,0.5370891506526684
XLM,0.5363912879502817
ZEC,0.5252361557386532
XMR,0.5241439806799641
DOGE,0.519504161968185
DGB,0.5182156317914507
MIOTA,0.5161582454294646
GNO,0.4979144444635885
BAT,0.4670638268315641
XEM,0.4536963880594482
ZEN,0.4341803983080977
SC,0.4310593847001045
PIVX,0.4301206073970576
BTS,0.4098974076435918
DCR,0.3992463043501503
RLC,0.3954366942485315
LSK,0.3785531616552597
ARK,0.3721268099969732
ANT,0.3670645666002848
WAVES,0.3665718560944213
STEEM,0.362627356772216
FIRO,0.3575025096201168
SYS,0.3570347372816214
LUNC,0.3479319446617232
GAS,0.3469581986209391
KMD,0.3384271759582945
