TIMESTAMP,BUTTCOIN_OPEN_PRICE_USD,BUTTCOIN_HIGH_PRICE_USD,BUTTCOIN_LOW_PRICE_USD,BUTTCOIN_CLOSE_PRICE_USD,BUTTCOIN_VOLUME_USD,BUTTCOIN_DIVIDENDS_USD,BUTTCOIN_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0014720000326633453,0.007009000051766634,0.001361000002361834,0.005890999920666218,4530387,0.0,0.0
2025-04-02 00:00:00+00:00,0.005917000118643045,0.013772999867796898,0.004443999845534563,0.006144000217318535,24766585,0.0,0.0
2025-04-03 00:00:00+00:00,0.006144000217318535,0.01027700025588274,0.003911000210791826,0.008826999925076962,16641733,0.0,0.0
2025-04-04 00:00:00+00:00,0.008798999711871147,0.01281100045889616,0.007228999864310026,0.011168000288307667,14500682,0.0,0.0
2025-04-05 00:00:00+00:00,0.011168000288307667,0.0139979999512434,0.00914900004863739,0.010370999574661255,6476224,0.0,0.0
2025-04-06 00:00:00+00:00,0.010370999574661255,0.013139000162482262,0.006930999923497438,0.008449000306427479,10967677,0.0,0.0
2025-04-07 00:00:00+00:00,0.008449000306427479,0.009270000271499157,0.0068060001358389854,0.007706999778747559,18413351,0.0,0.0
2025-04-08 00:00:00+00:00,0.007706999778747559,0.01371499989181757,0.007666000165045261,0.010060000233352184,12102911,0.0,0.0
2025-04-09 00:00:00+00:00,0.010060000233352184,0.014027000404894352,0.008775999769568443,0.012538000009953976,15752736,0.0,0.0
2025-04-10 00:00:00+00:00,0.012539000250399113,0.01858600042760372,0.01046799961477518,0.01640699990093708,12254836,0.0,0.0
2025-04-11 00:00:00+00:00,0.01640699990093708,0.03064100071787834,0.016323000192642212,0.02215299941599369,14204588,0.0,0.0
2025-04-12 00:00:00+00:00,0.022255999967455864,0.02780899964272976,0.02007099986076355,0.026142999529838562,9600316,0.0,0.0
2025-04-13 00:00:00+00:00,0.02606699988245964,0.026479000225663185,0.01497500017285347,0.017183000221848488,8369307,0.0,0.0
2025-04-14 00:00:00+00:00,0.017183000221848488,0.019365999847650528,0.009472999721765518,0.010123999789357185,9585109,0.0,0.0
2025-04-15 00:00:00+00:00,0.01012600027024746,0.01345600001513958,0.009227000176906586,0.009908000007271767,6613450,0.0,0.0
2025-04-16 00:00:00+00:00,0.009909000247716904,0.013635000213980675,0.008981999941170216,0.009027999825775623,6718529,0.0,0.0
2025-04-17 00:00:00+00:00,0.009027999825775623,0.010805999860167503,0.008996999822556973,0.009956000372767448,4668004,0.0,0.0
2025-04-18 00:00:00+00:00,0.009953999891877174,0.011005000211298466,0.007675000000745058,0.007796000223606825,4369101,0.0,0.0
2025-04-19 00:00:00+00:00,0.007796000223606825,0.00878399983048439,0.006616999860852957,0.008295999839901924,4107516,0.0,0.0
2025-04-20 00:00:00+00:00,0.008295999839901924,0.008967000059783459,0.006881999783217907,0.006951000075787306,3860846,0.0,0.0
2025-04-21 00:00:00+00:00,0.006951000075787306,0.0079969996586442,0.005324000027030706,0.005578000098466873,4583336,0.0,0.0
2025-04-22 00:00:00+00:00,0.005578000098466873,0.009159999899566174,0.00545499986037612,0.00837399996817112,9419075,0.0,0.0
2025-04-23 00:00:00+00:00,0.00837399996817112,0.008503000251948833,0.005452000070363283,0.006310999859124422,8733855,0.0,0.0
2025-04-24 00:00:00+00:00,0.006310999859124422,0.0073449998162686825,0.0056779999285936356,0.006976000033318996,6417222,0.0,0.0
2025-04-25 00:00:00+00:00,0.006976000033318996,0.007987000048160553,0.00607800018042326,0.006180000025779009,7993366,0.0,0.0
2025-04-26 00:00:00+00:00,0.006186000071465969,0.007412000093609095,0.00583800021559,0.007228999864310026,9121583,0.0,0.0
