,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.011057094016501802,0.1051525485676529,0.08259677004302854,0.0422996174178302,3266779.865206471,1807.4206378976544,1419.7191883680562,0.04000463683701486,0.4050094568858749
1,0.0039945169372193,0.06320208634256487,0.05120152395308327,0.026880777000177034,1180166.4622022577,1086.3528692531493,880.0802688172039,0.025383581012160834,0.8766318542766282
2,0.0071940613329860665,0.08481770994100442,0.0697776600623688,0.027591555251175865,2125461.616061405,1457.8945338300357,1199.3773571908598,0.026421466846722235,0.7934005812007318
3,0.011278817250048867,0.1062017625014895,0.07887364189077319,0.03126408582052664,3332287.7400071495,1825.4552543878306,1355.7245225694442,0.02993709471867807,0.6505176213994638
4,0.013593144231174067,0.11658960756381886,0.09261802814316121,0.028692984640326432,4042892.2085414063,2010.6938941214169,1597.282167338709,0.027730703158694067,0.8364437200262304
5,0.008729352921159167,0.0934309658024494,0.07229385001405873,0.026480010964988032,3920836.361323413,1980.1093326371865,1532.144338541666,0.025628058893405702,0.6961891571199158
6,0.0018290239366158334,0.04276698110688477,0.030584592108513265,0.02522397905644237,2734883.4227215014,1653.7441069456527,1182.666668346774,0.02423262341738443,0.6151171080840989
7,0.0008969816425218667,0.029949223704405434,0.0206118792116784,0.0207014084045171,1341229.243041344,1158.09796636134,797.0348202284946,0.019712340340732534,0.8849887612715817
8,0.0009758039770086333,0.0312378403485855,0.021688982678750468,0.031002099320497602,3005121.5452127904,1733.527478435167,1203.6185825892853,0.029539840704424197,0.5186558896219808
9,0.0005074485574328001,0.022526613053903133,0.0170737299253322,0.025578413835818197,1782890.3345532545,1335.248821384737,1012.0331199596775,0.0243934715082917,0.786989031811256
10,0.0003036350575762667,0.017425074755148002,0.014043211588217766,0.022254086261892667,1154439.99057468,1074.4454579505789,865.9169479166667,0.021207473921476833,0.8153772091268904
11,0.0004949696646868,0.022247864394439598,0.01673944861358013,0.034685510383566466,1881906.922206792,1371.8230858455474,1032.1692363911295,0.032569568842073494,0.8344248485845359
Mean,0.005071237460410955,0.06129568984019553,0.04734194318604549,0.028554544029813222,2480741.309304372,1541.2344532541913,1173.147268188164,0.02723007168342158,0.7261454366174324
