TIMESTAMP,GIB36591_OPEN_PRICE_USD,GIB36591_HIGH_PRICE_USD,GIB36591_LOW_PRICE_USD,GIB36591_CLOSE_PRICE_USD,GIB36591_VOLUME_USD,GIB36591_DIVIDENDS_USD,GIB36591_STOCK_SPLITS_USD
2025-05-23 00:00:00+00:00,0.004569999873638153,0.012040999718010426,0.004191000014543533,0.009770000353455544,24066667,0.0,0.0
2025-05-24 00:00:00+00:00,0.009765000082552433,0.014713999815285206,0.00879599992185831,0.01224599964916706,11685578,0.0,0.0
2025-05-25 00:00:00+00:00,0.012246999889612198,0.015572000294923782,0.010308999568223953,0.0122079998254776,9450175,0.0,0.0
2025-05-26 00:00:00+00:00,0.01218200009316206,0.01243400014936924,0.007633000146597624,0.008294999599456787,8428819,0.0,0.0
2025-05-27 00:00:00+00:00,0.008294999599456787,0.009579000063240528,0.0063149998895823956,0.006577999796718359,7871625,0.0,0.0
2025-05-28 00:00:00+00:00,0.006577999796718359,0.008200000040233135,0.006175000220537186,0.007544000167399645,4717068,0.0,0.0
2025-05-29 00:00:00+00:00,0.007552000228315592,0.0075610000640153885,0.0036249998956918716,0.00368200009688735,5047201,0.0,0.0
2025-05-30 00:00:00+00:00,0.0036279999185353518,0.004004999995231628,0.0026809999253600836,0.0028429999947547913,6372881,0.0,0.0
2025-05-31 00:00:00+00:00,0.0028429999947547913,0.0031610000878572464,0.0020620001014322042,0.002704000100493431,3769131,0.0,0.0
2025-06-01 00:00:00+00:00,0.0026948233135044575,0.003455189988017082,0.00256445724517107,0.0027303535025566816,2332688,0.0,0.0
