TIMESTAMP,KAMPAY_OPEN_PRICE_USD,KAMPAY_HIGH_PRICE_USD,KAMPAY_LOW_PRICE_USD,KAMPAY_CLOSE_PRICE_USD,KAMPAY_VOLUME_USD,KAMPAY_DIVIDENDS_USD,KAMPAY_STOCK_SPLITS_USD
2021-08-19 00:00:00+00:00,0.005458999890834093,0.007323999889194965,0.005450999829918146,0.006684999912977219,331308,0.0,0.0
2021-08-20 00:00:00+00:00,0.006696000229567289,0.006874999962747097,0.0062049999833106995,0.006612999830394983,386721,0.0,0.0
2021-08-21 00:00:00+00:00,0.0066200001165270805,0.006678999867290258,0.006039000116288662,0.006047999951988459,51789,0.0,0.0
2021-08-22 00:00:00+00:00,0.006047000177204609,0.006874000187963247,0.006014000158756971,0.006812999956309795,32550,0.0,0.0
2021-08-23 00:00:00+00:00,0.006814999971538782,0.01070799957960844,0.006769999861717224,0.009937000460922718,123423,0.0,0.0
2021-08-24 00:00:00+00:00,0.009934999980032444,0.012543999589979649,0.009000999853014946,0.012218999676406384,228099,0.0,0.0
2021-08-25 00:00:00+00:00,0.012141999788582325,0.014525000005960464,0.012117000296711922,0.012232000008225441,273063,0.0,0.0
2021-08-26 00:00:00+00:00,0.012226000428199768,0.012318000197410583,0.010335000231862068,0.010641999542713165,189183,0.0,0.0
2021-08-27 00:00:00+00:00,0.01063000038266182,0.010865000076591969,0.009846000000834465,0.0098879998549819,77922,0.0,0.0
2021-08-28 00:00:00+00:00,0.009891999885439873,0.012156999669969082,0.009860999882221222,0.010754999704658985,117843,0.0,0.0
2021-08-29 00:00:00+00:00,0.010754000395536423,0.010857000015676022,0.010245000012218952,0.010323000140488148,104171,0.0,0.0
2021-08-30 00:00:00+00:00,0.010320000350475311,0.010339999571442604,0.009232999756932259,0.009232999756932259,17468,0.0,0.0
2021-08-31 00:00:00+00:00,0.009233999997377396,0.009487000294029713,0.009027999825775623,0.009099000133574009,22348,0.0,0.0
2021-09-01 00:00:00+00:00,0.009097999893128872,0.009181000292301178,0.008755000308156013,0.008981999941170216,24945,0.0,0.0
2021-09-02 00:00:00+00:00,0.0089910002425313,0.00923100020736456,0.008371000178158283,0.008452000096440315,16019,0.0,0.0
2021-09-03 00:00:00+00:00,0.008449999615550041,0.008452000096440315,0.007799999788403511,0.007992999628186226,14994,0.0,0.0
2021-09-04 00:00:00+00:00,0.008011999540030956,0.008011999540030956,0.007366999983787537,0.007584999781101942,21392,0.0,0.0
2021-09-05 00:00:00+00:00,0.007584000006318092,0.00861200038343668,0.007499000057578087,0.008588000200688839,68437,0.0,0.0
2021-09-06 00:00:00+00:00,0.008589999750256538,0.008621999993920326,0.0077229999005794525,0.00823500007390976,78561,0.0,0.0
2021-09-07 00:00:00+00:00,0.008237999863922596,0.008516999892890453,0.00660899979993701,0.007563000079244375,85380,0.0,0.0
2021-09-08 00:00:00+00:00,0.007567000109702349,0.007567000109702349,0.006060999818146229,0.006068999879062176,77095,0.0,0.0
2021-09-09 00:00:00+00:00,0.006006999872624874,0.0066189998760819435,0.005828999914228916,0.0062699997797608376,58754,0.0,0.0
2021-09-10 00:00:00+00:00,0.006269000004976988,0.006711000110954046,0.006120999809354544,0.006209000013768673,55585,0.0,0.0
2021-09-11 00:00:00+00:00,0.00621100002899766,0.006515000015497208,0.00595800019800663,0.006401000078767538,19246,0.0,0.0
2021-09-12 00:00:00+00:00,0.006401999853551388,0.006626000162214041,0.004763000179082155,0.005590000189840794,18753,0.0,0.0
