TIMESTAMP,GCW_OPEN_PRICE_USD,GCW_HIGH_PRICE_USD,GCW_LOW_PRICE_USD,GCW_CLOSE_PRICE_USD,GCW_VOLUME_USD,GCW_DIVIDENDS_USD,GCW_STOCK_SPLITS_USD
2024-01-03 00:00:00+00:00,,,,0.0,835,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,180,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,864,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,163,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,267,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,290,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,315,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,140,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,417,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,244,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,373,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,141,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,104,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,566,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,240,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,250,0.0,0.0
