TIMESTAMP,DELON_OPEN_PRICE_USD,DELON_HIGH_PRICE_USD,DELON_LOW_PRICE_USD,DELON_CLOSE_PRICE_USD,DELON_VOLUME_USD,DELON_DIVIDENDS_USD,DELON_STOCK_SPLITS_USD
2024-07-23 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,9.999999974752427e-07,9.999999974752427e-07,3576239,0.0,0.0
2024-07-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,572296,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,275296,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,217429,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,400651,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,186540,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,201053,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,200441,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,162847,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,116345,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,136095,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,199970,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,126188,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,340952,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,154818,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,157384,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,334664,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,291385,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,164359,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,129528,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,231068,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,79077,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,109794,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,75344,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,85689,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,58383,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,69660,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,71830,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,95660,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,58633,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,35938,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,73199,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,58182,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,18009,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,2256,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,17131,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,10984,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,9134,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,1125,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,5678,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,5813,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,1460,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1623,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,353,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,1118,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,12543,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,8893,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,103981,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,53321,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,17384,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,8759,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,2813,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,2065,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,3989,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,1142,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,12135,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,953,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,7899,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,6736,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,4536,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,12461,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,34378,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,12502,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,4872,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,6312,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,12328,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,2176,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,2533,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,3672,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,10781,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,9013,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,2361,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,562,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,6006,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,33749,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,394448,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,26698,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,20186,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,7391,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,14940,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,17821,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,17604,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,2847,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,4186,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,3838,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,8242,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,3306,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,1585,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,5748,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,2445,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,670,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,477,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,27233,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,6787,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,2444,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,321,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,3141,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,1326,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,1770,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,7322,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,1068,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,4641,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,2913,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,21924,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,3284,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,5771,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,1115,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,2197,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,2112,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,6591,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,2191,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,1712,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,620,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,2999,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,635,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,516,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,2795,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,1905,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,692,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,417,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,2133,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,198,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,235,0.0,0.0
