,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.042746502052549394,0.1995331054837076,0.1714378928286925,0.08897032409850421,12629303.86486987,3429.686131379605,2946.7698090277772,0.08408765965508913,-1.300221219600701
1,0.04573784720468516,0.21322941525592642,0.185301390388655,0.10222478975784723,13513087.021132745,3665.106058808695,3185.0637987231185,0.09627839623836,-0.4125841923052406
2,0.013047647471505967,0.11417457764039877,0.0933664564861484,0.037992778291141706,3854882.026322037,1962.4963364296455,1604.8347244623656,0.0363321608092692,0.6252972153627124
3,0.12329545050740416,0.3509038827571261,0.2953247346991473,0.1206431081515013,36427208.70330312,6031.531429057322,5076.20600173611,0.1153755660015483,-2.8203986380183395
4,0.0219929751920595,0.14825613945432095,0.11757849042354146,0.03538068688237927,6497752.359292119,2548.3100854572235,2021.0052839381717,0.03422096336956187,0.7371316994721405
5,0.10172647640755937,0.31862402836411835,0.2939954811366931,0.10386495655559132,45691016.9047532,6752.69190682187,6230.732010416667,0.10064322676734327,-2.540424817218282
6,0.006967348782204533,0.08000086864728756,0.06875444488850617,0.056460873330040205,10418063.384362748,3093.5305472847,2658.6459408602154,0.05425019399861253,-0.4661445274865061
7,0.027794112643421003,0.16617375968773473,0.15661228963890458,0.16042038252155777,41559684.5114731,6425.725367185595,6055.995685483871,0.15262859836761675,-2.563768700709312
8,0.008353321394384033,0.0907847821901255,0.08197673550519684,0.1212434020184305,25725185.804329116,5038.052857411761,4549.254966517857,0.1153409551994549,-3.1205210800940293
9,0.005543709211067967,0.07420597854712783,0.06356006616438332,0.09852637321137625,19477498.145840995,4398.506730958171,3767.477740255376,0.09381821120292373,-1.3270756801649637
10,0.0024170469385162998,0.04885123339034644,0.044287829367257364,0.07109630620716943,9189765.611519666,3012.209706714146,2730.8261701388888,0.06771604216951153,-0.4696651090750081
11,0.010346932073487301,0.10126395114907483,0.09575221547822993,0.20653896096835114,39339705.0145537,6244.024779204003,5904.166149193547,0.19351057712305406,-2.4612113583100297
Mean,0.03416411415657039,0.15883347688060792,0.13899566891711299,0.10028024516615752,22026929.445979368,4383.489328059395,3894.24819006283,0.09535021257519544,-1.3432988673456299
