TIMESTAMP,DEGEN30096_OPEN_PRICE_USD,DEGEN30096_HIGH_PRICE_USD,DEGEN30096_LOW_PRICE_USD,DEGEN30096_CLOSE_PRICE_USD,DEGEN30096_VOLUME_USD,DEGEN30096_DIVIDENDS_USD,DEGEN30096_STOCK_SPLITS_USD
2024-03-25 00:00:00+00:00,0.01635199971497059,0.021128999069333076,0.01544100046157837,0.016813000664114952,39540214,0.0,0.0
2024-03-26 00:00:00+00:00,0.016843000426888466,0.020983999595046043,0.013244000263512135,0.01724500022828579,26583226,0.0,0.0
2024-03-27 00:00:00+00:00,0.01724500022828579,0.0187389999628067,0.013162000104784966,0.013902000151574612,18700397,0.0,0.0
2024-03-28 00:00:00+00:00,0.013902000151574612,0.02638299949467182,0.013399000279605389,0.022898999974131584,50296481,0.0,0.0
2024-03-29 00:00:00+00:00,0.023003999143838882,0.030220000073313713,0.01972999982535839,0.030094999819993973,54487976,0.0,0.0
2024-03-30 00:00:00+00:00,0.03013700060546398,0.04200499877333641,0.02411000058054924,0.0412679985165596,109813926,0.0,0.0
2024-03-31 00:00:00+00:00,0.041273001581430435,0.06458500027656555,0.03883900120854378,0.0562409982085228,206677613,0.0,0.0
2024-04-01 00:00:00+00:00,0.056262001395225525,0.05758599936962128,0.0454539991915226,0.04876499995589256,112118484,0.0,0.0
2024-04-02 00:00:00+00:00,0.04876499995589256,0.0496940016746521,0.03405800089240074,0.03788600116968155,105147320,0.0,0.0
2024-04-03 00:00:00+00:00,0.03788600116968155,0.05463999882340431,0.03330500051379204,0.046682000160217285,119942187,0.0,0.0
2024-04-04 00:00:00+00:00,0.046682000160217285,0.04874999821186066,0.03742999956011772,0.038582999259233475,81495404,0.0,0.0
2024-04-05 00:00:00+00:00,0.038582999259233475,0.03952400013804436,0.029634999111294746,0.035743001848459244,92250669,0.0,0.0
2024-04-06 00:00:00+00:00,0.035743001848459244,0.03975500166416168,0.03465399891138077,0.03600199893116951,63283409,0.0,0.0
2024-04-07 00:00:00+00:00,0.03600199893116951,0.03680599853396416,0.029743000864982605,0.036472998559474945,69175474,0.0,0.0
2024-04-08 00:00:00+00:00,0.03647200018167496,0.04758499935269356,0.03370799869298935,0.04385700076818466,120619485,0.0,0.0
2024-04-09 00:00:00+00:00,0.04385700076818466,0.04385700076818466,0.03409599885344505,0.035029999911785126,75862486,0.0,0.0
2024-04-10 00:00:00+00:00,0.035029999911785126,0.03809500113129616,0.03358599916100502,0.03749300166964531,62156683,0.0,0.0
2024-04-11 00:00:00+00:00,0.03749300166964531,0.04261599853634834,0.032715000212192535,0.033181000500917435,91473544,0.0,0.0
2024-04-12 00:00:00+00:00,0.033181000500917435,0.035916998982429504,0.02326199971139431,0.027862999588251114,81420297,0.0,0.0
2024-04-13 00:00:00+00:00,0.027862999588251114,0.028738999739289284,0.01794400066137314,0.021903999149799347,87021688,0.0,0.0
2024-04-14 00:00:00+00:00,0.021908000111579895,0.028773000463843346,0.02054700069129467,0.028704000636935234,76552413,0.0,0.0
2024-04-15 00:00:00+00:00,0.028648000210523605,0.0328500010073185,0.024407999590039253,0.026040000841021538,74241851,0.0,0.0
2024-04-16 00:00:00+00:00,0.026040000841021538,0.026644999161362648,0.02140199951827526,0.025332000106573105,52606960,0.0,0.0
2024-04-17 00:00:00+00:00,0.0263689998537302,0.029812000691890717,0.024575000628829002,0.0246799997985363,64516500,0.0,0.0
2024-04-18 00:00:00+00:00,0.0246799997985363,0.029498999938368797,0.02352200075984001,0.028839999809861183,54181309,0.0,0.0
2024-04-19 00:00:00+00:00,0.028839999809861183,0.03515399992465973,0.024748999625444412,0.033675000071525574,84634701,0.0,0.0
2024-04-20 00:00:00+00:00,0.033675000071525574,0.03713599964976311,0.03212999925017357,0.036006998270750046,56992421,0.0,0.0
2024-04-21 00:00:00+00:00,0.0365150012075901,0.03879600018262863,0.032715000212192535,0.03383199870586395,50683967,0.0,0.0
2024-04-22 00:00:00+00:00,0.03383199870586395,0.03551999852061272,0.031700000166893005,0.03170900046825409,42957172,0.0,0.0
2024-04-23 00:00:00+00:00,0.03170900046825409,0.031984999775886536,0.026691999286413193,0.02732899971306324,60406161,0.0,0.0
2024-04-24 00:00:00+00:00,0.02776000089943409,0.032604001462459564,0.0276040006428957,0.028762999922037125,51824735,0.0,0.0
2024-04-25 00:00:00+00:00,0.028762999922037125,0.030048999935388565,0.025590000674128532,0.029440000653266907,49403599,0.0,0.0
2024-04-26 00:00:00+00:00,0.029440000653266907,0.02944600023329258,0.02713100053369999,0.027248000726103783,37239326,0.0,0.0
2024-04-27 00:00:00+00:00,0.027248000726103783,0.027900999411940575,0.025348000228405,0.027651000767946243,32351359,0.0,0.0
2024-04-28 00:00:00+00:00,0.027651000767946243,0.028801999986171722,0.027005000039935112,0.02710999920964241,25290155,0.0,0.0
2024-04-29 00:00:00+00:00,0.02710999920964241,0.027566000819206238,0.023130999878048897,0.02413100004196167,36584199,0.0,0.0
2024-04-30 00:00:00+00:00,0.02413100004196167,0.024994999170303345,0.01856900006532669,0.01944899931550026,50137296,0.0,0.0
2024-05-01 00:00:00+00:00,0.019447999075055122,0.019527999684214592,0.015188000164926052,0.017186999320983887,63120020,0.0,0.0
2024-05-02 00:00:00+00:00,0.017186999320983887,0.018900999799370766,0.015541000291705132,0.018741000443696976,45685847,0.0,0.0
2024-05-03 00:00:00+00:00,0.018605999648571014,0.024257000535726547,0.01810000091791153,0.02413100004196167,77280276,0.0,0.0
2024-05-04 00:00:00+00:00,0.024129999801516533,0.025148000568151474,0.022474000230431557,0.02317499928176403,48022832,0.0,0.0
2024-05-05 00:00:00+00:00,0.02317499928176403,0.023215999826788902,0.02118699997663498,0.021263999864459038,30365637,0.0,0.0
2024-05-06 00:00:00+00:00,0.021263999864459038,0.021825000643730164,0.019675999879837036,0.019838999956846237,30259051,0.0,0.0
