TIMESTAMP,JEFE_OPEN_PRICE_USD,JEFE_HIGH_PRICE_USD,JEFE_LOW_PRICE_USD,JEFE_CLOSE_PRICE_USD,JEFE_VOLUME_USD,JEFE_DIVIDENDS_USD,JEFE_STOCK_SPLITS_USD
2022-01-04 00:00:00+00:00,,,,0.0,299872,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,285031,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,9545,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,6531,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,3180,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,3372,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,2136,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,6856,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,8947,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,20668,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,17795,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,3982,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,5090,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,4499,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,4272,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,14537,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,20052,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,9257,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,2817,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,4785,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,4415,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,2298,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,2669,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,1668,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,1381,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,1685,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,3212,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,5910,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,3654,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,1342,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,7496,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,25577,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,28291,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,9390,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,1313,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,994,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,727,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,5680,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,7949,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,3745,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,1446,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,702,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,1117,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,5394,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,4673,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,287,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,246,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,8121,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,11643,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,12613,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,22463,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,17360,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,4392,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,1931,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,2571,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,3923,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,4029,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,3084,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,2432,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,1680,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,2935,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,2694,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,1029,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,768,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,2378,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,2545,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,1154,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,1790,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,1367,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,1005,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,1864,0.0,0.0
