TIMESTAMP,BTCACT_OPEN_PRICE_USD,BTCACT_HIGH_PRICE_USD,BTCACT_LOW_PRICE_USD,BTCACT_CLOSE_PRICE_USD,BTCACT_VOLUME_USD,BTCACT_DIVIDENDS_USD,BTCACT_STOCK_SPLITS_USD
2024-12-03 00:00:00+00:00,0.06053299829363823,0.11153300106525421,0.054492998868227005,0.08430399745702744,126962,0.0,0.0
2024-12-04 00:00:00+00:00,0.08430399745702744,0.11928199976682663,0.08393900096416473,0.11323300004005432,36664,0.0,0.0
2024-12-05 00:00:00+00:00,0.11323300004005432,0.11323300004005432,0.08683999627828598,0.08776099979877472,22473,0.0,0.0
2024-12-06 00:00:00+00:00,0.059464000165462494,0.07815799862146378,0.05367499962449074,0.06401699781417847,47891,0.0,0.0
2024-12-07 00:00:00+00:00,0.06401699781417847,0.06530299782752991,0.06165999919176102,0.06405799835920334,5808,0.0,0.0
2024-12-08 00:00:00+00:00,0.06367699801921844,0.0650549978017807,0.059769000858068466,0.0650549978017807,16103,0.0,0.0
2024-12-09 00:00:00+00:00,0.0650549978017807,0.07868299633264542,0.05567200109362602,0.05713599920272827,38072,0.0,0.0
2024-12-10 00:00:00+00:00,0.05713599920272827,0.06200399994850159,0.052549999207258224,0.056366000324487686,11327,0.0,0.0
2024-12-11 00:00:00+00:00,0.056366000324487686,0.06439600139856339,0.056366000324487686,0.05937099829316139,5746,0.0,0.0
2024-12-12 00:00:00+00:00,0.05937099829316139,0.06796299666166306,0.05162699893116951,0.06753899902105331,23380,0.0,0.0
2024-12-13 00:00:00+00:00,0.06753899902105331,0.0678820013999939,0.05071000009775162,0.05071000009775162,16299,0.0,0.0
2024-12-14 00:00:00+00:00,0.05071000009775162,0.061997998505830765,0.04840699955821037,0.04968300089240074,23593,0.0,0.0
2024-12-15 00:00:00+00:00,0.04968300089240074,0.056623999029397964,0.04644099995493889,0.05217599868774414,12761,0.0,0.0
2024-12-16 00:00:00+00:00,0.05217599868774414,0.0526759997010231,0.04249599948525429,0.046355001628398895,29961,0.0,0.0
2024-12-17 00:00:00+00:00,0.046355001628398895,0.04822700098156929,0.04517599940299988,0.046852000057697296,5987,0.0,0.0
2024-12-18 00:00:00+00:00,0.046852000057697296,0.046852000057697296,0.02764900028705597,0.030006999149918556,43945,0.0,0.0
2024-12-19 00:00:00+00:00,0.030006999149918556,0.0318400003015995,0.024323999881744385,0.027002999559044838,38166,0.0,0.0
2024-12-20 00:00:00+00:00,0.027002999559044838,0.030243000015616417,0.026695000007748604,0.03024199977517128,16095,0.0,0.0
2024-12-21 00:00:00+00:00,0.03024199977517128,0.03238299861550331,0.02791699953377247,0.027936000376939774,10440,0.0,0.0
2024-12-22 00:00:00+00:00,0.027936000376939774,0.028627000749111176,0.02229899913072586,0.02331800013780594,34973,0.0,0.0
2024-12-23 00:00:00+00:00,0.02331800013780594,0.027191000059247017,0.019711999222636223,0.026149999350309372,13890,0.0,0.0
2024-12-24 00:00:00+00:00,0.026149999350309372,0.029649000614881516,0.023231999948620796,0.023680999875068665,16723,0.0,0.0
2024-12-25 00:00:00+00:00,0.023680999875068665,0.02664100006222725,0.023680999875068665,0.024670999497175217,6991,0.0,0.0
2024-12-26 00:00:00+00:00,0.024670999497175217,0.024670999497175217,0.02158300019800663,0.024625999853014946,7484,0.0,0.0
2024-12-27 00:00:00+00:00,0.024625999853014946,0.027168000116944313,0.024157000705599785,0.024577999487519264,8071,0.0,0.0
2024-12-28 00:00:00+00:00,0.024577999487519264,0.027410000562667847,0.02397499978542328,0.026443000882864,5699,0.0,0.0
2024-12-29 00:00:00+00:00,0.026443000882864,0.034122999757528305,0.026345999911427498,0.027528999373316765,16419,0.0,0.0
2024-12-30 00:00:00+00:00,0.027528999373316765,0.027528999373316765,0.024627000093460083,0.024637000635266304,3917,0.0,0.0
2024-12-31 00:00:00+00:00,0.024637000635266304,0.028831999748945236,0.02457300014793873,0.02648399956524372,9552,0.0,0.0
2025-01-01 00:00:00+00:00,0.02648399956524372,0.027752000838518143,0.024529999122023582,0.024987999349832535,5426,0.0,0.0
2025-01-02 00:00:00+00:00,0.024987999349832535,0.04784199967980385,0.023631000891327858,0.04784199967980385,30741,0.0,0.0
2025-01-03 00:00:00+00:00,0.04784199967980385,0.08636300265789032,0.041060999035835266,0.07980799674987793,139123,0.0,0.0
2025-01-04 00:00:00+00:00,0.07980799674987793,0.08287999778985977,0.056341998279094696,0.0661420002579689,50650,0.0,0.0
2025-01-05 00:00:00+00:00,0.0661420002579689,0.06669200211763382,0.060607001185417175,0.06668700277805328,9546,0.0,0.0
2025-01-06 00:00:00+00:00,0.06668700277805328,0.07411699742078781,0.06241900101304054,0.06242800131440163,10192,0.0,0.0
2025-01-07 00:00:00+00:00,0.06242800131440163,0.06280200183391571,0.055778998881578445,0.056866999715566635,3618,0.0,0.0
2025-01-08 00:00:00+00:00,0.056866999715566635,0.06578999757766724,0.056866999715566635,0.05919000133872032,11681,0.0,0.0
2025-01-09 00:00:00+00:00,0.05919000133872032,0.0621040016412735,0.05585600063204765,0.05585600063204765,2660,0.0,0.0
2025-01-10 00:00:00+00:00,0.05585600063204765,0.062199998646974564,0.054044000804424286,0.05527900159358978,7552,0.0,0.0
2025-01-11 00:00:00+00:00,0.05527900159358978,0.05527999997138977,0.039413001388311386,0.04908299818634987,25418,0.0,0.0
2025-01-12 00:00:00+00:00,0.04908299818634987,0.05181499943137169,0.047568999230861664,0.05108899995684624,6856,0.0,0.0
2025-01-13 00:00:00+00:00,0.05108899995684624,0.05618099868297577,0.0462069995701313,0.04920399934053421,11167,0.0,0.0
