TIMESTAMP,VIRGO_OPEN_PRICE_USD,VIRGO_HIGH_PRICE_USD,VIRGO_LOW_PRICE_USD,VIRGO_CLOSE_PRICE_USD,VIRGO_VOLUME_USD,VIRGO_DIVIDENDS_USD,VIRGO_STOCK_SPLITS_USD
2025-02-04 00:00:00+00:00,0.0009089999948628247,0.0009330000029876828,0.0008430000161752105,0.0008629999938420951,9956,0.0,0.0
2025-02-05 00:00:00+00:00,0.0008629999938420951,0.0008629999938420951,0.0007849999819882214,0.0007939999923110008,6459,0.0,0.0
2025-02-06 00:00:00+00:00,0.0007939999923110008,0.0008839999791234732,0.0007689999765716493,0.0008539999835193157,6584,0.0,0.0
2025-02-07 00:00:00+00:00,0.0008539999835193157,0.000981000019237399,0.0008539999835193157,0.0009720000089146197,12406,0.0,0.0
2025-02-08 00:00:00+00:00,0.0009720000089146197,0.0011909999884665012,0.0009720000089146197,0.0011780000058934093,11491,0.0,0.0
2025-02-09 00:00:00+00:00,0.0011780000058934093,0.0011820000363513827,0.0008720000041648746,0.0009360000258311629,18526,0.0,0.0
2025-02-10 00:00:00+00:00,0.0009360000258311629,0.0009609999833628535,0.0007450000266544521,0.0007989999721758068,18469,0.0,0.0
2025-02-11 00:00:00+00:00,0.0007989999721758068,0.0008099999977275729,0.000742000003810972,0.0007880000048317015,5079,0.0,0.0
2025-02-12 00:00:00+00:00,0.0007880000048317015,0.0007939999923110008,0.0007590000168420374,0.00076299998909235,2057,0.0,0.0
2025-02-13 00:00:00+00:00,0.00076299998909235,0.0007830000249668956,0.0007210000185295939,0.0007399999885819852,1355,0.0,0.0
2025-02-14 00:00:00+00:00,0.0007399999885819852,0.0011190000222995877,0.0006719999946653843,0.000977999996393919,37145,0.0,0.0
2025-02-15 00:00:00+00:00,0.000977999996393919,0.000977999996393919,0.0006280000088736415,0.0006409999914467335,43795,0.0,0.0
2025-02-16 00:00:00+00:00,0.0006409999914467335,0.0006849999772384763,0.0006329999887384474,0.0006730000022798777,7290,0.0,0.0
