TIMESTAMP,BABYBROCCOLI35851_OPEN_PRICE_USD,BABYBROCCOLI35851_HIGH_PRICE_USD,BABYBROCCOLI35851_LOW_PRICE_USD,BABYBROCCOLI35851_CLOSE_PRICE_USD,BABYBROCCOLI35851_VOLUME_USD,BABYBROCCOLI35851_DIVIDENDS_USD,BABYBROCCOLI35851_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0004189999890513718,0.00045900000259280205,0.0004180000105407089,0.00044999999227002263,10196,0.0,0.0
2025-04-02 00:00:00+00:00,0.00044999999227002263,0.00044999999227002263,0.00040099999750964344,0.00040099999750964344,6029,0.0,0.0
2025-04-03 00:00:00+00:00,0.00040099999750964344,0.00041099998634308577,0.0003800000122282654,0.0003859999997075647,0,0.0,0.0
2025-04-04 00:00:00+00:00,0.0003859999997075647,0.0003929999948013574,0.0003859999997075647,0.0003929999948013574,0,0.0,0.0
2025-04-05 00:00:00+00:00,0.0003929999948013574,0.0003929999948013574,0.00039000000106170774,0.00039000000106170774,0,0.0,0.0
2025-04-06 00:00:00+00:00,0.00039000000106170774,0.00039000000106170774,0.00035799999022856355,0.00035799999022856355,0,0.0,0.0
2025-04-07 00:00:00+00:00,0.00035799999022856355,0.00035799999022856355,0.00034100000630132854,0.00035099999513477087,0,0.0,0.0
2025-04-08 00:00:00+00:00,0.00035099999513477087,0.00035099999513477087,0.0003490000090096146,0.0003490000090096146,0,0.0,0.0
2025-04-09 00:00:00+00:00,0.0003490000090096146,0.0003640000068116933,0.0003420000139158219,0.0003640000068116933,0,0.0,0.0
2025-04-10 00:00:00+00:00,0.0003640000068116933,0.0003640000068116933,0.0003530000103637576,0.0003530000103637576,0,0.0,0.0
2025-04-11 00:00:00+00:00,0.0003530000103637576,0.00035700001171790063,0.0003530000103637576,0.00035700001171790063,0,0.0,0.0
2025-04-12 00:00:00+00:00,0.00035700001171790063,0.0003659999929368496,0.00035700001171790063,0.0003659999929368496,0,0.0,0.0
2025-04-13 00:00:00+00:00,0.0003659999929368496,0.0003659999929368496,0.00035799999022856355,0.00035799999022856355,0,0.0,0.0
2025-04-14 00:00:00+00:00,0.00035799999022856355,0.0003640000068116933,0.00035600000410340726,0.00035600000410340726,456,0.0,0.0
2025-04-15 00:00:00+00:00,0.00035600000410340726,0.00035799999022856355,0.0003530000103637576,0.0003530000103637576,0,0.0,0.0
2025-04-16 00:00:00+00:00,0.0003530000103637576,0.0003530000103637576,0.0003499999875202775,0.0003530000103637576,0,0.0,0.0
2025-04-17 00:00:00+00:00,0.0003530000103637576,0.00035600000410340726,0.0003530000103637576,0.00035600000410340726,0,0.0,0.0
2025-04-18 00:00:00+00:00,0.00035600000410340726,0.00035600000410340726,0.0003539999888744205,0.0003539999888744205,500,0.0,0.0
2025-04-19 00:00:00+00:00,0.0003539999888744205,0.0003539999888744205,0.0003530000103637576,0.0003530000103637576,0,0.0,0.0
2025-04-20 00:00:00+00:00,0.0003530000103637576,0.0003650000144261867,0.0003530000103637576,0.0003539999888744205,0,0.0,0.0
2025-04-21 00:00:00+00:00,0.0003539999888744205,0.00036299999919719994,0.0003539999888744205,0.0003549999964889139,1167,0.0,0.0
2025-04-22 00:00:00+00:00,0.0003549999964889139,0.00036299999919719994,0.0003549999964889139,0.00036299999919719994,0,0.0,0.0
