TIMESTAMP,CZ_OPEN_PRICE_USD,CZ_HIGH_PRICE_USD,CZ_LOW_PRICE_USD,CZ_CLOSE_PRICE_USD,CZ_VOLUME_USD,CZ_DIVIDENDS_USD,CZ_STOCK_SPLITS_USD
2024-09-27 00:00:00+00:00,2.4000000848900527e-05,3.099999958067201e-05,1.8000000636675395e-05,3.099999958067201e-05,520351,0.0,0.0
2024-09-28 00:00:00+00:00,3.099999958067201e-05,3.899999865097925e-05,2.2000000171829015e-05,2.2000000171829015e-05,173032,0.0,0.0
2024-09-29 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.4000000192027073e-05,1.4000000192027073e-05,23372,0.0,0.0
2024-09-30 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,10008,0.0,0.0
2024-10-01 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,4694,0.0,0.0
2024-10-02 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,4950,0.0,0.0
2024-10-03 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,200,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,66881,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,13620,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,2594,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,173,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,74,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,355,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,294,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,678,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,781,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,1210,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,170,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,158,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,219,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,81,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,1313,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,253,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,3560,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1361,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,2179,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,2281,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,9380,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,14176,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,943,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,150835,0.0,0.0
