TIMESTAMP,WGLMR_OPEN_PRICE_USD,WGLMR_HIGH_PRICE_USD,WGLMR_LOW_PRICE_USD,WGLMR_CLOSE_PRICE_USD,WGLMR_VOLUME_USD,WGLMR_DIVIDENDS_USD,WGLMR_STOCK_SPLITS_USD
2022-03-18 00:00:00+00:00,2.688858985900879,2.707077980041504,2.280208110809326,2.359766960144043,1131424,0.0,0.0
2022-03-19 00:00:00+00:00,2.3542020320892334,2.907443046569824,2.3542020320892334,2.8506929874420166,3663287,0.0,0.0
2022-03-20 00:00:00+00:00,2.85093092918396,3.083962917327881,2.6379148960113525,2.6834299564361572,4255829,0.0,0.0
2022-03-21 00:00:00+00:00,2.683206081390381,2.8561689853668213,2.6766669750213623,2.7530429363250732,2428450,0.0,0.0
2022-03-22 00:00:00+00:00,2.753101110458374,2.908113956451416,2.748836040496826,2.7713639736175537,1735383,0.0,0.0
2022-03-23 00:00:00+00:00,2.7713499069213867,3.0688369274139404,2.681601047515869,2.7806289196014404,1032152,0.0,0.0
2022-03-24 00:00:00+00:00,2.7805960178375244,2.9081380367279053,2.7516770362854004,2.851599931716919,1203654,0.0,0.0
2022-03-25 00:00:00+00:00,2.851325035095215,2.8848679065704346,2.744502067565918,2.747821092605591,1528799,0.0,0.0
2022-03-26 00:00:00+00:00,2.7494029998779297,2.7870309352874756,2.702054977416992,2.773524045944214,702056,0.0,0.0
2022-03-27 00:00:00+00:00,2.777343988418579,2.8656790256500244,2.741123914718628,2.845463991165161,1118904,0.0,0.0
2022-03-28 00:00:00+00:00,2.845487117767334,3.3553879261016846,2.8439269065856934,3.0568909645080566,2806862,0.0,0.0
2022-03-29 00:00:00+00:00,3.0550150871276855,3.572205066680908,3.0550150871276855,3.2940540313720703,2839271,0.0,0.0
2022-03-30 00:00:00+00:00,3.2953360080718994,3.556304931640625,3.2282519340515137,3.3051140308380127,2064334,0.0,0.0
2022-03-31 00:00:00+00:00,3.3039259910583496,3.479975938796997,3.0911269187927246,3.1252388954162598,1807796,0.0,0.0
