,XRP
OPAL,9.431303581469967e-23
UNIT,1.2027500534186235e-20
XEM,5.322907636150338e-20
DOGE,6.0718919394838346e-12
IFC,3.3194509728123545e-10
EFL,1.6538199331505534e-08
BTB,2.3134314828828166e-08
RRT,5.156376552204543e-08
LTC,3.558850619402091e-07
NETKO,5.501033172171855e-07
IBANK,1.0014267452120936e-06
USDT,1.3004846165230828e-06
GAS,1.6508580512152615e-06
KOBO,1.656858202124759e-06
CSC,2.1917250143686067e-06
GRS,2.2701588114224967e-06
ETC,2.5014760735450628e-06
LTCR,2.773012032956804e-06
IMS,8.559458311149027e-06
BTS,1.1118179100324677e-05
RBT,1.3171314627126145e-05
SC,1.4207021775575004e-05
ACES,3.107561280351779e-05
PHR,4.4899527704469564e-05
SPR,5.4950848424233586e-05
WGR,5.966290738337777e-05
ZUR,6.035222780191977e-05
ICON,6.11875934161171e-05
VIDZ,7.649094240321302e-05
SWING,8.858476023309752e-05
DCR,0.00012940738058
BCDN,0.00013521614711745
OZO,0.00019629278877035002
FRN,0.00023354778138249998
TAJ,0.00023770185697415
BAT,0.0002790520125043
QTUM,0.0002966044195095
NOBL,0.00030769558303185
MOTO,0.00037908991686410004
PPC,0.0005000256981157
ZCL,0.0005311767023487
LSK,0.0005346324732587
XLM,0.000742478291859
DGB,0.00092675016649695
SKULL,0.00100035932849805
GNO,0.00103531537832885
ZEN,0.0011666813413316
VLT,0.001266471605521
ETH,0.00142357455118465
ARK,0.00212349062587885
NAV,0.0028631771433429
CREVA,0.0033300416158805997
VTC,0.005671092654339649
KMD,0.005700895272718699
BITS,0.006184687974575
CAB,0.00648231149329675
SYS,0.00684625896643925
TRST,0.008812020389644449
XMR,0.009171624616803101
CJ,0.009301073873733901
ADZ,0.00992451977572745
ZET,0.0115163729482768
WAVES,0.01188555728519165
PZM,0.01293801527557185
XTO,0.01480073165281105
ZEC,0.0161470631096849
HUSH,0.020436787824113498
LBC,0.0210933640646132
HBD,0.024213913947631352
WBB,0.02579197899376165
VEC2,0.0259183432700624
BTC,0.027387690357699147
MONA,0.028174099961199003
START,0.029377659261978398
BLU,0.02984274559031965
XMS,0.0331863589330249
ANT,0.04085716112540165
BERN,0.04091705828976055
AE,0.04292665869817725
MAID,0.04573099215486885
FTC,0.04817429674794865
POST,0.0501828454671229
AGRS,0.05190614315616705
DASH,0.056190805417544704
GBYTE,0.057402549148743445
BLK,0.0639421174210128
STEEM,0.0641250845641624
PXI,0.06441724428897011
TECH,0.0682052180593004
XHI,0.07026267479279075
NVC,0.0776537435635439
ENT,0.0799488787736365
PIVX,0.0963468426492835
PUT,0.0998367349098476
QBC,0.1155493241135575
RLC,0.12598579465866466
PKB,0.13758544227312897
EVIL,0.14909413762782564
VERI,0.15135633836589008
JLP,0.165683013539383
COOL,0.17259515688690413
EQB,0.1738529819446426
XDN,0.20220042639115976
C2,0.204725073025357
LANA,0.21063308729662986
XPX,0.2283235602823491
EUC,0.24183141076232614
AV,0.24657233434224357
SNRG,0.2689112367814692
PLU,0.2709377428500995
XQN,0.27297937547213236
SANDG,0.27716931893879004
IOTA,0.28742598896299565
DCT,0.287540421685858
CLUB,0.2888098098954772
XPY,0.324960684854457
BCN,0.32626674380810033
ZOOM,0.327700894690482
FIRO,0.33673516693887073
AMS,0.36548765289178087
2GIVE,0.3728307078447375
RBY,0.3828410181649693
EDRC,0.40221194502608326
CKC,0.40460008082846133
ACOIN,0.4052484112271171
NMC,0.41601216878597214
CETI,0.426214830983575
ZYD,0.45354607269543684
CYT,0.4548405619984074
KIN,0.46134297955140435
LAMB,0.4739010515765107
BLAZR,0.4807746445038078
PXC,0.48281885568784766
CRW,0.48303119415512735
KURT,0.5049483660842641
NEVA,0.5097300040087941
SILK,0.5129528605350997
SIGNA,0.5243973023444375
BTCS,0.5262495539765785
FOREX,0.5573707988693117
TAB,0.5680775985840589
NXS,0.5709904646850885
ICOB,0.5822909461974694
CANN,0.5838689115606619
HVCO,0.5920946595844336
LOG,0.6295817749968161
VAL,0.6307475031712991
AMBER,0.6363353274413877
WYZ,0.6439823781538387
NXT,0.649700223058204
PTOY,0.6708489509641942
SXC,0.6732925004963851
IRL,0.6744858012211397
WINGS,0.6765665656640127
XCP,0.6868788326656308
SWT,0.6895876925123352
DEM,0.6993711541361964
NEWB,0.7013724377916193
XWC,0.7195788599761705
CF,0.7519773365909442
SLS,0.7687226313522615
MCN,0.7731537102781334
LMC,0.7767297907211086
BOLI,0.7797199368945821
SKR,0.7912620905534822
AXIOM,0.8006558910676174
MNTC,0.8017222230263414
MST,0.8104600930191972
GLC,0.8281350852042797
CARBON,0.828886804410351
XPTX,0.8415090835269246
42,0.8419356612468012
BSTY,0.8546836096809225
ADC,0.8583999970446599
DCY,0.86619702536386
ALIAS,0.8668464505892315
LUN,0.8825482403286937
MAY,0.885783993291676
LDOGE,0.8966150568504064
CLAM,0.8996137908697064
HBN,0.905924711610739
QTZ,0.9063626383598946
XPM,0.9210438390005522
PAK,0.9246462179205196
ARGUS,0.9308191876677744
XBC,0.9309223489736278
ZENI,0.9420497901904631
PIE,0.9469851526818465
DGC,0.9482977145611644
ZER,0.9485094103968654
RBIES,0.950577197396688
BS,0.9550222160285813
POT,0.958248039226942
FRC,0.9614503859601379
SIB,0.9655107452873501
IXC,0.9662272159698029
TES,0.9686112673477949
LUNC,0.9698133200865082
SWIFT,0.9740899742668105
ILC,0.9830478870960719
HMQ,0.9867778045644284
CLOAK,0.9906126645027238
BIS,0.9946393938722691
BRIT,0.9948020045170465
HNC,0.9951661189891294
XBY,0.9966886204576069
RDD,0.9971110034872361
XST,0.99730050887917
CNT,0.9982785988410092
SONG,0.998481077477108
GCC,0.9990006591939213
OK,0.9992296714477764
LOOK,0.9998811138289856
WC,0.9998924423631684
BTA,0.9999651369499787
PASC,0.9999804104348562
INF,0.9999913070830082
