TIMESTAMP,PGPT_OPEN_PRICE_USD,PGPT_HIGH_PRICE_USD,PGPT_LOW_PRICE_USD,PGPT_CLOSE_PRICE_USD,PGPT_VOLUME_USD,PGPT_DIVIDENDS_USD,PGPT_STOCK_SPLITS_USD
2024-06-11 00:00:00+00:00,1.8167959451675415,1.9848500490188599,1.5228389501571655,1.6623799800872803,1495194,0.0,0.0
2024-06-12 00:00:00+00:00,1.6623799800872803,1.8986200094223022,1.5313400030136108,1.6842750310897827,814041,0.0,0.0
2024-06-13 00:00:00+00:00,1.6842750310897827,1.8871519565582275,1.6203750371932983,1.705826997756958,617423,0.0,0.0
2024-06-14 00:00:00+00:00,1.705826997756958,1.8083950281143188,1.169785976409912,1.3261040449142456,885025,0.0,0.0
2024-06-15 00:00:00+00:00,1.3261040449142456,1.7491799592971802,1.1615550518035889,1.5430970191955566,788523,0.0,0.0
2024-06-16 00:00:00+00:00,1.5430970191955566,1.770622968673706,1.4757119417190552,1.490327000617981,762770,0.0,0.0
2024-06-17 00:00:00+00:00,1.490327000617981,1.5817539691925049,1.4216690063476562,1.4920730590820312,2046819,0.0,0.0
2024-06-18 00:00:00+00:00,1.4920730590820312,1.5502690076828003,1.0185669660568237,1.2489089965820312,3708453,0.0,0.0
2024-06-19 00:00:00+00:00,1.2489089965820312,1.2736010551452637,1.020285964012146,1.0577820539474487,1071719,0.0,0.0
2024-06-20 00:00:00+00:00,1.0577820539474487,1.1125290393829346,0.9929090142250061,1.037876009941101,1189264,0.0,0.0
2024-06-21 00:00:00+00:00,1.037876009941101,1.0507580041885376,0.9192389845848083,1.0506060123443604,1477042,0.0,0.0
2024-06-22 00:00:00+00:00,1.0506060123443604,1.1297489404678345,1.021124005317688,1.129526972770691,769184,0.0,0.0
2024-06-23 00:00:00+00:00,1.129526972770691,1.3441920280456543,1.0710489749908447,1.2867209911346436,1245654,0.0,0.0
2024-06-24 00:00:00+00:00,1.2867209911346436,1.5574790239334106,1.1426470279693604,1.2411919832229614,732674,0.0,0.0
2024-06-25 00:00:00+00:00,1.2411919832229614,1.2700560092926025,1.0823129415512085,1.1060400009155273,483649,0.0,0.0
2024-06-26 00:00:00+00:00,1.1060400009155273,1.1392240524291992,1.0496389865875244,1.1118830442428589,460736,0.0,0.0
2024-06-27 00:00:00+00:00,1.1118830442428589,1.1341919898986816,1.001613974571228,1.0473040342330933,491991,0.0,0.0
