,ETH,Lag
DCR,9.524372379508715e-14,6
QTUM,1.4446969643566404e-09,24
BAT,8.826923313968707e-09,6
LTC,1.4302492297103388e-08,21
BTC,2.4719449225606983e-08,21
IOTA,1.6773901285725318e-07,26
DOGE,1.879300152053368e-06,30
DASH,1.258762449291743e-05,6
ZEC,1.8246929212499037e-05,2
XLM,1.960164604159941e-05,28
ETC,0.0011875295225829,24
XRP,0.0012403748209686,21
USDT,0.0041827292409759,24
XMR,0.0099576400252902,23
GNO,0.0131920289392908,6
