TIMESTAMP,GOP_OPEN_PRICE_USD,GOP_HIGH_PRICE_USD,GOP_LOW_PRICE_USD,GOP_CLOSE_PRICE_USD,GOP_VOLUME_USD,GOP_DIVIDENDS_USD,GOP_STOCK_SPLITS_USD
2024-07-17 00:00:00+00:00,0.00023200000578071922,0.0002789999998640269,2.9000000722589903e-05,3.600000127335079e-05,4533768,0.0,0.0
2024-07-18 00:00:00+00:00,3.5000000934815034e-05,0.0003659999929368496,3.5000000934815034e-05,5.400000009103678e-05,2842727,0.0,0.0
2024-07-19 00:00:00+00:00,5.400000009103678e-05,7.699999696342275e-05,1.5999999959603883e-05,3.600000127335079e-05,346880,0.0,0.0
2024-07-20 00:00:00+00:00,3.600000127335079e-05,8.199999865610152e-05,3.199999991920777e-05,4.8999998398358e-05,146054,0.0,0.0
2024-07-21 00:00:00+00:00,4.8999998398358e-05,0.00014600000577047467,4.8000001697801054e-05,7.400000322377309e-05,195696,0.0,0.0
2024-07-22 00:00:00+00:00,7.500000356230885e-05,7.699999696342275e-05,4.099999932805076e-05,4.099999932805076e-05,89710,0.0,0.0
2024-07-23 00:00:00+00:00,4.099999932805076e-05,0.00010099999781232327,4.099999932805076e-05,4.70000013592653e-05,137793,0.0,0.0
2024-07-24 00:00:00+00:00,4.70000013592653e-05,8.199999865610152e-05,4.5000000682193786e-05,5.6000000768108293e-05,107343,0.0,0.0
2024-07-25 00:00:00+00:00,5.6000000768108293e-05,5.999999848427251e-05,4.8000001697801054e-05,4.8999998398358e-05,24326,0.0,0.0
2024-07-26 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,4.70000013592653e-05,4.999999873689376e-05,12514,0.0,0.0
2024-07-27 00:00:00+00:00,4.999999873689376e-05,6.900000153109431e-05,4.8999998398358e-05,5.500000042957254e-05,37298,0.0,0.0
2024-07-28 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.70000013592653e-05,4.8999998398358e-05,14468,0.0,0.0
2024-07-29 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.3000000005122274e-05,4.3000000005122274e-05,12762,0.0,0.0
2024-07-30 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,3.199999991920777e-05,3.199999991920777e-05,7742,0.0,0.0
2024-07-31 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,2.9999999242136255e-05,3.400000059627928e-05,7844,0.0,0.0
2024-08-01 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,2.099999983329326e-05,2.2000000171829015e-05,13281,0.0,0.0
2024-08-02 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,2.2000000171829015e-05,4284,0.0,0.0
2024-08-03 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.099999983329326e-05,2.099999983329326e-05,2074,0.0,0.0
2024-08-04 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.8999999156221747e-05,4271,0.0,0.0
2024-08-05 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.5999999959603883e-05,62,0.0,0.0
2024-08-06 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,673,0.0,0.0
2024-08-07 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.5999999959603883e-05,2755,0.0,0.0
2024-08-08 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8999999156221747e-05,1355,0.0,0.0
2024-08-09 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,382,0.0,0.0
2024-08-10 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.2000000171829015e-05,5134,0.0,0.0
2024-08-11 00:00:00+00:00,2.2000000171829015e-05,4.5000000682193786e-05,2.099999983329326e-05,2.9000000722589903e-05,35049,0.0,0.0
2024-08-12 00:00:00+00:00,2.9000000722589903e-05,4.199999966658652e-05,2.5999999706982635e-05,4.199999966658652e-05,12722,0.0,0.0
2024-08-13 00:00:00+00:00,4.199999966658652e-05,4.8000001697801054e-05,3.9999998989515007e-05,4.400000034365803e-05,8706,0.0,0.0
2024-08-14 00:00:00+00:00,4.400000034365803e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.3000000005122274e-05,6070,0.0,0.0
2024-08-15 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,3.300000025774352e-05,3.300000025774352e-05,7462,0.0,0.0
2024-08-16 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,891,0.0,0.0
2024-08-17 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,1092,0.0,0.0
2024-08-18 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.8000000384054147e-05,1950,0.0,0.0
2024-08-19 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.300000051036477e-05,2.4000000848900527e-05,3305,0.0,0.0
2024-08-20 00:00:00+00:00,2.4000000848900527e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.700000004551839e-05,3695,0.0,0.0
2024-08-21 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,764,0.0,0.0
