TIMESTAMP,AIRENE_OPEN_PRICE_USD,AIRENE_HIGH_PRICE_USD,AIRENE_LOW_PRICE_USD,AIRENE_CLOSE_PRICE_USD,AIRENE_VOLUME_USD,AIRENE_DIVIDENDS_USD,AIRENE_STOCK_SPLITS_USD
2025-02-28 00:00:00+00:00,0.0015950000379234552,0.0018080000299960375,0.0015089999651536345,0.0017770000267773867,28316,0.0,0.0
2025-03-01 00:00:00+00:00,0.0017770000267773867,0.0018179999897256494,0.0016400000313296914,0.0016400000313296914,6486,0.0,0.0
2025-03-02 00:00:00+00:00,0.0016400000313296914,0.001829999964684248,0.0015559999737888575,0.0018240000354126096,7629,0.0,0.0
2025-03-03 00:00:00+00:00,0.0018240000354126096,0.0018240000354126096,0.0014959999825805426,0.0014959999825805426,1632,0.0,0.0
2025-03-04 00:00:00+00:00,0.0014959999825805426,0.0014959999825805426,0.0012400000123307109,0.0013249999610707164,0,0.0,0.0
2025-03-05 00:00:00+00:00,0.0013249999610707164,0.0013539999490603805,0.0012880000285804272,0.0013020000187680125,700,0.0,0.0
2025-03-06 00:00:00+00:00,0.0013020000187680125,0.0013040000339969993,0.0011909999884665012,0.0012039999710395932,0,0.0,0.0
2025-03-07 00:00:00+00:00,0.0012039999710395932,0.0012049999786540866,0.0010809999657794833,0.0010809999657794833,534,0.0,0.0
2025-03-08 00:00:00+00:00,0.0010809999657794833,0.0010999999940395355,0.0010550000006332994,0.0010580000234767795,0,0.0,0.0
2025-03-09 00:00:00+00:00,0.0010580000234767795,0.001075000036507845,0.0009449999779462814,0.0009510000236332417,0,0.0,0.0
2025-03-10 00:00:00+00:00,0.0009510000236332417,0.0009759999811649323,0.0008200000156648457,0.0008200000156648457,3921,0.0,0.0
2025-03-11 00:00:00+00:00,0.0008200000156648457,0.0008200000156648457,0.0007869999972172081,0.000818000000435859,0,0.0,0.0
2025-03-12 00:00:00+00:00,0.000818000000435859,0.0008590000215917826,0.0008169999928213656,0.0008500000112690032,74,0.0,0.0
