TIMESTAMP,PEE35588_OPEN_PRICE_USD,PEE35588_HIGH_PRICE_USD,PEE35588_LOW_PRICE_USD,PEE35588_CLOSE_PRICE_USD,PEE35588_VOLUME_USD,PEE35588_DIVIDENDS_USD,PEE35588_STOCK_SPLITS_USD
2025-03-21 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,5.500000042957254e-05,6.399999983841553e-05,1269,0.0,0.0
2025-03-22 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,6.299999949987978e-05,6.399999983841553e-05,11,0.0,0.0
2025-03-23 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,6.399999983841553e-05,6.399999983841553e-05,11,0.0,0.0
2025-03-24 00:00:00+00:00,6.399999983841553e-05,7.100000220816582e-05,6.399999983841553e-05,6.900000153109431e-05,11,0.0,0.0
2025-03-25 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,6.299999949987978e-05,6.299999949987978e-05,11,0.0,0.0
2025-03-26 00:00:00+00:00,6.299999949987978e-05,6.70000008540228e-05,6.199999916134402e-05,6.299999949987978e-05,201,0.0,0.0
2025-03-27 00:00:00+00:00,6.299999949987978e-05,6.299999949987978e-05,5.900000178371556e-05,5.900000178371556e-05,201,0.0,0.0
2025-03-28 00:00:00+00:00,5.900000178371556e-05,5.999999848427251e-05,5.900000178371556e-05,5.900000178371556e-05,201,0.0,0.0
2025-03-29 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.700000110664405e-05,5.700000110664405e-05,201,0.0,0.0
2025-03-30 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,5.700000110664405e-05,5.900000178371556e-05,201,0.0,0.0
2025-03-31 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.199999941396527e-05,5.500000042957254e-05,201,0.0,0.0
2025-04-01 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,5.400000009103678e-05,5.8000001445179805e-05,201,0.0,0.0
2025-04-02 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.8000001445179805e-05,5.8000001445179805e-05,201,0.0,0.0
2025-04-03 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.8000001445179805e-05,5.900000178371556e-05,201,0.0,0.0
2025-04-04 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.500000042957254e-05,5.500000042957254e-05,201,0.0,0.0
2025-04-05 00:00:00+00:00,5.500000042957254e-05,5.900000178371556e-05,5.500000042957254e-05,5.900000178371556e-05,201,0.0,0.0
2025-04-06 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.900000178371556e-05,5.900000178371556e-05,10,0.0,0.0
2025-04-07 00:00:00+00:00,5.900000178371556e-05,0.00010800000018207356,3.7999998312443495e-05,4.099999932805076e-05,981,0.0,0.0
2025-04-08 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,7.000000096013537e-06,9.999999747378752e-06,6970,0.0,0.0
2025-04-09 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,7.999999979801942e-06,1.2999999853491317e-05,385,0.0,0.0
2025-04-10 00:00:00+00:00,1.2999999853491317e-05,2.4000000848900527e-05,1.2999999853491317e-05,1.9999999494757503e-05,384,0.0,0.0
2025-04-11 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.9999999494757503e-05,385,0.0,0.0
2025-04-12 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.2000000424450263e-05,1.2000000424450263e-05,1801,0.0,0.0
2025-04-13 00:00:00+00:00,1.2000000424450263e-05,1.9999999494757503e-05,1.2000000424450263e-05,1.4999999621068127e-05,385,0.0,0.0
2025-04-14 00:00:00+00:00,1.4999999621068127e-05,2.499999936844688e-05,1.4999999621068127e-05,2.499999936844688e-05,385,0.0,0.0
2025-04-15 00:00:00+00:00,2.499999936844688e-05,3.5000000934815034e-05,2.499999936844688e-05,3.300000025774352e-05,385,0.0,0.0
2025-04-16 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,2.300000051036477e-05,2.4000000848900527e-05,385,0.0,0.0
2025-04-17 00:00:00+00:00,2.4000000848900527e-05,3.7999998312443495e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,1.700000029813964e-05,3.7999998312443495e-05,1.700000029813964e-05,3.7999998312443495e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,2.099999983329326e-05,2.099999983329326e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,2.099999983329326e-05,3.7999998312443495e-05,2.099999983329326e-05,3.7999998312443495e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,2.4000000848900527e-05,2.4000000848900527e-05,0,0.0,0.0
