Lag,BTC,DOGE,ETH,LTC,MIOTA,USDT,XEM,XLM,XMR
1,0.003661484160660973,0.8749137493799817,0.07736454114251028,0.057241548179040515,0.0006285178833510269,0.8936575447145425,0.003564828663109994,0.14772024129663927,0.0074057848014318466
2,0.01058851921499346,5.964230320003767e-11,0.06740387447674105,0.0007054003289177,0.0035551168670938716,0.1787437612513361,0.007033896218531515,0.3951614918171306,0.020034651534618864
3,0.019008797877867113,3.5129390005486036e-10,0.10801002418794335,0.00028412251778941333,0.008564195386777664,0.2344755857147658,0.002874141776345348,0.16908538559375558,0.026957858999795567
4,0.028507141389774348,1.2281882906494788e-10,0.11173065962829024,0.00010416622152687493,0.004610965397565655,0.32969452761870016,3.0798316521647274e-07,0.12859927983735894,0.046568889783324956
5,0.05782829322747493,5.402675443354321e-10,0.1153787737521986,0.00018270220355811684,0.003220715847829633,0.29880548769246357,5.75016732449666e-07,0.17616371701523129,0.009347078849650584
6,0.0638431091262201,1.7603636450229651e-09,0.21370605163950965,0.0004311994340559094,0.000988914168417682,0.16441205533286926,1.1731896071126175e-15,0.31696651579606944,0.02401809683891467
7,0.08824043990005241,2.7707685353856276e-09,0.013660576481862585,2.2235264136410928e-05,0.0005170523719799107,0.01301735579298694,1.2124998518340543e-17,0.073801954295772,0.016387579929161636
8,0.15491956206054258,3.336406576578859e-09,0.023567965574017673,8.656175897563836e-06,0.0002469942222297232,0.016860972567333404,4.107449688472114e-18,0.13795687004708043,0.031360431627337246
9,0.07391693883515212,2.3611473729601017e-09,0.016437829920712355,1.8115930593025926e-05,0.00029294939884251514,0.013357450369119188,6.124006723493703e-18,0.1546611669285888,0.02516995669571244
10,0.07641025882643557,4.44559093430241e-09,8.636133243542319e-05,1.3870316398031599e-05,7.395986696419078e-08,0.021082007742229646,1.2807167756798125e-19,0.2586926188352829,0.029893182997828577
11,0.08086940176844667,5.581626033040412e-10,8.290602567198534e-05,1.9175529933035583e-05,1.3874006171356178e-07,0.0036912251701262987,5.097739790565813e-19,0.31856758934657253,0.010766425288142341
12,0.06879364967115098,1.0401577164820697e-09,9.464848123270812e-05,1.6227878111295952e-05,6.842488605124144e-07,0.005089470038367153,2.3519376571335053e-18,0.2541747078290264,0.01399354291475609
13,0.039291267733634797,5.895176097289504e-10,0.00010553638376244756,2.5259675923622723e-05,5.546305934573175e-07,0.008494594410633058,3.956307442493153e-19,0.13074851286171973,0.004492421716145909
14,0.05306918874583112,7.993939628839067e-10,0.00014705925960635042,4.673386304113732e-05,3.7456189969824864e-07,0.003530024368134908,8.473603886169299e-19,0.1187756942155381,0.0056689107861948385
15,0.03527978740997181,3.190077073713036e-10,0.0002933363469536291,5.3295713751187016e-05,5.557601673269708e-07,0.0030643777021643103,3.9324216091851935e-18,0.12485456842301514,0.015679704287970407
16,0.04018077509381796,8.735997478241841e-10,0.0005008712742638943,5.816933591853474e-05,9.70031378094817e-09,0.005462497777542133,2.5395568103681423e-17,0.008668367105528266,0.007856864207466221
17,0.013995041432251559,3.3096089807192667e-09,0.000375170128196739,1.8270967118369421e-06,2.100940672562459e-09,0.006274258475266997,1.2963071157102377e-17,0.007421941475185851,0.006326962690794734
18,0.005212710257808273,3.13500096772803e-09,0.0008190369736759196,2.9800379975456505e-06,1.4058788093515493e-09,0.007276742183842536,1.9221014444663228e-17,0.004880044772793203,0.007675452207533661
19,0.006589687382111231,5.509849567830182e-09,0.0010486103419630878,5.197743334980839e-06,1.0658841204451706e-09,0.008991907522195398,2.854156830046807e-17,0.0077190737669726684,0.002974561422109767
