Lag,BTC,DOGE,ETH,LTC,MIOTA,USDT,XEM,XLM,XMR
1,0.045655642670503156,0.00018079000037878317,0.004839569572192266,0.0009497484747873571,0.5786162336223357,0.0001554826987650691,0.05521140245570381,0.014686206467424665,0.0881790481240408
2,0.019643874359470986,6.047732449995004e-07,0.020405612530470525,0.003721294300049799,0.8295616331557437,0.00040396720899090843,0.01229548414298591,0.03288348665106336,0.031341349117431264
3,0.0019378536808992931,2.4573410464639443e-06,0.0012005162048664452,7.956630687174566e-09,0.7897987696921457,3.971330804209199e-05,0.0009583373863303453,0.0705371585142258,0.01895818290221582
4,0.0027867571182699628,2.1762096296021532e-08,0.002688625833438867,1.7573281287215616e-08,0.8894031353871916,0.00012668694722622493,1.8974885575082563e-08,0.12991415102859363,0.0010539230653283955
5,0.006085572371101433,4.048971826680082e-09,0.006340971023154626,4.209456408114445e-08,0.9337218659809097,0.000380299205634645,5.786352370596732e-08,0.1456591732189389,0.00200666246469598
6,0.003715914881174216,2.3439835178938885e-09,0.0012720019744047078,1.0557222484223238e-07,0.9727120982516988,0.000695884476857009,5.40626052755108e-11,0.1839028409687543,0.003975683201507922
7,0.004727699737101981,1.148127989622623e-08,0.002955830793037892,2.6711822412015707e-07,0.9487812397931866,0.0014109947261906589,1.0667553198807508e-12,0.2145230015880394,0.006392002238838828
8,0.0116472103776312,1.841019479253521e-08,0.0066241221141818095,1.1836003835775358e-08,0.18225693398011247,0.0005525727698954882,1.6681914908860134e-12,0.24823589349049663,0.003885392119200905
9,0.0025996151171529865,1.731442864400268e-08,0.005181680289064844,2.230469828202609e-08,0.17010296319748824,0.0006159698869793814,3.0801873599890267e-12,0.294788358481109,0.0006692538639762772
10,0.003099512707151819,2.369879670511942e-08,0.0003763939884703527,1.5136818396022955e-08,0.020143923815182894,0.0014861778042125208,2.6912968811781528e-14,0.4179920539446999,0.0010866017129365344
11,0.004566216047556985,5.991398252957398e-08,0.0006068316439838173,2.4114356063753342e-08,0.01806585274100148,0.0028428548446929876,1.0390011588811944e-13,0.4018863392923692,0.002492157166354845
12,0.008088487111132064,1.3300413399889839e-08,0.0005750482359677837,3.6474573488246216e-08,0.014453744194566754,0.0040947903094372224,4.758126881368661e-13,0.4604966861310391,0.003544760612307501
13,0.010727948190008506,5.969716501591774e-09,0.0004157137118896705,6.068784022554127e-08,0.024531372778830666,0.004363589418600866,2.843447758981114e-16,0.40835690620466925,0.004168956743041927
14,0.014094985858645902,3.4717289709656516e-09,0.00039602676214392187,5.494311012042451e-08,0.024819501747582098,0.009382789485763043,2.7358975626358494e-16,0.4003873834189106,0.005468272481197625
15,0.01609929738421804,4.633580134508348e-09,0.0005878242839263971,2.5359585409131045e-08,0.018625879795177762,0.013651734138642879,7.113210332803826e-16,0.07365254496426207,0.004968976222132449
16,0.007552783598806489,1.2111453618440763e-08,0.00015961449739867794,5.396048718415189e-08,0.0049905345367340604,0.014362671250709991,3.8171638529734976e-15,0.015928617389667072,0.0014439195992514726
17,0.010546366936304116,2.5736695724695373e-08,0.0002875797845526925,2.523927117251093e-08,0.0009582024727916962,0.00827447017561981,1.0030955274498212e-14,0.013100636350699217,0.002264930152826546
18,0.0010386222724208262,6.220955196558128e-08,0.00029183779059988214,1.2621147595751093e-08,0.0013673669707364305,0.004566963219624232,5.336930691686396e-15,0.014691844410429415,0.0038677887968411365
19,0.0017208423214377369,8.749412695889524e-08,0.00033669679996816765,1.9928845827135058e-08,0.0022124882345382806,0.0037483543863202815,8.2303248686442e-15,0.017462826645103867,0.005590876852981962
20,0.0009477514952194024,1.1595518965650691e-07,0.0010799450155835537,6.254439260559683e-08,0.0013624516531143772,0.0077576257088020194,2.6928821998238473e-14,0.0350183665131032,0.005887541192305024
21,0.0008547996369650221,2.2379602524369393e-07,0.0014845079922260619,9.413191813674593e-08,0.0024230552757212504,0.009872043525443155,9.277809511687209e-15,0.017926219430911723,0.006463985098239932
22,0.000541911835535988,4.100526388182237e-07,0.0028621925522323106,1.083691580206932e-07,0.004174915979696143,0.004711302189150995,2.6062629448746055e-14,0.02266047265135735,0.0023175037302522686
23,0.00011327176672728226,7.500101999612481e-07,0.0011740343990821764,1.302505863964688e-07,7.634909061454347e-05,0.003351367895445586,3.106209129767317e-16,0.0035709095481007494,0.0015968015828001128
24,0.00022038504527797915,1.0532449873192848e-06,0.001669959438191226,4.4719277608737995e-07,5.9617846037984064e-05,0.005875997492135461,5.728949094016376e-16,0.001536107509371345,0.0025085347017857083
25,0.00021425773301777948,1.1051502863499172e-06,0.0024425420202919094,7.188019489188337e-07,1.8713427098681148e-05,0.007802790439601038,6.883781488247414e-16,0.002154860678006955,0.003082415636251555
26,0.00030528308693809485,2.0580245674601594e-06,0.002785952482903594,4.288980108728831e-08,3.2437125497974155e-06,0.004836808247887924,1.7127775843913357e-18,0.002020753011594212,0.004042666316745822
27,2.1399219143551795e-05,9.589227997854787e-07,0.0009048283424476839,2.040150182525642e-08,1.6956960397185406e-06,0.0008397322064426268,4.300645974071479e-18,0.001297322406906012,0.004811706953699538
28,1.963803442413848e-05,7.798101081854591e-07,0.0016163138530457285,3.6304712641196305e-08,2.289732687493434e-06,0.0005743506270455898,2.4377778343450857e-18,0.0020687716321231516,0.0030584018322149767
29,4.234019268060653e-05,4.149234593891293e-07,0.0020714355664181168,6.407304676365373e-08,3.010227446344534e-07,1.8349179206172054e-05,2.926936740325306e-18,0.0009285485660645148,0.003388313289637481
30,2.9521252352734464e-05,2.3057906448416317e-07,0.002190931913311228,1.2091872725810734e-07,8.346609614279834e-07,2.5359199762321572e-05,6.217325664132928e-18,0.0013119580971666343,0.004606761621342844
