TIMESTAMP,WAG_OPEN_PRICE_USD,WAG_HIGH_PRICE_USD,WAG_LOW_PRICE_USD,WAG_CLOSE_PRICE_USD,WAG_VOLUME_USD,WAG_DIVIDENDS_USD,WAG_STOCK_SPLITS_USD
2021-09-07 00:00:00+00:00,0.0,0.45476600527763367,0.0,0.34838399291038513,2424811,0.0,0.0
2021-09-08 00:00:00+00:00,0.34870201349258423,1.0074529647827148,0.34772399067878723,0.8752189874649048,4723965,0.0,0.0
2021-09-09 00:00:00+00:00,1.0180469751358032,1.0210609436035156,0.0,0.6071109771728516,2930455,0.0,0.0
2021-09-10 00:00:00+00:00,0.6070700287818909,1.0179380178451538,0.5187739729881287,0.5268059968948364,1275288,0.0,0.0
2021-09-11 00:00:00+00:00,0.5268790125846863,0.5321459770202637,0.07808399945497513,0.09137099981307983,607307,0.0,0.0
2021-09-12 00:00:00+00:00,0.09129700064659119,0.5275499820709229,0.052772000432014465,0.521947979927063,360724,0.0,0.0
2021-09-13 00:00:00+00:00,0.5218610167503357,0.7895339727401733,0.5098400115966797,0.7886300086975098,563639,0.0,0.0
2021-09-14 00:00:00+00:00,0.7886589765548706,0.9632480144500732,0.6488810181617737,0.6867020130157471,847555,0.0,0.0
2021-09-15 00:00:00+00:00,0.6868870258331299,0.7211220264434814,0.6589170098304749,0.6731060147285461,526268,0.0,0.0
2021-09-16 00:00:00+00:00,0.6733300089836121,0.6865659952163696,0.5521990060806274,0.5637400150299072,289880,0.0,0.0
2021-09-17 00:00:00+00:00,0.5633100271224976,0.5721420049667358,0.5228000283241272,0.5494790077209473,231734,0.0,0.0
2021-09-18 00:00:00+00:00,0.5498290061950684,0.5685870051383972,0.5414699912071228,0.5563939809799194,183631,0.0,0.0
2021-09-19 00:00:00+00:00,0.5566570162773132,0.560994029045105,0.5190179944038391,0.5204169750213623,197523,0.0,0.0
2021-09-20 00:00:00+00:00,0.5204449892044067,0.5212870240211487,0.44115498661994934,0.443807989358902,207172,0.0,0.0
2021-09-21 00:00:00+00:00,0.4434030055999756,0.4763210117816925,0.42090699076652527,0.4258979856967926,203225,0.0,0.0
2021-09-22 00:00:00+00:00,0.42582499980926514,0.6284509897232056,0.42582499980926514,0.6059569716453552,306911,0.0,0.0
2021-09-23 00:00:00+00:00,0.6056600213050842,0.6579959988594055,0.5772380232810974,0.6386989951133728,324281,0.0,0.0
2021-09-24 00:00:00+00:00,0.6387709975242615,0.6403459906578064,0.5445830225944519,0.5738880038261414,189156,0.0,0.0
2021-09-25 00:00:00+00:00,0.5740839838981628,0.8103619813919067,0.5682809948921204,0.6976739764213562,322025,0.0,0.0
2021-09-26 00:00:00+00:00,0.6975409984588623,0.7163079977035522,0.6555089950561523,0.6923570036888123,187408,0.0,0.0
2021-09-27 00:00:00+00:00,0.6919569969177246,0.7171540260314941,0.6096000075340271,0.6096000075340271,160139,0.0,0.0
2021-09-28 00:00:00+00:00,0.6096469759941101,0.6409469842910767,0.5861309766769409,0.632686972618103,136048,0.0,0.0
2021-09-29 00:00:00+00:00,0.6318830251693726,0.7289299964904785,0.6194279789924622,0.6258000135421753,146201,0.0,0.0
2021-09-30 00:00:00+00:00,0.6250920295715332,0.6686620116233826,0.611178994178772,0.6399170160293579,201988,0.0,0.0
2021-10-01 00:00:00+00:00,0.6399250030517578,0.7368069887161255,0.6355850100517273,0.6830400228500366,203793,0.0,0.0
2021-10-02 00:00:00+00:00,0.683089017868042,0.7003800272941589,0.6700469851493835,0.6726329922676086,110015,0.0,0.0
2021-10-03 00:00:00+00:00,0.6716539859771729,0.6832709908485413,0.6589249968528748,0.6656169891357422,99268,0.0,0.0
2021-10-04 00:00:00+00:00,0.6659129858016968,0.6659129858016968,0.6399520039558411,0.6549659967422485,94816,0.0,0.0
2021-10-05 00:00:00+00:00,0.6551290154457092,0.6573989987373352,0.5955870151519775,0.6147980093955994,161554,0.0,0.0
2021-10-06 00:00:00+00:00,0.6137610077857971,0.6144880056381226,0.5254470109939575,0.5515419840812683,196077,0.0,0.0
2021-10-07 00:00:00+00:00,0.5518739819526672,0.5518739819526672,0.21806299686431885,0.26482099294662476,1206154,0.0,0.0
2021-10-08 00:00:00+00:00,0.2644970118999481,0.28926199674606323,0.2378149926662445,0.25679901242256165,1302696,0.0,0.0
2021-10-09 00:00:00+00:00,0.25671300292015076,0.3611159920692444,0.2526000142097473,0.276762992143631,751815,0.0,0.0
2021-10-10 00:00:00+00:00,0.2764489948749542,0.34495601058006287,0.2553589940071106,0.2555510103702545,509177,0.0,0.0
2021-10-11 00:00:00+00:00,0.25531598925590515,0.30667299032211304,0.2471809983253479,0.25095099210739136,457200,0.0,0.0
2021-10-12 00:00:00+00:00,0.25078800320625305,0.2546580135822296,0.21812500059604645,0.23829500377178192,423760,0.0,0.0
2021-10-13 00:00:00+00:00,0.23838700354099274,0.3314230144023895,0.23600000143051147,0.3151949942111969,699450,0.0,0.0
2021-10-14 00:00:00+00:00,0.31540098786354065,0.32848501205444336,0.3076789975166321,0.313836008310318,680255,0.0,0.0
