,MSE,RMSE,MAE,MAPE,R2
0,1246.1196142137344,35.300419462291586,27.489445393120008,0.12135566514688118,-0.6437944913245883
1,326.3437972909622,18.064988161938057,14.646031730193547,0.068464347238058,-0.5344439200727753
2,653.6273458304834,25.56613670131808,19.930204015612905,0.0704135427465794,-0.14161806378881048
3,1027.3396283506984,32.0521392164501,25.082264650800003,0.09912813270180218,-0.4399730383063163
4,364.2933574616646,19.08647053443,15.581232113290325,0.0575799463228157,-2.976754153332586
5,284.9818083041768,16.881404216005752,13.264220139466666,0.05371327201592393,0.0005639771311356512
6,452.030408068671,21.261006751061228,17.300789755741942,0.08475820838228933,-0.7749546196945405
7,1259.6459285476753,35.49149093159761,29.661647622709676,0.16315002962086037,-0.21231364632933514
8,367.27892671925713,19.164522606087978,14.463298874000003,0.08713409349527591,-1.1251789377606376
9,312.9664414235455,17.69085756608609,15.3127093064516,0.08107273433299561,-0.008342069330375956
10,569.2763995126095,23.85951381551203,17.464089056533336,0.07290619689959571,-0.6676244951712285
11,1099.6779065794392,33.16139180703125,25.20884208103226,0.1495599599677732,-1.0225800442560908
Mean,663.6317968585765,24.79836181415082,19.617064561579358,0.09243634407257088,-0.7122511251863458
