TIMESTAMP,LOBSTER_OPEN_PRICE_USD,LOBSTER_HIGH_PRICE_USD,LOBSTER_LOW_PRICE_USD,LOBSTER_CLOSE_PRICE_USD,LOBSTER_VOLUME_USD,LOBSTER_DIVIDENDS_USD,LOBSTER_STOCK_SPLITS_USD
2024-10-28 00:00:00+00:00,,,,0.0,974,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,170,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,373,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,433,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,464,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,354,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,365,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,275,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,492,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,1502,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,2181,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,4151,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,705,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,1093,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,1211,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,11503,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,3654,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,10412,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,10942,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,13174,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,2106,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,10698,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,23220,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,97387,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,76175,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,52117,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,10878,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,5227,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,9555,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,21890,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,47613,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,26359,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,79559,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,125464,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,33761,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,27266,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,15717,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,11432,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,8978,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,7741,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,6157,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,10062,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,5470,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,3081,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,2645,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,10386,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,5906,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,4831,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,5001,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,16573,0.0,0.0
