TIMESTAMP,LOBSTER_OPEN_PRICE_USD,LOBSTER_HIGH_PRICE_USD,LOBSTER_LOW_PRICE_USD,LOBSTER_CLOSE_PRICE_USD,LOBSTER_VOLUME_USD,LOBSTER_DIVIDENDS_USD,LOBSTER_STOCK_SPLITS_USD
2024-12-21 00:00:00+00:00,,,,0.0,3125,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,2576,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1521,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,903,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,1248,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,1468,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,167,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,7316,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,220,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,11694,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,2254,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,1772,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2141,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1824,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,3204,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,3019,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1119,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,886,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,104,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,654,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,99,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1369,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,189,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1451,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,3344,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,1967,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,973,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,1418,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,1171,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,2890,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,1100,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,692,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1156,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,578,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,169,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,338,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,1529,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,498,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,629,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1512,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1935,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,282,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,852,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,463,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,4493,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,349,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,1237,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,99,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,365,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,480,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,1333,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,170,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,482,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,418,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,492,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,976,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,284,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,112,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,126,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,211,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,508,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,310,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,281,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,88,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,558,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,3675,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,694,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,229,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,155,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,155,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,223,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,143,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,5531,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,5258,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,477,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,2126,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-06-01 00:00:00+00:00,3.1621738560971835e-10,3.1621738560971835e-10,2.2527613108280775e-10,2.6423377375017765e-10,4328,0.0,0.0
