Lag,BTC,DOGE,LTC,MIOTA,USDT,XEM,XLM,XMR,XRP
1,0.4893627275124929,0.21392765441381453,0.4509979096372042,0.3246730001285868,0.017534676187449756,0.31341161746416196,0.5222715779586111,0.27722913330785615,0.23938284493501774
2,0.6263385443755802,0.34587849880245763,0.539353024571371,0.23259827984756432,0.013229161221715264,0.11480125298990779,0.5580228890480308,0.28244301784344045,0.35253484966658943
3,0.6745322915278621,0.4052318068173376,0.49372449531471785,0.35356465381492086,0.02910279570056784,0.048358616736904024,0.39338989882178854,0.3234442414640713,0.29636120697400997
4,0.6925683240654126,0.20099782579630798,0.3288852018581244,0.17143448680423218,0.05794698520258962,0.022418150424468587,0.4337735231515126,0.287099117207527,0.2557380941940874
5,0.4009165387215119,0.08973337539692716,0.3510425021374046,0.13496108339750734,0.07914416064356478,0.033149645222160545,0.4745210499017958,0.3022403553133438,0.3271603181475291
6,0.3994863382136739,0.1008938392659682,0.25878214773477815,0.09385140567038391,0.11561894656891558,0.04650768212181566,0.4354326150192489,0.25405494020104247,0.41357636336375425
7,0.33696447234314986,0.1505746858227481,0.2994076991923773,0.0633801283401905,0.15731769881202573,0.0324271160254799,0.47625587372576395,0.24025954339154623,0.391859687589615
8,0.3964237173960565,0.18718526577255473,0.27369311349678477,0.07097043676984834,0.24400087740698884,0.046319082102520295,0.5027821491276372,0.22944974102757393,0.2521871963361204
9,0.3459808877924997,0.1781153985120866,0.17392154539161653,0.06595919952430489,0.24905725831165734,0.05488467989500384,0.30779212240612797,0.2120787525885991,0.05810953226595764
10,0.35521001511034156,0.23081054245558752,0.09905256517571773,0.06908285915646029,0.23326884853956215,0.04447204281725953,0.4003316608573534,0.21156053082713197,0.10750109910883518
11,0.37390809719910784,0.14511947034776584,0.0735971191388192,0.06689506135458433,0.09129265794496542,0.0522148189942918,0.49377660123469314,0.1370167188479778,0.13892056987043502
12,0.36302768335978053,0.17132730612699137,0.09409337518700572,0.10512587916836985,0.0768818106594946,0.05572480771057415,0.5193497401475995,0.12216661545725108,0.13748283236888298
13,0.3626245359258829,0.17969284317090775,0.0821139682509377,0.12494951139383051,0.05656472203823796,0.00738701709336264,0.3851815950161136,0.1605784986340821,0.13955007862649504
14,0.3452661448623525,0.17166091330378655,0.07394445798326983,0.13223473417654505,0.04407801898804335,0.0062874147145421215,0.446452231174425,0.095500336008732,0.1671369767045213
15,0.37612682840703415,0.21799471283382468,0.0934421845614237,0.12358919526082182,0.07120581718726805,0.006696907590421789,0.4678647403250349,0.10015499080014001,0.1981752469150429
16,0.42351949760257135,0.2510717513369396,0.08412734359486987,0.06661428007838541,0.061129864252242344,0.00650587785447382,0.5018397148909906,0.1039749110592067,0.20682971012869136
17,0.23329726892588062,0.19899023592521298,0.037545810658359366,0.06593252252032296,0.07952262870039564,0.004676330077821167,0.5459001728818983,0.1262470387178112,0.14847195940243893
18,0.1706592268256943,0.22789170183331947,0.046009186700762164,0.06060769734561367,0.09427762579484572,0.006568322261118357,0.5776910228698356,0.14863890455964035,0.08993583950606604
19,0.16585148029496027,0.2677158021074694,0.04058951616653847,0.07152169611237,0.11636423326886178,0.008523683702995166,0.6281110288753617,0.09385881791812176,0.07355718609593902
20,0.17239857392241018,0.10409896838376176,0.0312088639581805,0.08874346113744219,0.11557193273911273,0.004794509034218379,0.653038509289624,0.12574603596247058,0.09737803678648568
21,0.06439081955803995,0.13365187584469723,0.0365049190663954,0.09580318414749735,0.14307537062820685,0.0071370242821574515,0.675989473967153,0.14878057935099548,0.11696183585543092
22,0.06706964630291654,0.11707435643475943,0.03071582189910465,0.09619501499437846,0.1255078545267758,0.010222861140523508,0.6871764412031207,0.17640249284405626,0.10110378450242556
23,0.08273719897574634,0.1216835757552307,0.030466086729487057,0.059229979468287335,0.15894121467715394,0.012765689235735225,0.6618582818816787,0.1879457252981093,0.1046290635068432
24,0.06921490040867948,0.12516599350382307,0.03811856778737765,0.05677951386457711,0.17091079099111672,0.016935134489185506,0.6815727000050792,0.2191636256131834,0.10282542302864882
25,0.07177713670641295,0.06505114434641186,0.03311231392408504,0.05130941886706642,0.18939752248013245,0.009346326566324045,0.687979385129865,0.22836169002147969,0.11748861036777578
26,0.0731249468212237,0.05606669893953771,0.014316985547774816,0.06872515235646637,0.1756566492388511,0.008497535635810188,0.6855760400477211,0.2673867607346344,0.13025257059805506
27,0.04808799072244854,0.061787212162342633,0.008681720388141063,0.08035841297756288,0.17544476634973816,0.0014352544259450632,0.6149091554577426,0.28431839207729703,0.08561433757262912
28,0.0642074447965703,0.0691018105997854,0.003955705618067684,0.01986802718583659,0.15391927722028453,0.002861686341739377,0.3049904151332621,0.2050200928755579,0.10180388606493815
29,0.07966914491461811,0.08458240155798509,0.006902451807469857,0.02352042666804742,0.10127479387231422,0.0035491184317044404,0.3288414398360787,0.1594591569228353,0.11573506615338441
30,0.09986883660100396,0.09140048383121768,0.010893982438318017,0.0101089950354935,0.10688480658397774,0.0036942807812806733,0.330359805959814,0.1453617000256528,0.07128745937802075
