Lag,BTC,DOGE,LTC,MIOTA,USDT,XEM,XLM,XMR,XRP
1,0.6125183312566655,0.04984611856892985,0.5249606951034902,0.4383369895474001,0.023731398720041243,0.4468198758365013,0.6450340376737054,0.09644128536119906,0.017530750860861782
2,0.7543129828786506,0.11425250102134235,0.6843942982780797,0.2721602864457394,0.024303095812333936,0.0373765789435907,0.9047408648569968,0.10384203969761037,0.04598008700848555
3,0.8443996860496642,0.19206956460042277,0.8600693616209363,0.472476250995466,0.047848219314459754,0.0063033291727118785,0.5595891116935356,0.1421864800930265,0.01639772878159971
4,0.9419665611399354,0.1991588405116226,0.6049794769374213,0.14670951496342788,0.08804619906447772,0.00010894937568314982,0.7762216369074498,0.10378284627545495,0.052588436702523465
5,0.4692193801367873,0.02692889418545926,0.6739911899923607,0.10311543533265381,0.10483498930046387,0.00012438339035410626,0.8566167117453588,0.1535885837390601,0.090158172608265
6,0.44305519232782276,0.04572111401141101,0.47497095711654336,0.0894389134469458,0.17808744002400043,0.00016195026190522863,0.7588749749289645,0.06568064689750708,0.16508768209377805
7,0.46622074083997944,0.07339226716060897,0.5567771555471172,0.03291778111826485,0.2305499914564499,0.00030952579755613214,0.8034185420714963,0.11539636329198243,0.13057507804287038
8,0.6000810030171368,0.1150903031393187,0.49403273059340924,0.05779872838177331,0.3773006248381718,0.00032064735951882424,0.8714605589534115,0.15009355076303849,0.075144206327135
9,0.5596915991817397,0.14329768222205244,0.3428389809463702,0.04943074331557063,0.3947293829345475,0.00034159535554355937,0.48433346852789927,0.20924380305478024,7.7377389593477e-06
10,0.6600059112603582,0.2473879551156633,0.19899086833032914,0.050693240218261,0.3887534475418966,0.00032819487418535303,0.7261332154245524,0.2311342608377255,3.548190480803968e-05
11,0.6782764158936255,0.15229873929513796,0.10623323288777592,0.06588722753756669,0.18475773541553875,0.0006177085756317901,0.8001149376112683,0.15307381787651345,6.940107699713894e-05
12,0.629640674734202,0.20758054950595795,0.16863057602950743,0.09756829434204248,0.09437265084678531,0.0006341476195513653,0.7840278840912359,0.19835708167695343,0.00010882458255909318
13,0.6044718346683167,0.19331168049252287,0.09955747537961922,0.11567188521422193,0.10234164446105559,0.0009278859507318747,0.4451482658210825,0.2536322431573179,0.00012829014101278305
14,0.615838357382724,0.1577536621118658,0.07576675818817726,0.05912066269123119,0.09199079387978298,0.00040677860733430345,0.5335894153118057,0.15035448531599155,0.00018503448879459921
15,0.6445853600139166,0.206415989850062,0.11625098040603317,0.0671453182458259,0.123483114118977,0.0005704201690155665,0.5635733082195284,0.16182262164156905,0.0001057689306963737
16,0.7130262262409829,0.22082244335395126,0.10550868204410238,0.07999371273344619,0.06770649448798662,0.0007234002856228842,0.5999722333222832,0.18536052981230777,0.00016542894944703715
17,0.3282267447737276,0.09912709375267453,0.048108495669136,0.11324655195688223,0.07973901424896154,0.00026526585229266753,0.6840137440940766,0.23105220277077307,0.00034017287325584965
18,0.25613252196870223,0.12804348249688413,0.04969395055073153,0.09145219375485587,0.10084766767512598,0.00020790824060912356,0.7151380440510211,0.27132000366166925,0.0005866893075584031
19,0.24640469088413242,0.1796404064338231,0.04417938475914395,0.10759650091877518,0.11285007925794605,0.0004306369448379724,0.796530026472433,0.16884237735868993,0.0006582728114163341
20,0.25652129273974206,0.05921698562758548,0.02819692700130242,0.12645709466425514,0.10597373036605613,0.0004759801808238569,0.8375981182049438,0.21333446504589731,0.0008345960367768473
21,0.05443788327032444,0.09230475048093181,0.046650452763857514,0.149741529271084,0.1152478359838487,0.0008179238992505846,0.869552765012641,0.2742445791047261,0.0019311333955737047
22,0.03236602549927259,0.05618832351102302,0.0235713803176068,0.14408906634870386,0.11994044813131859,0.0013256615753267423,0.8858089124679456,0.3007626623283828,0.0031781162856217723
23,0.051540043631009,0.0624824539625103,0.029051598668014548,0.08318523002907044,0.16260923028647045,0.0018523599440668664,0.8901779227724487,0.3372711541234473,0.0034096032350794804
24,0.07098439867935485,0.08381072746250037,0.03590736285127309,0.08968693107569509,0.1555816809673392,0.002891613045932668,0.9287086175030926,0.39517772882272373,0.004997853864775076
25,0.05703950093641015,0.04483180717774615,0.020976016559760582,0.07933247344304585,0.1504035205305438,0.0024742195748440553,0.9383760081572595,0.4093479950633921,0.006521876102221982
26,0.08946891848300406,0.05595654108481872,0.011524450896782756,0.12208266659565636,0.10565887453615608,0.0006026244907580879,0.9313010715566546,0.4844999691151597,0.006866833221328948
27,0.032920468600912266,0.05217626018191291,0.007467999542497637,0.13921422574455253,0.07686837875781219,0.00021942529506791762,0.891822559341064,0.49674491347496863,0.0032643324076482025
28,0.027219914351493384,0.06592206188990549,0.0026321539262247656,0.02158242148494554,0.03828237117644874,0.0002958076352464797,0.2758948364634567,0.301033190098828,0.005423756079344483
29,0.04125187328863151,0.09325411521312017,0.0073341125817205765,0.031599270408204254,0.024767104511988585,0.00030837362495099717,0.22631436701283578,0.15740824035279352,0.0015733607895771782
30,0.05373523735745298,0.09102369639762435,0.008489825336414146,0.011731740595167274,0.022584834432756433,0.0003742473428448696,0.2410150924886054,0.16087422823457972,0.00083774403147446
