TIMESTAMP,BABYDOGE2027526_OPEN_PRICE_USD,BABYDOGE2027526_HIGH_PRICE_USD,BABYDOGE2027526_LOW_PRICE_USD,BABYDOGE2027526_CLOSE_PRICE_USD,BABYDOGE2027526_VOLUME_USD,BABYDOGE2027526_DIVIDENDS_USD,BABYDOGE2027526_STOCK_SPLITS_USD
2023-07-12 00:00:00+00:00,,,,0.0,74367,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,29446,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,15694,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,9800,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,11907,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,7855,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,2797,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,5241,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,12691,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,3404,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,5662,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1392,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1533,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,1227,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,411,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,1057,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,1078,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,184,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,246,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,421,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,351,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,1813,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,6665,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,747,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,4415,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,6940,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,173,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,5279,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,488,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,8830,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,1335,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,32860,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,1303,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,630,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,3938,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,10913,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,352,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,1533,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,1066,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,1226,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,850,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,105,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,1242,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,62,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,1023,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,3213,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,47,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,1625,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,1400,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,480,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,662,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,1458,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,2397,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,461,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,1195,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,2168,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,738,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,227,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,9628,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,19681,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,2585,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,3391,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,3592,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,1113,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,285,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,1866,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,1755,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,304,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,137,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,106,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,1055,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,161,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,339,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,1665,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,370,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,1510,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,1703,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,372,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,2372,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,87,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,7350,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,385,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,801,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,2523,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,399,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,200,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,101,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,129,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,2627,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,530,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,413,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,3675,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,392,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,872,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,1923,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,295,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,1434,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,1430,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,5422,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,3736,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,239,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,2545,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,594,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,442,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,479,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,1756,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,3866,0.0,0.0
