TIMESTAMP,OFF31300_OPEN_PRICE_USD,OFF31300_HIGH_PRICE_USD,OFF31300_LOW_PRICE_USD,OFF31300_CLOSE_PRICE_USD,OFF31300_VOLUME_USD,OFF31300_DIVIDENDS_USD,OFF31300_STOCK_SPLITS_USD
2024-06-05 00:00:00+00:00,1.4699749946594238,2.0897209644317627,1.0141270160675049,1.2843849658966064,7903494,0.0,0.0
2024-06-06 00:00:00+00:00,1.1484220027923584,1.8751749992370605,1.0037169456481934,1.1568349599838257,8263197,0.0,0.0
2024-06-07 00:00:00+00:00,1.1031650304794312,1.1977499723434448,0.7522450089454651,0.8331390023231506,3344977,0.0,0.0
2024-06-08 00:00:00+00:00,0.8314650058746338,1.3409279584884644,0.7770230174064636,0.7928270101547241,4064075,0.0,0.0
2024-06-09 00:00:00+00:00,0.791130006313324,0.7970659732818604,0.5711690187454224,0.6603419780731201,2807488,0.0,0.0
2024-06-10 00:00:00+00:00,0.6603410243988037,0.7289209961891174,0.6001150012016296,0.6119549870491028,921877,0.0,0.0
2024-06-11 00:00:00+00:00,0.6095669865608215,0.772379994392395,0.5399259924888611,0.6377649903297424,1463303,0.0,0.0
2024-06-12 00:00:00+00:00,0.6439110040664673,0.69793301820755,0.5664169788360596,0.5962409973144531,631969,0.0,0.0
2024-06-13 00:00:00+00:00,0.5968779921531677,0.7028260231018066,0.47429800033569336,0.53752201795578,1028530,0.0,0.0
2024-06-14 00:00:00+00:00,0.5370110273361206,0.6131759881973267,0.4934470057487488,0.4938009977340698,539322,0.0,0.0
2024-06-15 00:00:00+00:00,0.49424898624420166,0.6096749901771545,0.46216198801994324,0.5043010115623474,315388,0.0,0.0
2024-06-16 00:00:00+00:00,0.5043200254440308,0.6082010269165039,0.5004510283470154,0.5739830136299133,364504,0.0,0.0
2024-06-17 00:00:00+00:00,0.5735489726066589,0.5875669717788696,0.472586989402771,0.505944013595581,317166,0.0,0.0
2024-06-18 00:00:00+00:00,0.5093820095062256,0.509456992149353,0.4007439911365509,0.4135189950466156,145549,0.0,0.0
2024-06-19 00:00:00+00:00,0.4134970009326935,0.5229300260543823,0.37055501341819763,0.41176900267601013,155583,0.0,0.0
2024-06-20 00:00:00+00:00,0.41176900267601013,0.5242409706115723,0.37133800983428955,0.3801119923591614,282246,0.0,0.0
2024-06-21 00:00:00+00:00,0.3794640004634857,0.390082985162735,0.3508490025997162,0.35373398661613464,69483,0.0,0.0
2024-06-22 00:00:00+00:00,0.35362398624420166,0.37213701009750366,0.33678698539733887,0.34577399492263794,38900,0.0,0.0
2024-06-23 00:00:00+00:00,0.3455030024051666,0.35474100708961487,0.3233650028705597,0.33062800765037537,34794,0.0,0.0
2024-06-24 00:00:00+00:00,0.330689013004303,0.33435699343681335,0.29566898941993713,0.30604299902915955,60873,0.0,0.0
2024-06-25 00:00:00+00:00,0.3057839870452881,0.3678379952907562,0.30032598972320557,0.3126719892024994,39368,0.0,0.0
2024-06-26 00:00:00+00:00,0.3126719892024994,0.3426069915294647,0.3012009859085083,0.3079330027103424,43228,0.0,0.0
2024-06-27 00:00:00+00:00,0.3084560036659241,0.3085649907588959,0.2847580015659332,0.2898760139942169,23010,0.0,0.0
2024-06-28 00:00:00+00:00,0.2904280126094818,0.3450149893760681,0.28115400671958923,0.28216999769210815,29270,0.0,0.0
2024-06-29 00:00:00+00:00,0.2820880115032196,0.299576997756958,0.25768300890922546,0.28216099739074707,52185,0.0,0.0
2024-06-30 00:00:00+00:00,0.2835949957370758,0.3261519968509674,0.2518500089645386,0.25968798995018005,116830,0.0,0.0
2024-07-01 00:00:00+00:00,0.25933000445365906,0.2801609933376312,0.24452899396419525,0.2524760067462921,40545,0.0,0.0
