TIMESTAMP,PEPECOIN_OPEN_PRICE_USD,PEPECOIN_HIGH_PRICE_USD,PEPECOIN_LOW_PRICE_USD,PEPECOIN_CLOSE_PRICE_USD,PEPECOIN_VOLUME_USD,PEPECOIN_DIVIDENDS_USD,PEPECOIN_STOCK_SPLITS_USD
2023-05-01 00:00:00+00:00,0.05916000157594681,0.07954200357198715,0.03635000064969063,0.03846300020813942,4455687,0.0,0.0
2023-05-02 00:00:00+00:00,0.03817199915647507,0.05034099891781807,0.02638000063598156,0.046578001230955124,1626743,0.0,0.0
2023-05-03 00:00:00+00:00,0.04693400114774704,0.05316000059247017,0.03381400182843208,0.047230999916791916,1654781,0.0,0.0
2023-05-04 00:00:00+00:00,0.04722699895501137,0.0624379999935627,0.03915200009942055,0.059073999524116516,1613545,0.0,0.0
2023-05-05 00:00:00+00:00,0.05906499922275543,0.3326900005340576,0.05906499922275543,0.23932400345802307,25247931,0.0,0.0
2023-05-06 00:00:00+00:00,0.239547997713089,0.36355000734329224,0.15189799666404724,0.183570995926857,9406167,0.0,0.0
2023-05-07 00:00:00+00:00,0.18355299532413483,0.23739799857139587,0.1315920054912567,0.134319007396698,3904565,0.0,0.0
2023-05-08 00:00:00+00:00,0.134319007396698,0.14729200303554535,0.07621599733829498,0.09671799838542938,4256257,0.0,0.0
2023-05-09 00:00:00+00:00,0.09671799838542938,0.12178099900484085,0.06763499975204468,0.08058500289916992,1622541,0.0,0.0
2023-05-10 00:00:00+00:00,0.08060699701309204,0.13931700587272644,0.07831700146198273,0.09083600342273712,1956522,0.0,0.0
2023-05-11 00:00:00+00:00,0.09085500240325928,0.09269200265407562,0.05254000052809715,0.05254000052809715,1243028,0.0,0.0
2023-05-12 00:00:00+00:00,0.05252400040626526,0.08008100092411041,0.05132700130343437,0.07185299694538116,1409516,0.0,0.0
2023-05-13 00:00:00+00:00,0.07180000096559525,0.08260700106620789,0.052834998816251755,0.08161299675703049,1640112,0.0,0.0
2023-05-14 00:00:00+00:00,0.0815960019826889,0.0823189988732338,0.0658549964427948,0.06926199793815613,1003844,0.0,0.0
2023-05-15 00:00:00+00:00,0.06923200190067291,0.07432600110769272,0.05337100103497505,0.05591500177979469,844323,0.0,0.0
2023-05-16 00:00:00+00:00,0.05598599836230278,0.0595880001783371,0.042507998645305634,0.04842500016093254,746165,0.0,0.0
2023-05-17 00:00:00+00:00,0.04841800034046173,0.05003200098872185,0.029851999133825302,0.041790999472141266,992561,0.0,0.0
