TIMESTAMP,LEMX_OPEN_PRICE_USD,LEMX_HIGH_PRICE_USD,LEMX_LOW_PRICE_USD,LEMX_CLOSE_PRICE_USD,LEMX_VOLUME_USD,LEMX_DIVIDENDS_USD,LEMX_STOCK_SPLITS_USD
2024-11-01 00:00:00+00:00,37.82401657104492,39.99259567260742,37.795936584472656,39.99259567260742,126712,0.0,0.0
2024-11-02 00:00:00+00:00,39.99259567260742,43.398338317871094,39.99259567260742,42.732215881347656,98132,0.0,0.0
2024-11-03 00:00:00+00:00,42.732215881347656,52.6346321105957,42.664634704589844,51.78434753417969,234399,0.0,0.0
2024-11-04 00:00:00+00:00,51.78434753417969,51.78434753417969,48.35382843017578,50.47093963623047,131117,0.0,0.0
2024-11-05 00:00:00+00:00,50.47093963623047,52.291751861572266,49.55782699584961,50.908748626708984,95485,0.0,0.0
2024-11-06 00:00:00+00:00,50.908748626708984,52.40629577636719,50.85492706298828,52.22707748413086,37440,0.0,0.0
2024-11-07 00:00:00+00:00,52.22707748413086,52.752220153808594,50.43943786621094,50.52220153808594,28761,0.0,0.0
2024-11-08 00:00:00+00:00,50.52220153808594,50.9473762512207,49.033477783203125,50.15786361694336,86484,0.0,0.0
2024-11-09 00:00:00+00:00,50.15786361694336,54.05361557006836,50.08183670043945,53.32413864135742,73528,0.0,0.0
2024-11-10 00:00:00+00:00,53.32413864135742,54.474090576171875,53.32413864135742,54.34565353393555,40907,0.0,0.0
2024-11-11 00:00:00+00:00,54.34565353393555,57.84684753417969,54.34565353393555,57.43709182739258,83447,0.0,0.0
2024-11-12 00:00:00+00:00,57.43709182739258,60.491676330566406,57.43709182739258,59.17888259887695,85467,0.0,0.0
2024-11-13 00:00:00+00:00,59.17888259887695,60.302120208740234,59.05215072631836,59.195308685302734,85814,0.0,0.0
2024-11-14 00:00:00+00:00,59.195308685302734,60.98876190185547,59.195308685302734,59.8381462097168,87148,0.0,0.0
2024-11-15 00:00:00+00:00,59.8381462097168,61.31755065917969,59.74418640136719,60.390281677246094,49554,0.0,0.0
2024-11-16 00:00:00+00:00,60.36911392211914,60.669715881347656,53.51306915283203,58.643455505371094,152097,0.0,0.0
2024-11-17 00:00:00+00:00,58.643455505371094,59.34437561035156,58.434288024902344,59.24760437011719,10517,0.0,0.0
2024-11-18 00:00:00+00:00,59.24760437011719,59.30341339111328,57.29480743408203,59.077274322509766,46706,0.0,0.0
2024-11-19 00:00:00+00:00,59.077274322509766,59.53691482543945,55.88895034790039,58.356624603271484,359392,0.0,0.0
2024-11-20 00:00:00+00:00,58.356624603271484,61.637786865234375,58.356624603271484,59.884376525878906,125487,0.0,0.0
2024-11-21 00:00:00+00:00,59.884376525878906,61.886138916015625,59.6511116027832,60.8385009765625,138058,0.0,0.0
2024-11-22 00:00:00+00:00,60.8385009765625,62.27682876586914,60.345333099365234,61.25360107421875,84993,0.0,0.0
2024-11-23 00:00:00+00:00,61.25360107421875,61.84281921386719,60.56357192993164,60.61946105957031,30640,0.0,0.0
2024-11-24 00:00:00+00:00,60.679405212402344,60.77637481689453,59.46664810180664,60.61459732055664,38391,0.0,0.0
2024-11-25 00:00:00+00:00,60.61459732055664,61.55825424194336,58.80411148071289,59.55376052856445,132401,0.0,0.0
2024-11-26 00:00:00+00:00,59.55376052856445,60.64337921142578,59.29380416870117,60.15951156616211,97850,0.0,0.0
2024-11-27 00:00:00+00:00,60.15951156616211,61.5744514465332,59.76758575439453,61.25449752807617,143906,0.0,0.0
2024-11-28 00:00:00+00:00,61.25449752807617,62.096534729003906,61.12902069091797,61.14250946044922,180981,0.0,0.0
2024-11-29 00:00:00+00:00,61.14250946044922,62.66477966308594,60.306724548339844,60.577491760253906,286752,0.0,0.0
2024-11-30 00:00:00+00:00,60.577491760253906,62.201969146728516,59.92865753173828,61.72111129760742,376896,0.0,0.0
2024-12-01 00:00:00+00:00,61.72111129760742,62.13922119140625,58.24048614501953,61.452659606933594,333854,0.0,0.0
2024-12-02 00:00:00+00:00,61.452659606933594,63.0103645324707,59.72830581665039,61.746646881103516,327120,0.0,0.0
2024-12-03 00:00:00+00:00,61.746646881103516,61.80990982055664,59.0638313293457,59.07276153564453,449343,0.0,0.0
2024-12-04 00:00:00+00:00,59.07276153564453,59.72808837890625,56.62846755981445,57.45419692993164,852014,0.0,0.0
2024-12-05 00:00:00+00:00,57.45419692993164,61.96946716308594,57.35464096069336,57.81290054321289,1115383,0.0,0.0
2024-12-06 00:00:00+00:00,57.66468811035156,57.904029846191406,54.963069915771484,54.963069915771484,943752,0.0,0.0
2024-12-07 00:00:00+00:00,54.963069915771484,55.932308197021484,54.19722366333008,55.898521423339844,817961,0.0,0.0
2024-12-08 00:00:00+00:00,55.8629264831543,58.135005950927734,55.84315490722656,58.08060073852539,877797,0.0,0.0
2024-12-09 00:00:00+00:00,58.08060073852539,66.1121826171875,58.080406188964844,64.6510238647461,1058777,0.0,0.0
2024-12-10 00:00:00+00:00,64.6510238647461,65.46870422363281,62.778690338134766,63.92365264892578,849094,0.0,0.0
2024-12-11 00:00:00+00:00,63.92365264892578,64.67501068115234,63.02301788330078,63.02998733520508,882234,0.0,0.0
2024-12-12 00:00:00+00:00,63.02998733520508,63.650794982910156,62.127506256103516,62.41732406616211,811330,0.0,0.0
2024-12-13 00:00:00+00:00,62.41732406616211,63.65907669067383,62.3193359375,63.197635650634766,931262,0.0,0.0
2024-12-14 00:00:00+00:00,63.197635650634766,63.27988052368164,62.352352142333984,62.38141632080078,797910,0.0,0.0
2024-12-15 00:00:00+00:00,62.38141632080078,62.60737609863281,62.203975677490234,62.503440856933594,968118,0.0,0.0
2024-12-16 00:00:00+00:00,62.503440856933594,63.976863861083984,62.05376434326172,63.26481246948242,770891,0.0,0.0
2024-12-17 00:00:00+00:00,63.26481246948242,63.27094650268555,59.83176803588867,60.00714111328125,828448,0.0,0.0
2024-12-18 00:00:00+00:00,60.00714111328125,60.58737564086914,57.05128479003906,57.16091537475586,888103,0.0,0.0
2024-12-19 00:00:00+00:00,57.16091537475586,57.45976257324219,54.81819534301758,55.319297790527344,916323,0.0,0.0
2024-12-20 00:00:00+00:00,55.319297790527344,56.206417083740234,53.4084358215332,53.81517791748047,862629,0.0,0.0
2024-12-21 00:00:00+00:00,53.81517791748047,54.43862533569336,53.473114013671875,54.25172805786133,822629,0.0,0.0
2024-12-22 00:00:00+00:00,54.25172805786133,54.464141845703125,53.678016662597656,53.81446838378906,790360,0.0,0.0
2024-12-23 00:00:00+00:00,53.81446838378906,53.8371467590332,52.9786262512207,53.0930290222168,833580,0.0,0.0
2024-12-24 00:00:00+00:00,53.0930290222168,53.681087493896484,52.04250717163086,53.375587463378906,1072824,0.0,0.0
2024-12-25 00:00:00+00:00,53.375587463378906,53.49610900878906,52.16206359863281,52.21127700805664,1080396,0.0,0.0
2024-12-26 00:00:00+00:00,52.21127700805664,52.30096435546875,51.68217086791992,51.83380126953125,1338533,0.0,0.0
2024-12-27 00:00:00+00:00,51.83380126953125,52.384910583496094,51.821197509765625,51.924278259277344,829547,0.0,0.0
2024-12-28 00:00:00+00:00,51.924278259277344,54.0000114440918,51.469486236572266,53.99998474121094,896023,0.0,0.0
2024-12-29 00:00:00+00:00,53.99998474121094,54.98690414428711,53.81890106201172,54.96379470825195,744135,0.0,0.0
2024-12-30 00:00:00+00:00,54.96379470825195,55.56559371948242,54.36058044433594,55.5546875,857411,0.0,0.0
2024-12-31 00:00:00+00:00,55.5546875,56.646324157714844,55.5546875,56.49998092651367,765836,0.0,0.0
2025-01-01 00:00:00+00:00,56.49998092651367,56.582828521728516,55.546871185302734,55.9815559387207,800294,0.0,0.0
2025-01-02 00:00:00+00:00,55.9815559387207,57.44172668457031,55.91506576538086,57.44172668457031,835835,0.0,0.0
2025-01-03 00:00:00+00:00,57.44172668457031,59.696956634521484,57.39748764038086,59.03434371948242,961207,0.0,0.0
2025-01-04 00:00:00+00:00,59.03434371948242,59.34698486328125,56.558021545410156,59.34698486328125,889469,0.0,0.0
2025-01-05 00:00:00+00:00,59.34698486328125,60.19650650024414,59.179649353027344,59.96795654296875,883046,0.0,0.0
