TIMESTAMP,PEON32123_OPEN_PRICE_USD,PEON32123_HIGH_PRICE_USD,PEON32123_LOW_PRICE_USD,PEON32123_CLOSE_PRICE_USD,PEON32123_VOLUME_USD,PEON32123_DIVIDENDS_USD,PEON32123_STOCK_SPLITS_USD
2024-07-05 00:00:00+00:00,,,,0.0,162704,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,27709,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,11100,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,12818,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,122128,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,212957,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,120431,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,372131,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,390178,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,198209,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,124132,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,165519,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,63526,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,43754,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,35151,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,98794,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,657291,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,770462,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,507915,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,519810,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,187258,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,317171,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,168967,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,76250,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,87633,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,103244,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,60250,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,36279,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,33771,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,48577,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,26398,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,20917,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,169292,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,108952,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,40849,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,39247,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,30450,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,34616,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,37218,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,23371,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,20665,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,17189,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,15230,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,10667,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,8331,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,15974,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,4376,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,3663,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,7250,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,15955,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,7245,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,6690,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,3358,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,3481,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,2040,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,9362,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,5583,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,3091,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,1394,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,2165,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1988,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,4256,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,7585,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,44658,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,50922,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,11541,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,26439,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,33713,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,33096,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,21744,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,9173,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,14221,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,12364,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,4633,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,7247,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,3666,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,6500,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,5443,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,3531,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,4757,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,6255,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,6933,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,3748,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,2623,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,3783,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,5976,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,1694,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,2111,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,1621,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,1179,0.0,0.0
