TIMESTAMP,CRASH32019_OPEN_PRICE_USD,CRASH32019_HIGH_PRICE_USD,CRASH32019_LOW_PRICE_USD,CRASH32019_CLOSE_PRICE_USD,CRASH32019_VOLUME_USD,CRASH32019_DIVIDENDS_USD,CRASH32019_STOCK_SPLITS_USD
2024-06-27 00:00:00+00:00,0.035232000052928925,0.04017699882388115,0.025397000834345818,0.03082999959588051,7669984,0.0,0.0
2024-06-28 00:00:00+00:00,0.030748000368475914,0.03127700090408325,0.019562000408768654,0.02738500013947487,2590685,0.0,0.0
2024-06-29 00:00:00+00:00,0.027442999184131622,0.039257001131772995,0.02525000087916851,0.03574400022625923,2572073,0.0,0.0
2024-06-30 00:00:00+00:00,0.035645000636577606,0.035645000636577606,0.027830999344587326,0.029680000618100166,1933934,0.0,0.0
2024-07-01 00:00:00+00:00,0.029839999973773956,0.030977999791502953,0.02538299933075905,0.02981100045144558,1577608,0.0,0.0
2024-07-02 00:00:00+00:00,0.02983199991285801,0.031113000586628914,0.024164000526070595,0.02473199926316738,1011616,0.0,0.0
2024-07-03 00:00:00+00:00,0.024778999388217926,0.027528999373316765,0.016409000381827354,0.02092299982905388,1969459,0.0,0.0
2024-07-04 00:00:00+00:00,0.020836999639868736,0.02122100070118904,0.013911000452935696,0.017086999490857124,1142059,0.0,0.0
2024-07-05 00:00:00+00:00,0.017086999490857124,0.01881599985063076,0.012524000369012356,0.01690099947154522,1483675,0.0,0.0
2024-07-06 00:00:00+00:00,0.01690099947154522,0.01978999935090542,0.015949999913573265,0.019602999091148376,472267,0.0,0.0
2024-07-07 00:00:00+00:00,0.019602999091148376,0.019602999091148376,0.011698000133037567,0.012779000215232372,619589,0.0,0.0
2024-07-08 00:00:00+00:00,0.012818999588489532,0.01677500084042549,0.01076900027692318,0.012690999545156956,511633,0.0,0.0
2024-07-09 00:00:00+00:00,0.012690999545156956,0.015099000185728073,0.010759999975562096,0.011467999778687954,544081,0.0,0.0
2024-07-10 00:00:00+00:00,0.011474999599158764,0.014434999786317348,0.007065999787300825,0.010129000060260296,1925005,0.0,0.0
2024-07-11 00:00:00+00:00,0.01013300009071827,0.010356999933719635,0.007575000170618296,0.00792699959129095,1087829,0.0,0.0
2024-07-12 00:00:00+00:00,0.00792699959129095,0.01750200055539608,0.004891000222414732,0.012950999662280083,2004831,0.0,0.0
2024-07-13 00:00:00+00:00,0.012942999601364136,0.021268999204039574,0.011493000201880932,0.01715400069952011,2448075,0.0,0.0
2024-07-14 00:00:00+00:00,0.017288999632000923,0.01965400017797947,0.013675999827682972,0.019173000007867813,1384224,0.0,0.0
2024-07-15 00:00:00+00:00,0.019197000190615654,0.021730000153183937,0.011328999884426594,0.01651499979197979,2018342,0.0,0.0
2024-07-16 00:00:00+00:00,0.016589999198913574,0.018232999369502068,0.013120000250637531,0.015429999679327011,1485322,0.0,0.0
2024-07-17 00:00:00+00:00,0.015432000160217285,0.018394000828266144,0.011915000155568123,0.01307899970561266,1620301,0.0,0.0
2024-07-18 00:00:00+00:00,0.01307899970561266,0.014626000076532364,0.011711000464856625,0.01207599975168705,1258296,0.0,0.0
2024-07-19 00:00:00+00:00,0.012078000232577324,0.012972000055015087,0.010666999965906143,0.010886999778449535,1240021,0.0,0.0
2024-07-20 00:00:00+00:00,0.010886999778449535,0.012736000120639801,0.008945999667048454,0.009788000024855137,1430793,0.0,0.0
2024-07-21 00:00:00+00:00,0.009788000024855137,0.012337000109255314,0.009077000431716442,0.010893000289797783,1067691,0.0,0.0
2024-07-22 00:00:00+00:00,0.010955000296235085,0.016061000525951385,0.010319000110030174,0.012678000144660473,1221054,0.0,0.0
2024-07-23 00:00:00+00:00,0.012678000144660473,0.013457000255584717,0.010099000297486782,0.010724999941885471,891386,0.0,0.0
2024-07-24 00:00:00+00:00,0.010724999941885471,0.0112119996920228,0.008666999638080597,0.00937699992209673,922093,0.0,0.0
2024-07-25 00:00:00+00:00,0.00937699992209673,0.010866000317037106,0.007567000109702349,0.009096000343561172,1047602,0.0,0.0
2024-07-26 00:00:00+00:00,0.009096000343561172,0.010312999598681927,0.008799999952316284,0.009650999680161476,912348,0.0,0.0
2024-07-27 00:00:00+00:00,0.009650999680161476,0.010517000220716,0.007845000363886356,0.008206999860703945,924467,0.0,0.0
2024-07-28 00:00:00+00:00,0.008206999860703945,0.010220999829471111,0.008179999887943268,0.010099000297486782,889383,0.0,0.0
2024-07-29 00:00:00+00:00,0.010099000297486782,0.01143999956548214,0.008566999807953835,0.008830999955534935,880504,0.0,0.0
2024-07-30 00:00:00+00:00,0.008830999955534935,0.009232999756932259,0.007747000083327293,0.008675999939441681,924007,0.0,0.0
2024-07-31 00:00:00+00:00,0.008675999939441681,0.008905000053346157,0.00674099987372756,0.00688599981367588,921723,0.0,0.0
2024-08-01 00:00:00+00:00,0.00688599981367588,0.0076500000432133675,0.006345000118017197,0.007149999961256981,720884,0.0,0.0
2024-08-02 00:00:00+00:00,0.007003000006079674,0.0070329997688531876,0.005696000065654516,0.006238999776542187,709458,0.0,0.0
2024-08-03 00:00:00+00:00,0.006238999776542187,0.0065100002102553844,0.00546600017696619,0.006188000086694956,719992,0.0,0.0
2024-08-04 00:00:00+00:00,0.006188000086694956,0.007164000067859888,0.004511000122874975,0.006351999938488007,738906,0.0,0.0
