TIMESTAMP,PERRY26394_OPEN_PRICE_USD,PERRY26394_HIGH_PRICE_USD,PERRY26394_LOW_PRICE_USD,PERRY26394_CLOSE_PRICE_USD,PERRY26394_VOLUME_USD,PERRY26394_DIVIDENDS_USD,PERRY26394_STOCK_SPLITS_USD
2023-06-05 00:00:00+00:00,,,,0.0,15969,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,3154,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,2452,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,1547,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,3959,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,662,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,739,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,46,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,589,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,543,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,385,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,1203,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,688,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,181,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,282,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,588,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,126,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,99147,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,1674,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,282,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,392,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,241,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,223,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,522,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,266,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,54,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,2519,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,427,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,869,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,274,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,65,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,45,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,331,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,204,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,39,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1213,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,415,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,188,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,104,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,67,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,3924,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,365,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,321,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,176,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,5951,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,2101,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,339,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,103,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,65,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,465,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,367,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,67,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,458,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,111,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,143,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,286,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,78,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,54,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,42,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,53,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,46,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,927,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,644,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,401,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,84,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,140,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,64,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,357,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,142,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,67,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,182,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,124,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,197,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,455,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,302,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,492,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,283,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,189,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,153,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,304,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,503,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,1199,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,245,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,472,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,413,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,153,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,317,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,221,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,152,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,166,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,42,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,72,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,113,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,86,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,99,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,93,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,730,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,192,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,618,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,216,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,25,0.0,0.0
