TIMESTAMP,KFC_OPEN_PRICE_USD,KFC_HIGH_PRICE_USD,KFC_LOW_PRICE_USD,KFC_CLOSE_PRICE_USD,KFC_VOLUME_USD,KFC_DIVIDENDS_USD,KFC_STOCK_SPLITS_USD
2020-09-25 00:00:00+00:00,20.265424728393555,20.293174743652344,19.554073333740234,19.693832397460938,266307,0.0,0.0
2020-09-26 00:00:00+00:00,19.689918518066406,19.73091697692871,15.629342079162598,15.631185531616211,98062,0.0,0.0
2020-09-27 00:00:00+00:00,15.631185531616211,15.636531829833984,11.199054718017578,11.2227201461792,74225,0.0,0.0
2020-09-28 00:00:00+00:00,11.2227201461792,11.225014686584473,7.723731994628906,7.723731994628906,93678,0.0,0.0
2020-09-29 00:00:00+00:00,7.723731994628906,7.723731994628906,6.730064868927002,6.866479873657227,50000,0.0,0.0
2020-09-30 00:00:00+00:00,6.866479873657227,6.917933940887451,6.324930191040039,6.378967761993408,49239,0.0,0.0
2020-10-01 00:00:00+00:00,6.378967761993408,7.2105841636657715,6.350467205047607,6.726686000823975,118085,0.0,0.0
2020-10-02 00:00:00+00:00,6.72666597366333,6.759059906005859,6.456409931182861,6.458600044250488,60385,0.0,0.0
2020-10-03 00:00:00+00:00,6.458600044250488,6.49430513381958,6.228093147277832,6.271605968475342,26983,0.0,0.0
2020-10-04 00:00:00+00:00,6.271608829498291,6.662106037139893,6.218907833099365,6.662106037139893,60150,0.0,0.0
2020-10-05 00:00:00+00:00,6.662107944488525,9.726176261901855,6.661598205566406,9.72553825378418,293002,0.0,0.0
2020-10-06 00:00:00+00:00,9.72553825378418,12.412338256835938,9.72553825378418,12.412221908569336,1903850,0.0,0.0
2020-10-07 00:00:00+00:00,12.412221908569336,13.49406909942627,11.596651077270508,11.873406410217285,291838,0.0,0.0
2020-10-08 00:00:00+00:00,11.873406410217285,11.91330337524414,10.615161895751953,10.862290382385254,260561,0.0,0.0
2020-10-09 00:00:00+00:00,10.865042686462402,11.117999076843262,10.865042686462402,10.918259620666504,116552,0.0,0.0
2020-10-10 00:00:00+00:00,10.909975051879883,11.132932662963867,10.857995986938477,10.858931541442871,52332,0.0,0.0
2020-10-11 00:00:00+00:00,10.85860824584961,10.8667573928833,10.60871410369873,10.6301908493042,108461,0.0,0.0
2020-10-12 00:00:00+00:00,10.6301851272583,11.1581449508667,10.544634819030762,11.06151294708252,178300,0.0,0.0
2020-10-13 00:00:00+00:00,11.06151294708252,11.12341594696045,10.869623184204102,10.936348915100098,438,0.0,0.0
2020-10-14 00:00:00+00:00,10.93832015991211,11.07481861114502,8.910353660583496,9.417713165283203,657596,0.0,0.0
2020-10-15 00:00:00+00:00,9.417713165283203,10.440352439880371,9.411049842834473,9.55655288696289,87204,0.0,0.0
2020-10-16 00:00:00+00:00,9.55655288696289,10.08242130279541,9.211215019226074,9.454724311828613,522127,0.0,0.0
2020-10-17 00:00:00+00:00,9.454724311828613,11.566325187683105,9.211607933044434,11.515789985656738,595069,0.0,0.0
2020-10-18 00:00:00+00:00,11.5159912109375,11.51618480682373,11.017290115356445,11.018815994262695,482287,0.0,0.0
2020-10-19 00:00:00+00:00,11.018815994262695,11.357930183410645,10.8263578414917,11.079428672790527,417454,0.0,0.0
2020-10-20 00:00:00+00:00,11.079428672790527,11.114909172058105,10.346497535705566,10.364249229431152,314422,0.0,0.0
2020-10-21 00:00:00+00:00,10.364189147949219,11.191250801086426,9.775036811828613,11.152985572814941,298361,0.0,0.0
2020-10-22 00:00:00+00:00,11.151717185974121,11.80727481842041,10.730360984802246,11.633585929870605,276618,0.0,0.0
2020-10-23 00:00:00+00:00,11.634745597839355,11.679586410522461,11.268982887268066,11.27924633026123,346639,0.0,0.0
2020-10-24 00:00:00+00:00,11.27921199798584,11.30601978302002,10.836819648742676,10.841906547546387,335757,0.0,0.0
2020-10-25 00:00:00+00:00,10.841897010803223,12.612506866455078,10.785956382751465,11.729253768920898,372998,0.0,0.0
