,MSE,RMSE,MAE,MAPE,R2
0,1307.0861865466125,36.15364693286989,27.7781084,0.12282209214495224,-0.7242170351397292
1,300.83780564100954,17.34467657931417,13.97199838709677,0.06527122400898244,-0.41451697363273654
2,668.9840859502677,25.86472667457106,19.870979677419356,0.06999092463791992,-0.16843987268658833
3,1003.0519551414367,31.670995487060974,25.142575,0.09921570493266611,-0.40593003899226043
4,355.1318510581387,18.844942320371764,15.278949999999995,0.05637442736047832,-2.8767437193720085
5,296.94371753201654,17.23205494222951,13.595471000000007,0.055091504815070455,-0.041386654578067894
6,453.84349834660657,21.303602942849984,17.622626451612906,0.08605456887598278,-0.7820736732391798
7,1356.5378419756196,36.83120744661542,30.884494193548385,0.17128157699914112,-0.3055647085745188
8,337.51492704560354,18.37157932910515,13.80728678571428,0.08330373091347605,-0.9529557739715402
9,291.8868540054032,17.084696485609665,15.180258387096773,0.08033626623025539,0.05957406977024693
10,563.9539241741335,23.747714083130894,17.36910466666667,0.07257518626786116,-0.6520328152593944
11,1121.6554324002386,33.491124681029135,25.18362709677419,0.14930769472382896,-1.0630020760115952
Mean,671.4523399847571,24.828413992063133,19.64045667049411,0.09263540849255125,-0.6939407726406145
