,MSE,RMSE,MAE,MAPE,R2
0,13723993.412488796,3704.590856287479,2985.69936,0.08554130708238539,-1.3428352668296037
1,12669976.36190513,3559.491025681218,2586.521516129033,0.07117380034152794,-0.3244497642573214
2,8646546.243980903,2940.5010192109953,2263.935290322581,0.04936321344573432,0.1595372603427101
3,13460468.503538765,3668.8511149321344,3095.1948333333326,0.06836475916504914,-0.4117018337280758
4,29171644.181027062,5401.078057298104,4466.641,0.07956552633663097,-0.1801466549338795
5,13093184.672352938,3618.450590011274,2985.8032,0.04960801325709443,-0.014541754288567077
6,15993957.72679135,3999.244644528683,3230.876967741935,0.06575058396141413,-1.2508458854384328
7,13011154.221313229,3607.0977559962566,2941.0081935483886,0.07406553297847618,-0.11571449112020704
8,12085534.211805956,3476.425493492699,2682.236178571428,0.06562546264352605,-0.9357954983090042
9,11145088.638992906,3338.426072117354,2678.884645161291,0.06314372309788122,-0.33156050417809557
10,5098866.88680636,2258.0670687130532,1796.3902333333322,0.04353307531134272,0.18456809384324513
11,11127968.55341758,3335.8609913210685,2348.386225806452,0.07584537675605266,0.020931920634054135
Mean,13269031.967868416,3575.673724132527,2838.4648036623144,0.06596503119809292,-0.3785461981885982
