TIMESTAMP,WMW_OPEN_PRICE_USD,WMW_HIGH_PRICE_USD,WMW_LOW_PRICE_USD,WMW_CLOSE_PRICE_USD,WMW_VOLUME_USD,WMW_DIVIDENDS_USD,WMW_STOCK_SPLITS_USD
2021-12-02 00:00:00+00:00,2.099999983329326e-05,3.5000000934815034e-05,1.4999999621068127e-05,1.5999999959603883e-05,127882,0.0,0.0
2021-12-03 00:00:00+00:00,1.5999999959603883e-05,2.099999983329326e-05,1.1000000085914508e-05,1.4000000192027073e-05,596786,0.0,0.0
2021-12-04 00:00:00+00:00,1.4000000192027073e-05,3.400000059627928e-05,9.999999974752427e-07,9.000000318337698e-06,333206,0.0,0.0
2021-12-05 00:00:00+00:00,9.000000318337698e-06,1.2999999853491317e-05,7.000000096013537e-06,9.000000318337698e-06,301337,0.0,0.0
2021-12-06 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,3.000000106112566e-06,9.000000318337698e-06,273305,0.0,0.0
2021-12-07 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,3.000000106112566e-06,6.000000212225132e-06,141603,0.0,0.0
2021-12-08 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,211056,0.0,0.0
2021-12-09 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,193369,0.0,0.0
2021-12-10 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,157894,0.0,0.0
2021-12-11 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,204874,0.0,0.0
2021-12-12 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,190401,0.0,0.0
2021-12-13 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,219722,0.0,0.0
2021-12-14 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,206740,0.0,0.0
2021-12-15 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,206936,0.0,0.0
2021-12-16 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,205357,0.0,0.0
2021-12-17 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,189222,0.0,0.0
2021-12-18 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,129670,0.0,0.0
2021-12-19 00:00:00+00:00,6.000000212225132e-06,1.2000000424450263e-05,3.999999989900971e-06,7.000000096013537e-06,180264,0.0,0.0
2021-12-20 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,217551,0.0,0.0
