TIMESTAMP,STRIKE_OPEN_PRICE_USD,STRIKE_HIGH_PRICE_USD,STRIKE_LOW_PRICE_USD,STRIKE_CLOSE_PRICE_USD,STRIKE_VOLUME_USD,STRIKE_DIVIDENDS_USD,STRIKE_STOCK_SPLITS_USD
2025-03-20 00:00:00+00:00,0.00521400012075901,0.005249999929219484,0.004861999768763781,0.005109999794512987,26130,0.0,0.0
2025-03-21 00:00:00+00:00,0.005109999794512987,0.005206999834626913,0.004989999812096357,0.005150000099092722,20543,0.0,0.0
2025-03-22 00:00:00+00:00,0.005150000099092722,0.006496999878436327,0.005135999992489815,0.006202999968081713,87492,0.0,0.0
2025-03-23 00:00:00+00:00,0.006202999968081713,0.006202999968081713,0.00583200016990304,0.005907000042498112,68387,0.0,0.0
2025-03-24 00:00:00+00:00,0.005907000042498112,0.006453000009059906,0.005805999971926212,0.00585199985653162,251851,0.0,0.0
2025-03-25 00:00:00+00:00,0.0058559998869895935,0.006089000031352043,0.00571999978274107,0.005900000222027302,240478,0.0,0.0
2025-03-26 00:00:00+00:00,0.005900000222027302,0.005942999850958586,0.005384999793022871,0.005437999963760376,238736,0.0,0.0
2025-03-27 00:00:00+00:00,0.005437999963760376,0.005539999809116125,0.005224000196903944,0.0053170002065598965,246263,0.0,0.0
2025-03-28 00:00:00+00:00,0.0053170002065598965,0.005322999786585569,0.004786000121384859,0.004819999914616346,221919,0.0,0.0
2025-03-29 00:00:00+00:00,0.004819999914616346,0.004871000070124865,0.004122000187635422,0.00417400011792779,230342,0.0,0.0
2025-03-30 00:00:00+00:00,0.00417400011792779,0.004350999835878611,0.004141000099480152,0.004267000127583742,206343,0.0,0.0
2025-03-31 00:00:00+00:00,0.004267000127583742,0.004763999953866005,0.004267000127583742,0.004616000223904848,223462,0.0,0.0
2025-04-01 00:00:00+00:00,0.004616000223904848,0.004873999860137701,0.00459099980071187,0.004743000026792288,214096,0.0,0.0
2025-04-02 00:00:00+00:00,0.004741000011563301,0.005034999921917915,0.004569999873638153,0.004569999873638153,0,0.0,0.0
2025-04-03 00:00:00+00:00,0.004569999873638153,0.004569999873638153,0.00419399980455637,0.004292000085115433,0,0.0,0.0
2025-04-04 00:00:00+00:00,0.004292000085115433,0.0044120000675320625,0.004191000014543533,0.004337000194936991,0,0.0,0.0
2025-04-05 00:00:00+00:00,0.004337000194936991,0.004337000194936991,0.003657999914139509,0.0037120000924915075,23649,0.0,0.0
2025-04-06 00:00:00+00:00,0.0037120000924915075,0.0037189999129623175,0.0030640000477433205,0.0031169999856501818,30001,0.0,0.0
2025-04-07 00:00:00+00:00,0.0031169999856501818,0.003312000073492527,0.0028150000143796206,0.0032450000289827585,174963,0.0,0.0
2025-04-08 00:00:00+00:00,0.0032450000289827585,0.003447999944910407,0.003155000042170286,0.0032210000790655613,178577,0.0,0.0
2025-04-09 00:00:00+00:00,0.003220000071451068,0.004203000105917454,0.0031270000617951155,0.0040790000930428505,200524,0.0,0.0
2025-04-10 00:00:00+00:00,0.0040790000930428505,0.0040790000930428505,0.0037150001153349876,0.003944000229239464,151200,0.0,0.0
2025-04-11 00:00:00+00:00,0.003944000229239464,0.0042929998598992825,0.0038999998942017555,0.004253000020980835,193305,0.0,0.0
2025-04-12 00:00:00+00:00,0.004253000020980835,0.005078000016510487,0.004222999792546034,0.005028999876230955,195110,0.0,0.0
2025-04-13 00:00:00+00:00,0.005028999876230955,0.005106000229716301,0.004774999804794788,0.004889999981969595,187271,0.0,0.0
2025-04-14 00:00:00+00:00,0.004889999981969595,0.005148000083863735,0.00481799989938736,0.004858000203967094,142006,0.0,0.0
2025-04-15 00:00:00+00:00,0.004858000203967094,0.005045999772846699,0.004652000032365322,0.004674999974668026,137058,0.0,0.0
2025-04-16 00:00:00+00:00,0.004674999974668026,0.004951000213623047,0.004639999940991402,0.0048050000332295895,83544,0.0,0.0
2025-04-17 00:00:00+00:00,0.0048050000332295895,0.0049310000613331795,0.004732999950647354,0.00481700012460351,54725,0.0,0.0
2025-04-18 00:00:00+00:00,0.00481700012460351,0.004844999872148037,0.004743000026792288,0.004778999835252762,0,0.0,0.0
2025-04-19 00:00:00+00:00,0.004778999835252762,0.004933999851346016,0.004741000011563301,0.0048870001919567585,0,0.0,0.0
2025-04-20 00:00:00+00:00,0.0048870001919567585,0.0049589998088777065,0.0047610001638531685,0.004772000014781952,2985,0.0,0.0
2025-04-21 00:00:00+00:00,0.004772000014781952,0.004920999985188246,0.0045289997942745686,0.0045369998551905155,9067,0.0,0.0
2025-04-22 00:00:00+00:00,0.0045369998551905155,0.00482399994507432,0.0045369998551905155,0.004745999816805124,0,0.0,0.0
2025-04-23 00:00:00+00:00,0.004745999816805124,0.005305999889969826,0.004745999816805124,0.005034999921917915,0,0.0,0.0
2025-04-24 00:00:00+00:00,0.005034999921917915,0.005063999909907579,0.004825000185519457,0.004941999912261963,4536,0.0,0.0
2025-04-25 00:00:00+00:00,0.004941999912261963,0.0050929998978972435,0.00493700010702014,0.004980000201612711,3484,0.0,0.0
