,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.050153859761085835,0.22395057437096658,0.19825427071888044,0.10364544514537806,14817780.683356889,3849.387052941921,3407.7046770833335,0.0979219270092883,-1.6988164921786915
1,0.059352403862701145,0.2436234879126008,0.21809160862544855,0.12077694189908753,17535457.978967797,4187.536027184458,3748.679616935484,0.11373767252274565,-0.8330608473981633
2,0.0816702623989827,0.2857800944764745,0.26013875758560734,0.0998401740071099,24129206.615618046,4912.14887962672,4471.411325604839,0.09573581202183945,-1.3454105335064885
3,0.10216293393220315,0.3196293696333351,0.2697652033813306,0.11013902713458905,30183681.06810907,5493.967698131203,4636.874578124999,0.1053322933393855,-2.165592373058425
4,0.013558038524496384,0.11643899056800683,0.09214960171842616,0.02820617545698643,4005676.0642493553,2001.4185130175435,1583.9188054435483,0.027265435123577996,0.8379493090455259
5,0.04543486280062176,0.21315455144242584,0.18003533939534427,0.06283139918273527,20407326.622996155,4517.446914242176,3815.541755208333,0.060906172643830615,-0.5812868813961283
6,0.005561765453091722,0.07457724487463802,0.05768204617744238,0.04596180971490775,8316333.338205545,2883.8053571982878,2230.489954637097,0.04421193566136573,-0.1703659464065994
7,0.00902071108961645,0.09497742410497587,0.08194084684820664,0.08527341846287703,13488397.784196941,3672.6554132122087,3168.5479788306448,0.08107165142940881,-0.15663846853235053
8,0.003925157964970752,0.06265108111573775,0.05277581901623155,0.07877289530793471,12088057.369014332,3476.7883698917212,2928.765848214286,0.07490671860242462,-0.9361996288488417
9,0.0025697828151350836,0.05069302531054034,0.0430332109063785,0.06660578323348675,9028779.522868976,3004.7927587221347,2550.762736895162,0.06342506817867653,-0.07871417016287574
10,0.00043190752998745614,0.020782385088999197,0.017083361919154185,0.02657276326330511,1642141.109431567,1281.4605376021404,1053.3750677083333,0.025342317048839345,0.7373820405512816
11,0.004146615364409129,0.06439421840824787,0.05870867638554309,0.1273206817472451,15765695.34479573,3970.603901775614,3620.0281703629025,0.11925393108516023,-0.3871075997869071
Mean,0.03149902512477513,0.14755437060891238,0.1274715618898328,0.07966220954630356,14284044.4584842,3604.3342852955107,3101.3417095874133,0.07575924455554524,-0.5648217993065553
