TIMESTAMP,PEAQ_OPEN_PRICE_USD,PEAQ_HIGH_PRICE_USD,PEAQ_LOW_PRICE_USD,PEAQ_CLOSE_PRICE_USD,PEAQ_VOLUME_USD,PEAQ_DIVIDENDS_USD,PEAQ_STOCK_SPLITS_USD
2024-11-13 00:00:00+00:00,0.3583320081233978,0.3915260136127472,0.287321001291275,0.3348950147628784,61990151,0.0,0.0
2024-11-14 00:00:00+00:00,0.3349060118198395,0.34369799494743347,0.2572830021381378,0.2589989900588989,39406411,0.0,0.0
2024-11-15 00:00:00+00:00,0.2589940130710602,0.31827500462532043,0.24932900071144104,0.3003160059452057,34502563,0.0,0.0
2024-11-16 00:00:00+00:00,0.2969529926776886,0.31970399618148804,0.2798439860343933,0.2866719961166382,27027177,0.0,0.0
2024-11-17 00:00:00+00:00,0.28658801317214966,0.2892799973487854,0.25091299414634705,0.2519940137863159,29753636,0.0,0.0
2024-11-18 00:00:00+00:00,0.2519940137863159,0.26312100887298584,0.2224940061569214,0.23361800611019135,30595264,0.0,0.0
2024-11-19 00:00:00+00:00,0.23362499475479126,0.2992100119590759,0.22477899491786957,0.24382300674915314,43717502,0.0,0.0
2024-11-20 00:00:00+00:00,0.2438569962978363,0.24393899738788605,0.20209799706935883,0.2036149948835373,30850872,0.0,0.0
2024-11-21 00:00:00+00:00,0.20365199446678162,0.21565300226211548,0.200205996632576,0.21349899470806122,27673158,0.0,0.0
2024-11-22 00:00:00+00:00,0.21348600089550018,0.21536700427532196,0.18029500544071198,0.2001110017299652,28431615,0.0,0.0
2024-11-23 00:00:00+00:00,0.206277996301651,0.2412469983100891,0.18853899836540222,0.23085999488830566,29468743,0.0,0.0
2024-11-24 00:00:00+00:00,0.23086099326610565,0.2518880069255829,0.2177239954471588,0.24654799699783325,30529393,0.0,0.0
2024-11-25 00:00:00+00:00,0.24489599466323853,0.2906149923801422,0.23565000295639038,0.27617499232292175,33841421,0.0,0.0
2024-11-26 00:00:00+00:00,0.2769150137901306,0.2808389961719513,0.24962499737739563,0.2747499942779541,29832458,0.0,0.0
2024-11-27 00:00:00+00:00,0.2747589945793152,0.34241700172424316,0.2747560143470764,0.3270750045776367,39276356,0.0,0.0
2024-11-28 00:00:00+00:00,0.32820698618888855,0.33497700095176697,0.30011799931526184,0.3284589946269989,24811400,0.0,0.0
2024-11-29 00:00:00+00:00,0.3284600079059601,0.36533600091934204,0.32843199372291565,0.34922999143600464,36153057,0.0,0.0
2024-11-30 00:00:00+00:00,0.3521380126476288,0.39981499314308167,0.3504210114479065,0.39639198780059814,32860546,0.0,0.0
2024-12-01 00:00:00+00:00,0.39625900983810425,0.49154600501060486,0.3835560083389282,0.4818989932537079,49481389,0.0,0.0
2024-12-02 00:00:00+00:00,0.448727011680603,0.4645319879055023,0.37669500708580017,0.41771700978279114,41015284,0.0,0.0
2024-12-03 00:00:00+00:00,0.42242300510406494,0.44437700510025024,0.3903079926967621,0.42820098996162415,37725506,0.0,0.0
2024-12-04 00:00:00+00:00,0.4245240092277527,0.48257601261138916,0.41202500462532043,0.458730012178421,35361871,0.0,0.0
2024-12-05 00:00:00+00:00,0.45890700817108154,0.45974200963974,0.4194900095462799,0.4360780119895935,32785423,0.0,0.0
2024-12-06 00:00:00+00:00,0.4408780038356781,0.5311189889907837,0.4405969977378845,0.5261489748954773,45507380,0.0,0.0
