TIMESTAMP,GLINT28327_OPEN_PRICE_USD,GLINT28327_HIGH_PRICE_USD,GLINT28327_LOW_PRICE_USD,GLINT28327_CLOSE_PRICE_USD,GLINT28327_VOLUME_USD,GLINT28327_DIVIDENDS_USD,GLINT28327_STOCK_SPLITS_USD
2023-10-31 00:00:00+00:00,0.19200900197029114,0.20968499779701233,0.19194099307060242,0.20323799550533295,13812,0.0,0.0
2023-11-01 00:00:00+00:00,0.20323100686073303,0.21488000452518463,0.2016260027885437,0.21374399960041046,27700,0.0,0.0
2023-11-02 00:00:00+00:00,0.21378399431705475,0.21718700230121613,0.19228699803352356,0.20364899933338165,46644,0.0,0.0
2023-11-03 00:00:00+00:00,0.2036460041999817,0.20802000164985657,0.19366399943828583,0.2043129950761795,20758,0.0,0.0
2023-11-04 00:00:00+00:00,0.20431800186634064,0.20782999694347382,0.1977590024471283,0.19993600249290466,5556,0.0,0.0
2023-11-05 00:00:00+00:00,0.1999340057373047,0.20715400576591492,0.1939619928598404,0.196602001786232,14900,0.0,0.0
2023-11-06 00:00:00+00:00,0.19620700180530548,0.2166920006275177,0.19620700180530548,0.21219399571418762,43845,0.0,0.0
2023-11-07 00:00:00+00:00,0.21219700574874878,0.2211409956216812,0.2006639987230301,0.20450399816036224,36517,0.0,0.0
2023-11-08 00:00:00+00:00,0.20451100170612335,0.22174200415611267,0.20154599845409393,0.2123270034790039,41488,0.0,0.0
2023-11-09 00:00:00+00:00,0.21227100491523743,0.22060300409793854,0.20036299526691437,0.2046400010585785,34045,0.0,0.0
2023-11-10 00:00:00+00:00,0.2046709954738617,0.22656700015068054,0.19490200281143188,0.20345599949359894,62906,0.0,0.0
2023-11-11 00:00:00+00:00,0.20344600081443787,0.2041880041360855,0.18323299288749695,0.19557100534439087,42906,0.0,0.0
2023-11-12 00:00:00+00:00,0.19569000601768494,0.2056020051240921,0.18532000482082367,0.20490799844264984,27607,0.0,0.0
2023-11-13 00:00:00+00:00,0.2048570066690445,0.205268993973732,0.17229300737380981,0.17286500334739685,47219,0.0,0.0
