TIMESTAMP,ICHI_OPEN_PRICE_USD,ICHI_HIGH_PRICE_USD,ICHI_LOW_PRICE_USD,ICHI_CLOSE_PRICE_USD,ICHI_VOLUME_USD,ICHI_DIVIDENDS_USD,ICHI_STOCK_SPLITS_USD
2021-01-16 00:00:00+00:00,3.8640849590301514,4.113587856292725,3.6035280227661133,3.7618350982666016,55227,0.0,0.0
2021-01-17 00:00:00+00:00,3.761876106262207,4.300387859344482,3.670912981033325,4.029169082641602,40278,0.0,0.0
2021-01-18 00:00:00+00:00,4.029275894165039,4.839436054229736,3.9833788871765137,4.530031204223633,61522,0.0,0.0
2021-01-19 00:00:00+00:00,4.529918193817139,5.1120429039001465,4.523439884185791,4.860014915466309,44418,0.0,0.0
2021-01-20 00:00:00+00:00,4.86006498336792,4.957950115203857,4.362239837646484,4.957950115203857,15052,0.0,0.0
2021-01-21 00:00:00+00:00,4.9579291343688965,4.960104942321777,3.963404893875122,4.013132095336914,6163,0.0,0.0
2021-01-22 00:00:00+00:00,4.013327121734619,4.502388954162598,3.778095006942749,4.354751110076904,10466,0.0,0.0
2021-01-23 00:00:00+00:00,4.35455322265625,4.461327075958252,3.78057599067688,4.040493011474609,66048,0.0,0.0
2021-01-24 00:00:00+00:00,4.040427207946777,4.636631965637207,4.027936935424805,4.174798011779785,111233,0.0,0.0
2021-01-25 00:00:00+00:00,4.17469596862793,4.378005027770996,3.8013510704040527,3.832568883895874,15576,0.0,0.0
2021-01-26 00:00:00+00:00,3.832473039627075,4.064812183380127,3.676954984664917,4.011170864105225,11001,0.0,0.0
2021-01-27 00:00:00+00:00,4.011085033416748,4.4816460609436035,3.5962250232696533,4.0833048820495605,36182,0.0,0.0
2021-01-28 00:00:00+00:00,4.082869052886963,4.417430877685547,4.024744033813477,4.323527812957764,4802,0.0,0.0
2021-01-29 00:00:00+00:00,4.42556619644165,4.801782131195068,4.187997817993164,4.6238579750061035,11613,0.0,0.0
2021-01-30 00:00:00+00:00,4.623834133148193,4.680520057678223,4.317875862121582,4.319177150726318,41783,0.0,0.0
2021-01-31 00:00:00+00:00,4.319140911102295,4.319140911102295,3.6448590755462646,3.7533719539642334,65853,0.0,0.0
2021-02-01 00:00:00+00:00,3.753324031829834,3.9033870697021484,3.467556953430176,3.5434300899505615,86417,0.0,0.0
2021-02-02 00:00:00+00:00,3.543632984161377,4.199457168579102,3.5418848991394043,4.137112140655518,23040,0.0,0.0
2021-02-03 00:00:00+00:00,4.137143135070801,4.328719139099121,3.962902069091797,4.328719139099121,34776,0.0,0.0
2021-02-04 00:00:00+00:00,4.328731060028076,4.409414768218994,4.066122055053711,4.1453118324279785,7748,0.0,0.0
2021-02-05 00:00:00+00:00,4.145305156707764,4.509450912475586,4.0869221687316895,4.499050140380859,24232,0.0,0.0
2021-02-06 00:00:00+00:00,4.49903678894043,4.545083999633789,4.182270050048828,4.182633876800537,34884,0.0,0.0
2021-02-07 00:00:00+00:00,4.182610988616943,4.2321648597717285,3.901695966720581,4.2321648597717285,12054,0.0,0.0
2021-02-08 00:00:00+00:00,4.232154846191406,4.538386821746826,4.111367225646973,4.398959159851074,32664,0.0,0.0
2021-02-09 00:00:00+00:00,4.399075031280518,4.464544773101807,4.093995094299316,4.202516078948975,37440,0.0,0.0
2021-02-10 00:00:00+00:00,4.202287197113037,4.271851062774658,3.877898931503296,3.9477219581604004,77041,0.0,0.0
2021-02-11 00:00:00+00:00,3.947659969329834,4.085927963256836,3.8656721115112305,4.077024936676025,1542,0.0,0.0
2021-02-12 00:00:00+00:00,4.077077865600586,4.2892560958862305,3.977385997772217,4.250239849090576,1754,0.0,0.0
2021-02-13 00:00:00+00:00,4.250232219696045,4.310728073120117,4.081997871398926,4.169608116149902,3019,0.0,0.0
2021-02-14 00:00:00+00:00,4.169601917266846,4.244501113891602,3.9651780128479004,3.976301908493042,28570,0.0,0.0
2021-02-15 00:00:00+00:00,3.976351022720337,3.9779040813446045,3.1202220916748047,3.4728810787200928,338230,0.0,0.0
2021-02-16 00:00:00+00:00,3.473052978515625,3.517656087875366,3.3498499393463135,3.421523094177246,32127,0.0,0.0
2021-02-17 00:00:00+00:00,3.4215900897979736,3.7758800983428955,3.3017170429229736,3.756803035736084,15797,0.0,0.0
2021-02-18 00:00:00+00:00,3.7568230628967285,7.897040843963623,3.7557458877563477,7.294064044952393,317231,0.0,0.0
2021-02-19 00:00:00+00:00,7.294175148010254,8.551271438598633,6.194256782531738,8.381841659545898,558367,0.0,0.0
2021-02-20 00:00:00+00:00,8.382209777832031,8.528322219848633,6.956873893737793,7.114274978637695,239891,0.0,0.0
2021-02-21 00:00:00+00:00,7.114329814910889,7.290312767028809,5.805074214935303,6.1754631996154785,183208,0.0,0.0
2021-02-22 00:00:00+00:00,6.175315856933594,6.186417102813721,5.142176151275635,5.618823051452637,63505,0.0,0.0
2021-02-23 00:00:00+00:00,5.62382698059082,6.17046594619751,4.065792083740234,5.764565944671631,559967,0.0,0.0
2021-02-24 00:00:00+00:00,5.764469146728516,6.562384128570557,5.581437110900879,6.303181171417236,93419,0.0,0.0
2021-02-25 00:00:00+00:00,6.303064823150635,6.803062915802002,6.059342861175537,6.478597164154053,69378,0.0,0.0
2021-02-26 00:00:00+00:00,6.478394985198975,7.0376057624816895,5.34933614730835,5.796871185302734,277012,0.0,0.0
2021-02-27 00:00:00+00:00,5.796686172485352,6.5799880027771,5.796686172485352,6.2493109703063965,94511,0.0,0.0
2021-02-28 00:00:00+00:00,6.249345779418945,6.253180980682373,5.41172981262207,5.893554210662842,39150,0.0,0.0
2021-03-01 00:00:00+00:00,5.893547058105469,6.698418140411377,5.791007041931152,6.698418140411377,83430,0.0,0.0
2021-03-02 00:00:00+00:00,6.698638916015625,7.005201816558838,5.922575950622559,6.288400173187256,181424,0.0,0.0
2021-03-03 00:00:00+00:00,6.288311004638672,7.888917922973633,6.2734880447387695,6.7622480392456055,287399,0.0,0.0
2021-03-04 00:00:00+00:00,6.761806011199951,7.081368923187256,6.382195949554443,6.83403205871582,13972,0.0,0.0
2021-03-05 00:00:00+00:00,6.834253787994385,6.834253787994385,6.335011005401611,6.472968101501465,60769,0.0,0.0
2021-03-06 00:00:00+00:00,6.4730048179626465,6.737084865570068,5.95471715927124,6.565311908721924,120791,0.0,0.0
2021-03-07 00:00:00+00:00,6.565316200256348,6.649949073791504,6.210543155670166,6.5640339851379395,57057,0.0,0.0
2021-03-08 00:00:00+00:00,6.563714027404785,7.077660083770752,6.461283206939697,7.077660083770752,46570,0.0,0.0
2021-03-09 00:00:00+00:00,7.078063011169434,7.159390926361084,6.893898010253906,7.0378851890563965,46202,0.0,0.0
2021-03-10 00:00:00+00:00,7.037957191467285,7.194039821624756,6.681461811065674,6.745203018188477,56501,0.0,0.0
2021-03-11 00:00:00+00:00,6.745266914367676,7.451933860778809,6.660478115081787,7.365132808685303,99024,0.0,0.0
2021-03-12 00:00:00+00:00,7.365332126617432,8.203105926513672,7.277835845947266,8.202386856079102,275546,0.0,0.0
2021-03-13 00:00:00+00:00,8.202324867248535,9.275674819946289,8.027746200561523,9.198347091674805,60938,0.0,0.0
2021-03-14 00:00:00+00:00,9.198488235473633,10.268750190734863,9.053380012512207,10.159392356872559,81495,0.0,0.0
2021-03-15 00:00:00+00:00,10.159527778625488,10.619359970092773,9.505017280578613,9.707159042358398,157691,0.0,0.0
2021-03-16 00:00:00+00:00,9.707000732421875,9.908930778503418,9.343670845031738,9.885197639465332,36941,0.0,0.0
2021-03-17 00:00:00+00:00,9.8853178024292,10.738783836364746,9.614433288574219,10.70900821685791,42294,0.0,0.0
