TIMESTAMP,MINI31227_OPEN_PRICE_USD,MINI31227_HIGH_PRICE_USD,MINI31227_LOW_PRICE_USD,MINI31227_CLOSE_PRICE_USD,MINI31227_VOLUME_USD,MINI31227_DIVIDENDS_USD,MINI31227_STOCK_SPLITS_USD
2024-05-14 00:00:00+00:00,0.016831999644637108,0.01686600036919117,0.008821999654173851,0.010733000002801418,5852048,0.0,0.0
2024-05-15 00:00:00+00:00,0.010695000179111958,0.02053700014948845,0.009562999941408634,0.014804000034928322,5981026,0.0,0.0
2024-05-16 00:00:00+00:00,0.016435999423265457,0.019843999296426773,0.012257999740540981,0.014852000400424004,5113961,0.0,0.0
2024-05-17 00:00:00+00:00,0.01580600067973137,0.03103799931704998,0.015550999902188778,0.024934999644756317,10702716,0.0,0.0
2024-05-18 00:00:00+00:00,0.025442000478506088,0.028584999963641167,0.016220999881625175,0.018252000212669373,7117234,0.0,0.0
2024-05-19 00:00:00+00:00,0.01948699913918972,0.022360999137163162,0.01471100002527237,0.01590299978852272,6164906,0.0,0.0
2024-05-20 00:00:00+00:00,0.016049999743700027,0.02170499972999096,0.014491000212728977,0.014895999804139137,5916713,0.0,0.0
2024-05-21 00:00:00+00:00,0.01489999983459711,0.023883000016212463,0.014810999855399132,0.02204900048673153,6092763,0.0,0.0
2024-05-22 00:00:00+00:00,0.021916000172495842,0.028875000774860382,0.02012600004673004,0.02399599924683571,7136832,0.0,0.0
2024-05-23 00:00:00+00:00,0.02396799996495247,0.02744000032544136,0.020275000482797623,0.027096999809145927,5046708,0.0,0.0
2024-05-24 00:00:00+00:00,0.026218000799417496,0.029885999858379364,0.021531999111175537,0.025387000292539597,4024647,0.0,0.0
2024-05-25 00:00:00+00:00,0.025387000292539597,0.025800000876188278,0.017640000209212303,0.0190459992736578,6835892,0.0,0.0
2024-05-26 00:00:00+00:00,0.018720999360084534,0.019872000440955162,0.01272599957883358,0.013369999825954437,7359145,0.0,0.0
2024-05-27 00:00:00+00:00,0.01439599972218275,0.016919000074267387,0.01066299993544817,0.011501999571919441,7341988,0.0,0.0
2024-05-28 00:00:00+00:00,0.012507000006735325,0.014058999717235565,0.01039899978786707,0.012265999801456928,5160588,0.0,0.0
2024-05-29 00:00:00+00:00,0.011959999799728394,0.012509999796748161,0.007747999858111143,0.008957999758422375,6356236,0.0,0.0
2024-05-30 00:00:00+00:00,0.00875100027769804,0.009445000439882278,0.00621700007468462,0.006639000028371811,3497057,0.0,0.0
2024-05-31 00:00:00+00:00,0.006769999861717224,0.009065000340342522,0.006306999828666449,0.008855000138282776,3161881,0.0,0.0
2024-06-01 00:00:00+00:00,0.010072000324726105,0.011189999990165234,0.00760400015860796,0.009464999660849571,4016881,0.0,0.0
2024-06-02 00:00:00+00:00,0.00950899999588728,0.010587000288069248,0.007482999935746193,0.007745000068098307,2142608,0.0,0.0
2024-06-03 00:00:00+00:00,0.008159000426530838,0.009901000186800957,0.006686000153422356,0.009901000186800957,3351204,0.0,0.0
2024-06-04 00:00:00+00:00,0.009302999824285507,0.013602999970316887,0.008984999731183052,0.012508999556303024,5267837,0.0,0.0
2024-06-05 00:00:00+00:00,0.01275699958205223,0.018572000786662102,0.011904999613761902,0.015678999945521355,3763969,0.0,0.0
2024-06-06 00:00:00+00:00,0.015471000224351883,0.0156870000064373,0.010742999613285065,0.01130099967122078,2369599,0.0,0.0
2024-06-07 00:00:00+00:00,0.010742000304162502,0.015510999597609043,0.009852999821305275,0.010180000215768814,4055629,0.0,0.0
2024-06-08 00:00:00+00:00,0.010180000215768814,0.011134999804198742,0.008426999673247337,0.008662999607622623,2465305,0.0,0.0
2024-06-09 00:00:00+00:00,0.008671999908983707,0.011939000338315964,0.00851299986243248,0.01003200002014637,2209533,0.0,0.0
2024-06-10 00:00:00+00:00,0.010466000065207481,0.012795000337064266,0.009367999620735645,0.010843999683856964,2811014,0.0,0.0
2024-06-11 00:00:00+00:00,0.010843999683856964,0.010941999964416027,0.008677000179886818,0.009158000349998474,1685623,0.0,0.0
2024-06-12 00:00:00+00:00,0.009165000170469284,0.009289000183343887,0.0074280002154409885,0.008040999993681908,1764875,0.0,0.0
2024-06-13 00:00:00+00:00,0.008040999993681908,0.008310000412166119,0.005760999862104654,0.005987000185996294,1946356,0.0,0.0
2024-06-14 00:00:00+00:00,0.005987000185996294,0.0063749998807907104,0.004300999920815229,0.004681999795138836,1568572,0.0,0.0
2024-06-15 00:00:00+00:00,0.004681999795138836,0.0057310000993311405,0.004267999902367592,0.005415000021457672,1472197,0.0,0.0
2024-06-16 00:00:00+00:00,0.005415000021457672,0.006306999828666449,0.004856999963521957,0.0056929998099803925,1396847,0.0,0.0
2024-06-17 00:00:00+00:00,0.0056929998099803925,0.005729000084102154,0.0038799999747425318,0.004459999967366457,1587349,0.0,0.0
2024-06-18 00:00:00+00:00,0.004478999879211187,0.004478999879211187,0.0031649998854845762,0.0036830001045018435,1664820,0.0,0.0
2024-06-19 00:00:00+00:00,0.0036830001045018435,0.004308999981731176,0.003129000077024102,0.0031580000650137663,783492,0.0,0.0
2024-06-20 00:00:00+00:00,0.0031580000650137663,0.0034759999252855778,0.003046999918296933,0.0031049998942762613,832283,0.0,0.0
2024-06-21 00:00:00+00:00,0.0031049998942762613,0.003246000036597252,0.0029200001154094934,0.0031930000986903906,727072,0.0,0.0
2024-06-22 00:00:00+00:00,0.0031930000986903906,0.0032279998995363712,0.003082999959588051,0.003135999897494912,587634,0.0,0.0
2024-06-23 00:00:00+00:00,0.003140999935567379,0.003234999952837825,0.0027149999514222145,0.002730000065639615,734414,0.0,0.0
2024-06-24 00:00:00+00:00,0.002730000065639615,0.0034030000679194927,0.0027209999971091747,0.0033519999124109745,802033,0.0,0.0
2024-06-25 00:00:00+00:00,0.0033519999124109745,0.005636999849230051,0.0029619999695569277,0.0040259999223053455,1079990,0.0,0.0
2024-06-26 00:00:00+00:00,0.0040259999223053455,0.005429999902844429,0.0035520000383257866,0.004031000193208456,835761,0.0,0.0
2024-06-27 00:00:00+00:00,0.004031000193208456,0.005367999896407127,0.0028830000665038824,0.0052189999260008335,1130161,0.0,0.0
2024-06-28 00:00:00+00:00,0.0052189999260008335,0.005894999951124191,0.003636999987065792,0.003636999987065792,770136,0.0,0.0
2024-06-29 00:00:00+00:00,0.003636999987065792,0.006132000125944614,0.0036329999566078186,0.003891000058501959,673025,0.0,0.0
2024-06-30 00:00:00+00:00,0.003891000058501959,0.0039029999170452356,0.0035639998968690634,0.0037070000544190407,679823,0.0,0.0
2024-07-01 00:00:00+00:00,0.003700000001117587,0.006304999813437462,0.00368599989451468,0.0048940000124275684,655522,0.0,0.0
2024-07-02 00:00:00+00:00,0.0048940000124275684,0.005475999787449837,0.004656999837607145,0.005080000031739473,536186,0.0,0.0
2024-07-03 00:00:00+00:00,0.005080000031739473,0.005080000031739473,0.0028589998837560415,0.003217000048607588,705965,0.0,0.0
2024-07-04 00:00:00+00:00,0.003217000048607588,0.003324999939650297,0.002560999942943454,0.0028200000524520874,308198,0.0,0.0
2024-07-05 00:00:00+00:00,0.00279999990016222,0.0032579998951405287,0.0024739999789744616,0.003019999945536256,309672,0.0,0.0
2024-07-06 00:00:00+00:00,0.003019999945536256,0.003872999921441078,0.0028669999446719885,0.0035389999393373728,261197,0.0,0.0
2024-07-07 00:00:00+00:00,0.0035389999393373728,0.003633999964222312,0.0026110000908374786,0.002623999956995249,306095,0.0,0.0
2024-07-08 00:00:00+00:00,0.002623999956995249,0.003352999920025468,0.002334000077098608,0.0027230000123381615,308275,0.0,0.0
2024-07-09 00:00:00+00:00,0.0027489999774843454,0.003657999914139509,0.002452000044286251,0.003409000113606453,361292,0.0,0.0
2024-07-10 00:00:00+00:00,0.003409000113606453,0.0036869999021291733,0.0027119999285787344,0.002954999916255474,151703,0.0,0.0
2024-07-11 00:00:00+00:00,0.002954999916255474,0.0029909999575465918,0.002435999922454357,0.00254100002348423,220284,0.0,0.0
2024-07-12 00:00:00+00:00,0.00254100002348423,0.002662000013515353,0.0023449999280273914,0.0024309998843818903,191356,0.0,0.0
2024-07-13 00:00:00+00:00,0.002437999937683344,0.002498999936506152,0.002188999904319644,0.0023380001075565815,253467,0.0,0.0
2024-07-14 00:00:00+00:00,0.0023380001075565815,0.002828999888151884,0.0021089999936521053,0.002739999908953905,350372,0.0,0.0
2024-07-15 00:00:00+00:00,0.002733000088483095,0.004672999959439039,0.002638000063598156,0.004435999784618616,796108,0.0,0.0
