TIMESTAMP,AIX_OPEN_PRICE_USD,AIX_HIGH_PRICE_USD,AIX_LOW_PRICE_USD,AIX_CLOSE_PRICE_USD,AIX_VOLUME_USD,AIX_DIVIDENDS_USD,AIX_STOCK_SPLITS_USD
2018-01-11 00:00:00+00:00,3.8176701068878174,5.4651899337768555,3.2121200561523438,4.062920093536377,16206500,0.0,0.0
2018-01-12 00:00:00+00:00,3.9009900093078613,4.144489765167236,3.0864100456237793,3.582089900970459,8790030,0.0,0.0
2018-01-13 00:00:00+00:00,3.5857601165771484,3.7599000930786133,2.440340042114258,3.0701000690460205,4040430,0.0,0.0
2018-01-14 00:00:00+00:00,2.849400043487549,2.944200038909912,1.4571399688720703,2.6265499591827393,3016600,0.0,0.0
2018-01-15 00:00:00+00:00,2.5342400074005127,2.559109926223755,1.6751400232315063,1.7580699920654297,2243500,0.0,0.0
2018-01-16 00:00:00+00:00,1.7641799449920654,2.099940061569214,1.0787700414657593,1.7432600259780884,2199310,0.0,0.0
2018-01-17 00:00:00+00:00,1.7935800552368164,1.936020016670227,1.2677799463272095,1.8441499471664429,842707,0.0,0.0
2018-01-18 00:00:00+00:00,1.8589400053024292,2.0665299892425537,1.5049400329589844,1.7548500299453735,1017410,0.0,0.0
2018-01-19 00:00:00+00:00,1.752810001373291,1.7593200206756592,1.3590799570083618,1.4332799911499023,982671,0.0,0.0
2018-01-20 00:00:00+00:00,1.4287099838256836,1.7662099599838257,1.3002699613571167,1.7231700420379639,950751,0.0,0.0
2018-01-21 00:00:00+00:00,1.7190099954605103,1.785599946975708,1.2906099557876587,1.3486700057983398,636360,0.0,0.0
2018-01-22 00:00:00+00:00,1.3656699657440186,1.492609977722168,0.9770950078964233,1.0291600227355957,558638,0.0,0.0
2018-01-23 00:00:00+00:00,1.0410399436950684,1.2240300178527832,0.9344810247421265,1.0818400382995605,477971,0.0,0.0
2018-01-24 00:00:00+00:00,1.0990099906921387,1.1516400575637817,0.844215989112854,0.9432860016822815,743000,0.0,0.0
2018-01-25 00:00:00+00:00,0.9797329902648926,1.0360900163650513,0.8251969814300537,0.88987797498703,423594,0.0,0.0
2018-01-26 00:00:00+00:00,0.8825470209121704,1.4736900329589844,0.8032940030097961,1.4462800025939941,1349420,0.0,0.0
2018-01-27 00:00:00+00:00,1.4561599493026733,1.5757100582122803,1.2151700258255005,1.5105500221252441,949416,0.0,0.0
2018-01-28 00:00:00+00:00,1.5322699546813965,1.5836100578308105,1.2026300430297852,1.2557899951934814,556519,0.0,0.0
2018-01-29 00:00:00+00:00,1.2536100149154663,1.3737000226974487,1.038599967956543,1.0918999910354614,494415,0.0,0.0
2018-01-30 00:00:00+00:00,1.0924700498580933,1.1555800437927246,0.8528550267219543,0.9145659804344177,333314,0.0,0.0
2018-01-31 00:00:00+00:00,0.9166679978370667,1.027959942817688,0.8683760166168213,1.0242999792099,287007,0.0,0.0
2018-02-01 00:00:00+00:00,1.026729941368103,1.1099799871444702,0.7808560132980347,0.8651160001754761,213586,0.0,0.0
2018-02-02 00:00:00+00:00,0.8308590054512024,0.9495329856872559,0.6458640098571777,0.7804710268974304,306518,0.0,0.0
2018-02-03 00:00:00+00:00,0.7842640280723572,0.9742479920387268,0.7258149981498718,0.8513330221176147,171525,0.0,0.0
2018-02-04 00:00:00+00:00,0.8515369892120361,0.8525639772415161,0.6685979962348938,0.6875920295715332,111660,0.0,0.0
2018-02-05 00:00:00+00:00,0.681052029132843,0.7186030149459839,0.4053339958190918,0.509090006351471,165758,0.0,0.0
2018-02-06 00:00:00+00:00,0.510250985622406,0.5677980184555054,0.3471730053424835,0.5660719871520996,189492,0.0,0.0
2018-02-07 00:00:00+00:00,0.5567129850387573,0.6046779751777649,0.4632759988307953,0.4849439859390259,122068,0.0,0.0
2018-02-08 00:00:00+00:00,0.4811980128288269,0.6099640130996704,0.4780159890651703,0.5608109831809998,89156,0.0,0.0
2018-02-09 00:00:00+00:00,0.5620260238647461,0.5991179943084717,0.5069389939308167,0.5554929971694946,153154,0.0,0.0
2018-02-10 00:00:00+00:00,0.5556520223617554,0.6197280287742615,0.48896101117134094,0.5755419731140137,196533,0.0,0.0
2018-02-11 00:00:00+00:00,0.5748839974403381,0.5781819820404053,0.48624199628829956,0.5132039785385132,92536,0.0,0.0
2018-02-12 00:00:00+00:00,0.515887975692749,0.6093199849128723,0.515887975692749,0.589851975440979,81961,0.0,0.0
2018-02-13 00:00:00+00:00,0.5904729962348938,0.6036750078201294,0.5432400107383728,0.5576120018959045,58918,0.0,0.0
2018-02-14 00:00:00+00:00,0.5569729804992676,0.6351400017738342,0.5555210113525391,0.6310369968414307,170355,0.0,0.0
2018-02-15 00:00:00+00:00,0.6312649846076965,0.668927013874054,0.6139330267906189,0.6418250203132629,102051,0.0,0.0
2018-02-16 00:00:00+00:00,0.6403020024299622,0.6581540107727051,0.519199013710022,0.5623300075531006,120196,0.0,0.0
2018-02-17 00:00:00+00:00,0.5427539944648743,0.6042100191116333,0.5399850010871887,0.5509030222892761,109908,0.0,0.0
2018-02-18 00:00:00+00:00,0.5519859790802002,0.5657029747962952,0.503117024898529,0.5314919948577881,68356,0.0,0.0
2018-02-19 00:00:00+00:00,0.5294060111045837,0.5444759726524353,0.46085700392723083,0.48601698875427246,127800,0.0,0.0
2018-02-20 00:00:00+00:00,0.47442400455474854,0.5063440203666687,0.41787999868392944,0.4270240068435669,65421,0.0,0.0
2018-02-21 00:00:00+00:00,0.4197610020637512,0.4468800127506256,0.3879449963569641,0.39638200402259827,35707,0.0,0.0
2018-02-22 00:00:00+00:00,0.3954319953918457,0.4668079912662506,0.3781389892101288,0.4441480040550232,98691,0.0,0.0
2018-02-23 00:00:00+00:00,0.42947399616241455,0.5295330286026001,0.4046509861946106,0.4495390057563782,106656,0.0,0.0
2018-02-24 00:00:00+00:00,0.4489330053329468,0.506138026714325,0.41955500841140747,0.4521999955177307,27693,0.0,0.0
2018-02-25 00:00:00+00:00,0.45114201307296753,0.46373099088668823,0.40693798661231995,0.4224259853363037,21096,0.0,0.0
2018-02-26 00:00:00+00:00,0.42265400290489197,0.45604199171066284,0.36350899934768677,0.429984986782074,186686,0.0,0.0
2018-02-27 00:00:00+00:00,0.4021669924259186,0.4544239938259125,0.38862401247024536,0.41529199481010437,60880,0.0,0.0
2018-02-28 00:00:00+00:00,0.41583898663520813,0.43598899245262146,0.372965008020401,0.372965008020401,55055,0.0,0.0
