TIMESTAMP,NGM_OPEN_PRICE_USD,NGM_HIGH_PRICE_USD,NGM_LOW_PRICE_USD,NGM_CLOSE_PRICE_USD,NGM_VOLUME_USD,NGM_DIVIDENDS_USD,NGM_STOCK_SPLITS_USD
2021-01-20 00:00:00+00:00,0.8325179815292358,1.0449910163879395,0.7711179852485657,0.8413699865341187,5286680,0.0,0.0
2021-01-21 00:00:00+00:00,0.8413770198822021,1.0005910396575928,0.7511889934539795,0.8141480088233948,1996208,0.0,0.0
2021-01-22 00:00:00+00:00,0.8141520023345947,0.8740910291671753,0.7086210250854492,0.8030750155448914,1180836,0.0,0.0
2021-01-23 00:00:00+00:00,0.802981972694397,0.8662390112876892,0.715241014957428,0.7406200170516968,615055,0.0,0.0
2021-01-24 00:00:00+00:00,0.7406110167503357,0.7620840072631836,0.6856560111045837,0.7323309779167175,493329,0.0,0.0
2021-01-25 00:00:00+00:00,0.7323359847068787,0.7913389801979065,0.7226279973983765,0.7671520113945007,621392,0.0,0.0
2021-01-26 00:00:00+00:00,0.7671779990196228,0.7711340188980103,0.6922469735145569,0.7139779925346375,544864,0.0,0.0
2021-01-27 00:00:00+00:00,0.7139710187911987,0.7253109812736511,0.576994001865387,0.6486380100250244,764634,0.0,0.0
2021-01-28 00:00:00+00:00,0.6486420035362244,0.6838729977607727,0.6031479835510254,0.6695380210876465,433051,0.0,0.0
2021-01-29 00:00:00+00:00,0.6696320176124573,0.6747750043869019,0.5813860297203064,0.6688539981842041,591971,0.0,0.0
2021-01-30 00:00:00+00:00,0.6688249707221985,0.7057049870491028,0.6172369718551636,0.7048029899597168,566698,0.0,0.0
2021-01-31 00:00:00+00:00,0.7047749757766724,0.8242729902267456,0.6934570074081421,0.7778480052947998,645561,0.0,0.0
2021-02-01 00:00:00+00:00,0.7778279781341553,0.7784550189971924,0.6350589990615845,0.6911649703979492,504844,0.0,0.0
2021-02-02 00:00:00+00:00,0.6911460161209106,0.7278069853782654,0.660548985004425,0.7270140051841736,473067,0.0,0.0
2021-02-03 00:00:00+00:00,0.7270359992980957,0.7897210121154785,0.7224130034446716,0.7438730001449585,504008,0.0,0.0
2021-02-04 00:00:00+00:00,0.743852972984314,0.7562410235404968,0.678991973400116,0.7149500250816345,543285,0.0,0.0
2021-02-05 00:00:00+00:00,0.7149739861488342,0.7606719732284546,0.6814619898796082,0.7177069783210754,494823,0.0,0.0
2021-02-06 00:00:00+00:00,0.7176939845085144,0.7949960231781006,0.7060880064964294,0.7357190251350403,385734,0.0,0.0
2021-02-07 00:00:00+00:00,0.735729992389679,0.7401300072669983,0.7202479839324951,0.7317990064620972,263860,0.0,0.0
2021-02-08 00:00:00+00:00,0.731784999370575,0.7420790195465088,0.6923499703407288,0.7291150093078613,433319,0.0,0.0
2021-02-09 00:00:00+00:00,0.7291600108146667,0.7403900027275085,0.6811370253562927,0.722046971321106,459733,0.0,0.0
2021-02-10 00:00:00+00:00,0.7220879793167114,0.7667030096054077,0.6883299946784973,0.7639269828796387,500078,0.0,0.0
2021-02-11 00:00:00+00:00,0.7639690041542053,1.1114009618759155,0.7624210119247437,1.0085419416427612,1207266,0.0,0.0
2021-02-12 00:00:00+00:00,1.008470058441162,1.2189489603042603,0.8809000253677368,1.2170649766921997,997719,0.0,0.0
2021-02-13 00:00:00+00:00,1.2170560359954834,2.6022911071777344,1.1385780572891235,1.917462944984436,4859123,0.0,0.0
