,MSE,RMSE,MAE,MAPE,R2
0,0.0026338164999763695,0.051320721935455754,0.03969945723600666,0.053127927052456184,0.8572475528347496
1,0.0006648684025141313,0.025785042224400784,0.018755301313351617,0.029436446544640504,0.77418538595459
2,0.005853185406598963,0.07650611352433845,0.059586020699967754,0.05594028424661822,0.8523069267002741
3,0.004474876684720585,0.06689451909327539,0.04503668593809999,0.04196966839998531,0.7415875963021676
4,0.0015737172943855427,0.0396701058025504,0.026967909000103228,0.02493943781700079,-0.17764211164649524
5,0.0019706315831527856,0.0443917963496949,0.034361165534786645,0.031058985135755467,0.768896618261642
6,0.0015883135887636297,0.039853652138337706,0.03120594382424514,0.03635247890177545,0.5698016405841608
7,0.0005788638745161365,0.02405959007373435,0.018144221555090306,0.025758544372531902,0.9168136972941622
8,0.002348674937549258,0.04846312967142401,0.03736074947362499,0.04870915724368507,0.6053473651746848
9,0.0006186583795262794,0.024872844218671083,0.01895400817604837,0.02432335484697822,0.691603397071346
10,0.0009292943707211661,0.03048432992081614,0.023965438332409977,0.03341512049311966,0.7756481784478193
11,0.0010072213222438579,0.03173675034158126,0.023430300032785765,0.04986714418069343,0.866003518065113
Mean,0.0020201768620557257,0.04200321627452335,0.03145560009304337,0.037908212436270024,0.686816647087018
