TIMESTAMP,YBR_OPEN_PRICE_USD,YBR_HIGH_PRICE_USD,YBR_LOW_PRICE_USD,YBR_CLOSE_PRICE_USD,YBR_VOLUME_USD,YBR_DIVIDENDS_USD,YBR_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,0.10492800176143646,0.10811000317335129,0.10298100113868713,0.10671500116586685,47126,0.0,0.0
2024-12-25 00:00:00+00:00,0.10671500116586685,0.1077129989862442,0.10314399749040604,0.10404899716377258,41614,0.0,0.0
2024-12-26 00:00:00+00:00,0.10404899716377258,0.10482499748468399,0.09448599815368652,0.09907399863004684,53575,0.0,0.0
2024-12-27 00:00:00+00:00,0.09907399863004684,0.10474000126123428,0.08718299865722656,0.08876299858093262,88540,0.0,0.0
2024-12-28 00:00:00+00:00,0.08876299858093262,0.09002400189638138,0.08068899810314178,0.08550500124692917,71270,0.0,0.0
2024-12-29 00:00:00+00:00,0.08550500124692917,0.08551199734210968,0.06910400092601776,0.07037600129842758,101600,0.0,0.0
2024-12-30 00:00:00+00:00,0.07037600129842758,0.07539000362157822,0.06796900182962418,0.07388900220394135,55686,0.0,0.0
2024-12-31 00:00:00+00:00,0.07388900220394135,0.11342000216245651,0.07205100357532501,0.10569900274276733,207571,0.0,0.0
2025-01-01 00:00:00+00:00,0.10569900274276733,0.10569900274276733,0.08311399817466736,0.0879950001835823,64153,0.0,0.0
2025-01-02 00:00:00+00:00,0.0879950001835823,0.09802799671888351,0.08777999877929688,0.09388899803161621,88612,0.0,0.0
2025-01-03 00:00:00+00:00,0.09388899803161621,0.10214100033044815,0.08563999831676483,0.08652299642562866,67343,0.0,0.0
2025-01-04 00:00:00+00:00,0.08652299642562866,0.10553699731826782,0.08651799708604813,0.09018599987030029,91845,0.0,0.0
2025-01-05 00:00:00+00:00,0.09018599987030029,0.0929500013589859,0.08236200362443924,0.0843529999256134,55636,0.0,0.0
2025-01-06 00:00:00+00:00,0.0843529999256134,0.08501800149679184,0.07679499685764313,0.07762999832630157,64653,0.0,0.0
2025-01-07 00:00:00+00:00,0.07762999832630157,0.07764799892902374,0.06443700194358826,0.07050800323486328,98027,0.0,0.0
2025-01-08 00:00:00+00:00,0.07050800323486328,0.0708480030298233,0.062134999781847,0.06289000064134598,51487,0.0,0.0
2025-01-09 00:00:00+00:00,0.06289000064134598,0.06622900068759918,0.052062999457120895,0.05960499867796898,121496,0.0,0.0
2025-01-10 00:00:00+00:00,0.05960499867796898,0.05960499867796898,0.05278800055384636,0.05800199881196022,54712,0.0,0.0
2025-01-11 00:00:00+00:00,0.05800199881196022,0.05818700045347214,0.05481899902224541,0.05516799911856651,38110,0.0,0.0
2025-01-12 00:00:00+00:00,0.05516799911856651,0.05551400035619736,0.05219699814915657,0.05386799946427345,27890,0.0,0.0
2025-01-13 00:00:00+00:00,0.05386799946427345,0.05404200032353401,0.03132899850606918,0.03998199850320816,167218,0.0,0.0
2025-01-14 00:00:00+00:00,0.03998199850320816,0.04926599934697151,0.03901499882340431,0.0402970016002655,75039,0.0,0.0
2025-01-15 00:00:00+00:00,0.0402970016002655,0.04715000092983246,0.03725000098347664,0.04596300050616264,72692,0.0,0.0
2025-01-16 00:00:00+00:00,0.04596300050616264,0.05542699992656708,0.045857999473810196,0.05410800129175186,116065,0.0,0.0
2025-01-17 00:00:00+00:00,0.05410800129175186,0.06669300049543381,0.050645001232624054,0.061097998172044754,113416,0.0,0.0
2025-01-18 00:00:00+00:00,0.061097998172044754,0.06347499787807465,0.04526099935173988,0.050999999046325684,84656,0.0,0.0
2025-01-19 00:00:00+00:00,0.050999999046325684,0.051006998866796494,0.03483099862933159,0.039342001080513,92022,0.0,0.0
