TIMESTAMP,ASTRAFER_OPEN_PRICE_USD,ASTRAFER_HIGH_PRICE_USD,ASTRAFER_LOW_PRICE_USD,ASTRAFER_CLOSE_PRICE_USD,ASTRAFER_VOLUME_USD,ASTRAFER_DIVIDENDS_USD,ASTRAFER_STOCK_SPLITS_USD
2022-07-14 00:00:00+00:00,2.621891975402832,2.752146005630493,2.619488000869751,2.733099937438965,155014,0.0,0.0
2022-07-15 00:00:00+00:00,2.7331669330596924,2.8069241046905518,2.6890039443969727,2.7359070777893066,246816,0.0,0.0
2022-07-16 00:00:00+00:00,2.735869884490967,3.1571109294891357,2.685516119003296,3.126368999481201,374663,0.0,0.0
2022-07-17 00:00:00+00:00,3.1273839473724365,3.1273839473724365,2.832124948501587,2.887782096862793,286204,0.0,0.0
2022-07-18 00:00:00+00:00,2.887938976287842,3.1813371181488037,2.880445957183838,3.174022912979126,172719,0.0,0.0
2022-07-19 00:00:00+00:00,3.1735949516296387,3.210935115814209,3.0938210487365723,3.1409270763397217,141283,0.0,0.0
2022-07-20 00:00:00+00:00,3.1409170627593994,3.4088659286499023,3.0874149799346924,3.282949924468994,163395,0.0,0.0
2022-07-21 00:00:00+00:00,3.2829079627990723,3.4273641109466553,3.2209370136260986,3.4088339805603027,261025,0.0,0.0
2022-07-22 00:00:00+00:00,3.4090890884399414,3.5001180171966553,3.253817081451416,3.33782696723938,163809,0.0,0.0
2022-07-23 00:00:00+00:00,3.3376400470733643,3.4085519313812256,3.3011789321899414,3.361661911010742,95270,0.0,0.0
2022-07-24 00:00:00+00:00,3.361466884613037,3.423823118209839,3.340778112411499,3.3588531017303467,90480,0.0,0.0
2022-07-25 00:00:00+00:00,3.3588650226593018,3.3598339557647705,3.210897922515869,3.211127996444702,146595,0.0,0.0
2022-07-26 00:00:00+00:00,3.211050033569336,3.2614989280700684,3.0257489681243896,3.1340270042419434,185639,0.0,0.0
2022-07-27 00:00:00+00:00,3.1342599391937256,3.3717989921569824,3.1163110733032227,3.371783971786499,154105,0.0,0.0
2022-07-28 00:00:00+00:00,3.3717589378356934,3.4126930236816406,3.2200140953063965,3.382775068283081,195180,0.0,0.0
2022-07-29 00:00:00+00:00,3.382805109024048,3.489448070526123,3.3588368892669678,3.4229180812835693,182442,0.0,0.0
2022-07-30 00:00:00+00:00,3.4229860305786133,3.5178558826446533,3.3860270977020264,3.41436505317688,108988,0.0,0.0
2022-07-31 00:00:00+00:00,3.4140849113464355,3.5453310012817383,3.4140849113464355,3.493441104888916,116050,0.0,0.0
2022-08-01 00:00:00+00:00,3.4933409690856934,3.5343000888824463,3.4223029613494873,3.4538049697875977,115710,0.0,0.0
2022-08-02 00:00:00+00:00,3.453763961791992,3.4839119911193848,3.3413610458374023,3.3982720375061035,101409,0.0,0.0
2022-08-03 00:00:00+00:00,3.398102045059204,3.47837495803833,3.3395159244537354,3.432255983352661,112778,0.0,0.0
2022-08-04 00:00:00+00:00,3.4321959018707275,3.505197048187256,3.4321959018707275,3.4802520275115967,126437,0.0,0.0
2022-08-05 00:00:00+00:00,3.4801840782165527,3.624213933944702,3.4801840782165527,3.624213933944702,121370,0.0,0.0
2022-08-06 00:00:00+00:00,3.624147891998291,3.7418909072875977,3.6031479835510254,3.640561103820801,104247,0.0,0.0
2022-08-07 00:00:00+00:00,3.640575885772705,3.7836570739746094,3.609257936477661,3.7415590286254883,87037,0.0,0.0
2022-08-08 00:00:00+00:00,3.741554021835327,3.8936901092529297,3.7374749183654785,3.8110790252685547,72086,0.0,0.0
2022-08-09 00:00:00+00:00,3.8113510608673096,3.8255488872528076,3.6453990936279297,3.7140231132507324,78562,0.0,0.0
2022-08-10 00:00:00+00:00,3.7138190269470215,3.9977469444274902,3.6661159992218018,3.9977469444274902,106230,0.0,0.0
2022-08-11 00:00:00+00:00,3.9980618953704834,4.042905807495117,3.754477024078369,3.763474941253662,83916,0.0,0.0
2022-08-12 00:00:00+00:00,3.7634730339050293,3.831644058227539,3.7489919662475586,3.831644058227539,39709,0.0,0.0
2022-08-13 00:00:00+00:00,3.831974983215332,4.061316013336182,3.8254969120025635,3.9637749195098877,84971,0.0,0.0
2022-08-14 00:00:00+00:00,3.9642839431762695,3.9876389503479004,3.8349769115448,3.8550570011138916,58985,0.0,0.0
2022-08-15 00:00:00+00:00,3.8545589447021484,3.9371490478515625,3.7518301010131836,3.8187010288238525,80064,0.0,0.0
2022-08-16 00:00:00+00:00,3.818150043487549,3.8856470584869385,3.778657913208008,3.8129069805145264,55688,0.0,0.0
2022-08-17 00:00:00+00:00,3.8128750324249268,3.8798539638519287,0.0,3.666153907775879,42772,0.0,0.0
2022-08-18 00:00:00+00:00,3.666023015975952,3.921562910079956,3.620270013809204,3.7413599491119385,91581,0.0,0.0
2022-08-19 00:00:00+00:00,3.740488052368164,3.833786964416504,3.430367946624756,3.4305450916290283,213970,0.0,0.0
2022-08-20 00:00:00+00:00,3.4286069869995117,3.499155044555664,3.233182907104492,3.2860260009765625,74332,0.0,0.0
2022-08-21 00:00:00+00:00,3.2860000133514404,3.518688917160034,3.285093069076538,3.4742650985717773,52018,0.0,0.0
2022-08-22 00:00:00+00:00,3.4748620986938477,3.7723491191864014,3.310492992401123,3.5199310779571533,224134,0.0,0.0
2022-08-23 00:00:00+00:00,3.5189170837402344,3.6738390922546387,3.512877941131592,3.644200086593628,118708,0.0,0.0
2022-08-24 00:00:00+00:00,3.644505023956299,3.695923089981079,3.553194999694824,3.634805917739868,56280,0.0,0.0
2022-08-25 00:00:00+00:00,3.634129047393799,3.6926660537719727,3.5448310375213623,3.5589818954467773,93787,0.0,0.0
2022-08-26 00:00:00+00:00,3.5586769580841064,3.5586769580841064,3.2505950927734375,3.2540628910064697,96432,0.0,0.0
2022-08-27 00:00:00+00:00,3.254246950149536,3.4269559383392334,3.208746910095215,3.347543954849243,100275,0.0,0.0
2022-08-28 00:00:00+00:00,3.346998929977417,3.3542520999908447,3.1955790519714355,3.1955790519714355,44848,0.0,0.0
2022-08-29 00:00:00+00:00,3.195297956466675,3.3964478969573975,3.1679580211639404,3.393009901046753,57000,0.0,0.0
2022-08-30 00:00:00+00:00,3.3925349712371826,3.4410200119018555,3.2919180393218994,3.349961996078491,75822,0.0,0.0
2022-08-31 00:00:00+00:00,3.3499059677124023,3.4608540534973145,3.3499059677124023,3.383575916290283,63834,0.0,0.0
2022-09-01 00:00:00+00:00,3.38423490524292,3.4486401081085205,3.311034917831421,3.3958520889282227,100345,0.0,0.0
2022-09-02 00:00:00+00:00,3.3958659172058105,3.436069965362549,3.3376550674438477,3.363905906677246,43575,0.0,0.0
2022-09-03 00:00:00+00:00,3.3635940551757812,3.3747739791870117,3.332598924636841,3.3632700443267822,15278,0.0,0.0
2022-09-04 00:00:00+00:00,3.3632709980010986,3.443263053894043,3.3395090103149414,3.3698670864105225,49801,0.0,0.0
2022-09-05 00:00:00+00:00,3.369990110397339,3.3976640701293945,3.345700979232788,3.3793840408325195,42412,0.0,0.0
2022-09-06 00:00:00+00:00,3.3794639110565186,3.4592740535736084,3.2327780723571777,3.232978105545044,59203,0.0,0.0
