TIMESTAMP,ADJUSTED_CLOSE_PRICE_USD,OPEN_PRICE_USD,LOW_PRICE_USD,HIGH_PRICE_USD,VOLUME_USD,CLOSE_PRICE_USD
2021-11-21 00:00:00,5.093617916107178,4.304930210113525,4.298873901367188,5.143771171569824,18425741,5.093617916107178
2021-11-22 00:00:00,5.21242618560791,5.097217082977295,4.746260166168213,5.52923583984375,36829096,5.21242618560791
2021-11-23 00:00:00,5.725065231323242,5.206069946289063,5.206069946289063,5.9871320724487305,30735008,5.725065231323242
2021-11-24 00:00:00,5.343254089355469,5.724973201751709,5.216115951538086,7.193110942840576,26783557,5.343254089355469
2021-11-25 00:00:00,6.456357955932617,7.130325794219971,6.310058116912842,7.987998962402344,37010212,6.456357955932617
2021-11-26 00:00:00,5.655908107757568,7.436463832855225,5.556035995483398,7.907894134521484,41316732,5.655908107757568
2021-11-27 00:00:00,5.8524980545043945,5.650040149688721,5.540878772735596,6.3426008224487305,15597792,5.8524980545043945
2021-11-28 00:00:00,5.974047183990479,5.85739278793335,5.029283046722412,5.990241050720215,15510915,5.974047183990479
2021-11-29 00:00:00,5.43687105178833,5.973416805267334,5.223188877105713,6.050631046295166,20543567,5.43687105178833
2021-11-30 00:00:00,5.381362915039063,5.438168048858643,4.852513790130615,5.476263046264648,21263106,5.381362915039063
2021-12-01 00:00:00,4.994287967681885,5.323853015899658,4.664637088775635,5.325772762298584,23376215,4.994287967681885
2021-12-02 00:00:00,5.486255168914795,4.99721622467041,4.870430946350098,5.505335807800293,20587600,5.486255168914795
2021-12-03 00:00:00,4.576807022094727,5.495800018310547,4.5057477951049805,5.569063186645508,15922361,4.576807022094727
2021-12-04 00:00:00,3.9495060443878174,4.574543952941895,3.3966310024261475,4.613986968994141,33578653,3.9495060443878174
2021-12-05 00:00:00,3.8358330726623535,3.949044942855835,3.687592029571533,4.134188175201416,8266631,3.8358330726623535
2021-12-06 00:00:00,3.747003078460693,3.8277029991149902,3.253185987472534,3.8277029991149902,9931132,3.747003078460693
2021-12-07 00:00:00,3.534193992614746,3.7476320266723633,3.5323660373687744,3.834006071090698,5234296,3.534193992614746
2021-12-08 00:00:00,3.445842027664185,3.5344059467315674,3.3836419582366943,3.6416869163513184,4833898,3.445842027664185
2021-12-09 00:00:00,3.028160095214844,3.446336030960083,3.009516954421997,3.484910011291504,5408715,3.028160095214844
