TIMESTAMP,BTCAI_OPEN_PRICE_USD,BTCAI_HIGH_PRICE_USD,BTCAI_LOW_PRICE_USD,BTCAI_CLOSE_PRICE_USD,BTCAI_VOLUME_USD,BTCAI_DIVIDENDS_USD,BTCAI_STOCK_SPLITS_USD
2025-04-02 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,6483,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,651,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,165,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,5697,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,1722,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-06-01 00:00:00+00:00,1.1978500060339653e-13,1.2014320744865858e-13,1.1857199521281975e-13,1.2014320744865858e-13,24,0.0,0.0
