,MSE,MAE,RMSE,MAPE,R2
0,3258230.126610171,1421.2753515625006,1805.0568208813181,0.04006457984105153,0.4065666519895539
1,1177882.5737115752,879.2764213709673,1085.3029870554928,0.0253635923374901,0.8768705994851715
2,2135518.307409205,1188.1283518145158,1461.341270001366,0.0261566116097658,0.7924230492745853
3,3341715.183168696,1356.784895833333,1828.0358812585425,0.0299688345370684,0.6495288936792666
4,4001106.3709286475,1590.0779082661286,2000.2765736089216,0.0275962112400462,0.8381341772046561
5,3906208.8192023733,1521.5167343749993,1976.4131195684704,0.0254520291884224,0.6973225902682345
6,2823788.240048936,1193.2648706317202,1680.4131158881157,0.02446858536550467,0.602605443815723
7,1377393.5284689905,799.8580745967741,1173.6241001568562,0.0197519217881121,0.8818876513857502
8,2986017.7470290293,1200.9404706101186,1728.0097647377534,0.02949928754664043,0.5217158326569813
9,1783060.7425754324,1015.4931754032258,1335.312975513768,0.0244647874894697,0.7869686722989025
10,1226111.079095547,879.7261927083333,1107.29900166827,0.0215841723464518,0.8039152739066378
11,2027993.459185302,1089.3998437500004,1424.0763530040451,0.0342246946969395,0.8394052396753438
Mean,2503752.181452825,1177.9785242435512,1550.43016361191,0.02738294233224689,0.7247786729700673
