TIMESTAMP,SUNGOU_OPEN_PRICE_USD,SUNGOU_HIGH_PRICE_USD,SUNGOU_LOW_PRICE_USD,SUNGOU_CLOSE_PRICE_USD,SUNGOU_VOLUME_USD,SUNGOU_DIVIDENDS_USD,SUNGOU_STOCK_SPLITS_USD
2024-08-23 00:00:00+00:00,0.0002519999979995191,0.0005789999850094318,0.0002460000105202198,0.0004600000102072954,426122,0.0,0.0
2024-08-24 00:00:00+00:00,0.0004600000102072954,0.000645000021904707,0.0002010000025620684,0.0002589999930933118,352556,0.0,0.0
2024-08-25 00:00:00+00:00,0.0002589999930933118,0.0003060000017285347,0.00013000000035390258,0.00019299999985378236,91114,0.0,0.0
2024-08-26 00:00:00+00:00,0.00019299999985378236,0.00048600000445730984,0.00017600000137463212,0.000387999985832721,245293,0.0,0.0
2024-08-27 00:00:00+00:00,0.000387999985832721,0.0004149999876972288,0.00024199999461416155,0.00030300000798888505,89126,0.0,0.0
2024-08-28 00:00:00+00:00,0.00030300000798888505,0.0004330000083427876,0.00024900000425986946,0.0003279999946244061,62689,0.0,0.0
2024-08-29 00:00:00+00:00,0.0003279999946244061,0.0003480000013951212,0.00013899999612476677,0.00019299999985378236,74425,0.0,0.0
2024-08-30 00:00:00+00:00,0.00019299999985378236,0.00019299999985378236,0.00014099999680183828,0.00015799999528098851,21678,0.0,0.0
2024-08-31 00:00:00+00:00,0.00015799999528098851,0.0001720000000204891,0.00012799999967683107,0.0001720000000204891,10571,0.0,0.0
2024-09-01 00:00:00+00:00,0.0001720000000204891,0.00017299999308306724,0.00014899999951012433,0.00017299999308306724,7155,0.0,0.0
2024-09-02 00:00:00+00:00,0.00017299999308306724,0.00020900000527035445,0.00013600000238511711,0.00014000000373926014,31378,0.0,0.0
2024-09-03 00:00:00+00:00,0.00014000000373926014,0.00019999999494757503,7.300000288523734e-05,9.000000136438757e-05,111164,0.0,0.0
2024-09-04 00:00:00+00:00,9.000000136438757e-05,9.699999645818025e-05,7.699999696342275e-05,9.600000339560211e-05,9971,0.0,0.0
2024-09-05 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,6.199999916134402e-05,6.600000051548705e-05,11413,0.0,0.0
2024-09-06 00:00:00+00:00,6.600000051548705e-05,0.0001140000022132881,6.600000051548705e-05,8.299999899463728e-05,17523,0.0,0.0
2024-09-07 00:00:00+00:00,8.299999899463728e-05,9.600000339560211e-05,8.299999899463728e-05,9.600000339560211e-05,2790,0.0,0.0
2024-09-08 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,7.999999797903001e-05,8.099999831756577e-05,3257,0.0,0.0
2024-09-09 00:00:00+00:00,8.099999831756577e-05,9.40000027185306e-05,8.099999831756577e-05,8.900000102585182e-05,5555,0.0,0.0
2024-09-10 00:00:00+00:00,8.900000102585182e-05,0.00011899999663000926,7.200000254670158e-05,8.199999865610152e-05,14369,0.0,0.0
2024-09-11 00:00:00+00:00,8.199999865610152e-05,0.00010399999882793054,8.199999865610152e-05,9.000000136438757e-05,7746,0.0,0.0
2024-09-12 00:00:00+00:00,9.000000136438757e-05,9.600000339560211e-05,7.599999662488699e-05,9.600000339560211e-05,9059,0.0,0.0
2024-09-13 00:00:00+00:00,9.600000339560211e-05,9.699999645818025e-05,7.999999797903001e-05,8.199999865610152e-05,1861,0.0,0.0
2024-09-14 00:00:00+00:00,8.199999865610152e-05,8.499999967170879e-05,7.300000288523734e-05,7.599999662488699e-05,5146,0.0,0.0
2024-09-15 00:00:00+00:00,7.599999662488699e-05,7.79999973019585e-05,6.399999983841553e-05,6.600000051548705e-05,2413,0.0,0.0
2024-09-16 00:00:00+00:00,6.600000051548705e-05,7.999999797903001e-05,5.6000000768108293e-05,6.70000008540228e-05,7848,0.0,0.0
2024-09-17 00:00:00+00:00,6.70000008540228e-05,7.79999973019585e-05,6.500000017695129e-05,6.500000017695129e-05,3889,0.0,0.0
2024-09-18 00:00:00+00:00,6.500000017695129e-05,0.0002209999947808683,6.299999949987978e-05,0.0001900000061141327,161070,0.0,0.0
2024-09-19 00:00:00+00:00,0.0001900000061141327,0.00029799999902024865,0.00010299999848939478,0.00011200000153621659,119673,0.0,0.0
2024-09-20 00:00:00+00:00,0.00011200000153621659,0.00014899999951012433,0.00010699999984353781,0.00010800000018207356,37827,0.0,0.0
2024-09-21 00:00:00+00:00,0.00010800000018207356,0.00013699999544769526,9.40000027185306e-05,0.00011200000153621659,43683,0.0,0.0
2024-09-22 00:00:00+00:00,0.00011200000153621659,0.00013099999341648072,9.000000136438757e-05,0.0001140000022132881,26922,0.0,0.0
2024-09-23 00:00:00+00:00,0.0001140000022132881,0.00011899999663000926,8.900000102585182e-05,0.00010800000018207356,21171,0.0,0.0
2024-09-24 00:00:00+00:00,0.00010800000018207356,0.00010800000018207356,8.299999899463728e-05,9.000000136438757e-05,16827,0.0,0.0
2024-09-25 00:00:00+00:00,9.000000136438757e-05,0.00011000000085914508,8.499999967170879e-05,0.00010199999815085903,18464,0.0,0.0
2024-09-26 00:00:00+00:00,0.00010199999815085903,0.00010800000018207356,8.399999933317304e-05,9.200000204145908e-05,5623,0.0,0.0
2024-09-27 00:00:00+00:00,9.200000204145908e-05,0.00010399999882793054,8.099999831756577e-05,8.499999967170879e-05,8432,0.0,0.0
2024-09-28 00:00:00+00:00,8.499999967170879e-05,8.499999967170879e-05,7.300000288523734e-05,7.400000322377309e-05,4683,0.0,0.0
2024-09-29 00:00:00+00:00,7.400000322377309e-05,7.899999764049426e-05,6.600000051548705e-05,7.000000186963007e-05,6559,0.0,0.0
2024-09-30 00:00:00+00:00,7.000000186963007e-05,7.899999764049426e-05,6.900000153109431e-05,7.200000254670158e-05,2439,0.0,0.0
2024-10-01 00:00:00+00:00,7.200000254670158e-05,8.099999831756577e-05,7.100000220816582e-05,7.200000254670158e-05,2901,0.0,0.0
2024-10-02 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,6.299999949987978e-05,6.399999983841553e-05,1502,0.0,0.0
2024-10-03 00:00:00+00:00,6.399999983841553e-05,9.100000170292333e-05,6.299999949987978e-05,6.70000008540228e-05,10580,0.0,0.0
2024-10-04 00:00:00+00:00,6.70000008540228e-05,7.899999764049426e-05,6.70000008540228e-05,7.400000322377309e-05,7519,0.0,0.0
2024-10-05 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,6.600000051548705e-05,6.600000051548705e-05,986,0.0,0.0
2024-10-06 00:00:00+00:00,6.600000051548705e-05,6.70000008540228e-05,6.0999998822808266e-05,6.0999998822808266e-05,1688,0.0,0.0
2024-10-07 00:00:00+00:00,6.0999998822808266e-05,6.70000008540228e-05,6.0999998822808266e-05,6.600000051548705e-05,2525,0.0,0.0
2024-10-08 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.0999998822808266e-05,6.299999949987978e-05,1194,0.0,0.0
2024-10-09 00:00:00+00:00,6.299999949987978e-05,6.800000119255856e-05,6.199999916134402e-05,6.800000119255856e-05,797,0.0,0.0
2024-10-10 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.0999998822808266e-05,6.199999916134402e-05,2397,0.0,0.0
2024-10-11 00:00:00+00:00,6.199999916134402e-05,6.900000153109431e-05,6.199999916134402e-05,6.800000119255856e-05,2024,0.0,0.0
2024-10-12 00:00:00+00:00,6.800000119255856e-05,7.500000356230885e-05,6.800000119255856e-05,7.500000356230885e-05,914,0.0,0.0
2024-10-13 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,7.300000288523734e-05,7.500000356230885e-05,611,0.0,0.0
2024-10-14 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,7.400000322377309e-05,7.400000322377309e-05,32,0.0,0.0
2024-10-15 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,7.000000186963007e-05,7.000000186963007e-05,501,0.0,0.0
2024-10-16 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,6.800000119255856e-05,6.800000119255856e-05,548,0.0,0.0
2024-10-17 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.600000051548705e-05,6.600000051548705e-05,190,0.0,0.0
2024-10-18 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.299999949987978e-05,6.299999949987978e-05,412,0.0,0.0
2024-10-19 00:00:00+00:00,6.299999949987978e-05,6.299999949987978e-05,5.900000178371556e-05,5.900000178371556e-05,650,0.0,0.0
2024-10-20 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.700000110664405e-05,5.700000110664405e-05,323,0.0,0.0
2024-10-21 00:00:00+00:00,5.700000110664405e-05,5.999999848427251e-05,5.700000110664405e-05,5.999999848427251e-05,685,0.0,0.0
