TIMESTAMP,BIRB_OPEN_PRICE_USD,BIRB_HIGH_PRICE_USD,BIRB_LOW_PRICE_USD,BIRB_CLOSE_PRICE_USD,BIRB_VOLUME_USD,BIRB_DIVIDENDS_USD,BIRB_STOCK_SPLITS_USD
2021-07-29 00:00:00+00:00,0.13091899454593658,0.13381700217723846,0.11959999799728394,0.11996600031852722,12568672,0.0,0.0
2021-07-30 00:00:00+00:00,0.1199600026011467,0.14219799637794495,0.11200299859046936,0.12270499765872955,7217120,0.0,0.0
2021-07-31 00:00:00+00:00,0.12281899899244308,0.16449399292469025,0.12243799865245819,0.1397480070590973,3345628,0.0,0.0
2021-08-01 00:00:00+00:00,0.13978099822998047,0.17286799848079681,0.1386529952287674,0.14177900552749634,2495095,0.0,0.0
2021-08-02 00:00:00+00:00,0.14177699387073517,0.14343300461769104,0.11334700137376785,0.12213300168514252,2083725,0.0,0.0
2021-08-03 00:00:00+00:00,0.1220640018582344,0.12419400364160538,0.10273200273513794,0.11266700178384781,1771868,0.0,0.0
2021-08-04 00:00:00+00:00,0.11264199763536453,0.12260500341653824,0.10807400196790695,0.11618400365114212,1333478,0.0,0.0
2021-08-05 00:00:00+00:00,0.1161860004067421,0.12879300117492676,0.11092100292444229,0.11279699951410294,1160091,0.0,0.0
2021-08-06 00:00:00+00:00,0.11271300166845322,0.13228699564933777,0.11271300166845322,0.1255660057067871,1121129,0.0,0.0
2021-08-07 00:00:00+00:00,0.1256760060787201,0.14011700451374054,0.12350499629974365,0.13972899317741394,915550,0.0,0.0
2021-08-08 00:00:00+00:00,0.13954900205135345,0.1865359991788864,0.13923999667167664,0.1840820014476776,1522868,0.0,0.0
2021-08-09 00:00:00+00:00,0.1839359998703003,0.27136799693107605,0.17184199392795563,0.2413019984960556,3807125,0.0,0.0
2021-08-10 00:00:00+00:00,0.24116699397563934,0.24303899705410004,0.19684599339962006,0.21563400328159332,3982578,0.0,0.0
2021-08-11 00:00:00+00:00,0.21556900441646576,0.2686910033226013,0.215255007147789,0.22231000661849976,2558452,0.0,0.0
2021-08-12 00:00:00+00:00,0.222338005900383,0.23228299617767334,0.18692000210285187,0.20153400301933289,1974998,0.0,0.0
2021-08-13 00:00:00+00:00,0.20163899660110474,0.21655499935150146,0.19702699780464172,0.21459199488162994,1244758,0.0,0.0
2021-08-14 00:00:00+00:00,0.21511900424957275,0.22641600668430328,0.19930100440979004,0.2037609964609146,757757,0.0,0.0
2021-08-15 00:00:00+00:00,0.2035360038280487,0.21381500363349915,0.19815799593925476,0.20745499432086945,955282,0.0,0.0
2021-08-16 00:00:00+00:00,0.20740899443626404,0.21911099553108215,0.13534200191497803,0.13704800605773926,1725228,0.0,0.0
2021-08-17 00:00:00+00:00,0.13700300455093384,0.16295300424098969,0.13675999641418457,0.13834300637245178,2794248,0.0,0.0
